episode,epsilon,total_reward,steps,exit_reason
0,0.9979020986705985,-990.3834531544677,85,terminated
1,0.9895544130170603,-432.4889281081901,84,terminated
2,0.980197693043223,-844.6137451962749,95,terminated
3,0.9728733447625014,-413.6725292006879,75,terminated
4,0.964831513670815,-626.4028334963596,83,terminated
5,0.9558041411915943,-742.3504675836584,94,terminated
6,0.9475243006980895,-531.3151187342905,87,terminated
7,0.9398799729644056,-523.2576923568434,81,terminated
8,0.9322040875283647,-524.2718780736129,82,terminated
9,0.92496081894881,-619.7961638028627,78,terminated
10,0.9165814405198298,-937.3795701774245,91,terminated
11,0.9084596551611751,-836.1792628913448,89,terminated
12,0.900499886552116,-533.7927015234189,88,terminated
13,0.8927884088323771,-630.3615426602838,86,terminated
14,0.8849659490117532,-933.3033355081924,88,terminated
15,0.8780019139659949,-320.84707381774365,79,terminated
16,0.8705701558228529,-932.9035371751878,85,terminated
17,0.8627697887026718,-736.8094898133515,90,terminated
18,0.855210346913546,-533.8215499496412,88,terminated
19,0.8475476047137547,-435.77145886873626,90,terminated
20,0.8404576697492075,-529.2165854696942,84,terminated
21,0.8333437010530451,-828.5812235777806,85,terminated
22,0.8264552306048949,-526.2232935395807,83,terminated
23,0.8188863343435545,-438.9870992655122,92,terminated
24,0.8126860790002739,-416.4526805491945,76,terminated
25,0.8054849055902344,-535.6079506732984,89,terminated
26,0.7991463282499155,-222.62614099605932,79,terminated
27,0.7924612813417099,-526.8112939226119,84,terminated
28,0.7861465678839923,-422.0761351974508,80,terminated
