power_max_w,velocity,gradient,percent_complete,AWC,position,action,power_agent_w,reward,episode,action_type,step,total_reward
865.6907048263553,4.327028267859726,15.0,0.010817570669649314,9336.68892292,4.327028267859726,71,655.3110770799999,-934.6688922920001,0,random,1,-934.6688922920001
867.3890018479461,3.277313043917855,15.0,0.019010853279443952,9349.448196070069,7.604341311777581,22,190.45195506179817,-935.9448196070069,0,random,2,-1870.613711899007
870.0007041167056,1.9842416072404416,15.0,0.02397145729754506,9369.036541945952,9.588582919018023,13,112.76057024023301,-937.9036541945952,0,random,3,-2808.5173660936025
825.4054893439209,3.787668799220804,15.0,0.03344062929559707,9028.836077228927,13.376251718238827,66,574.2004647170257,-903.8836077228927,0,random,4,-3712.400973816495
802.6293266931322,3.804908612615209,15.0,0.042952900827135085,8850.133332556967,17.181160330854034,50,412.70274467196043,-886.0133332556967,0,random,5,-4598.414307072192
752.2917471276882,4.594208603188402,15.0,0.05443842233510609,8442.029871202461,21.775368934042437,80,642.1034613545057,-845.2029871202462,0,random,6,-5443.617294192438
703.7273510849061,5.027865338860115,15.0,0.06700808568225637,8029.05896867265,26.80323427290255,86,646.9709025298118,-803.905896867265,0,random,7,-6247.523191059703
679.234215550406,4.729749831909441,15.0,0.07883246026202997,7812.67346397831,31.53298410481199,64,450.38550469433994,-782.267346397831,0,random,8,-7029.790537457534
669.0155609284786,4.11325218875402,15.0,0.08911559073391503,7720.641040514115,35.64623629356601,48,326.0324234641949,-773.0641040514115,0,random,9,-7802.854641508946
672.017531250051,2.2277901305982732,15.0,0.09468506606041072,7747.788781801891,37.874026424164285,4,26.760622437139148,-775.7788781801892,0,random,10,-8578.633519689134
641.1820796423334,3.605898156727153,15.0,0.10369981145222859,7464.335282739352,41.479924580891435,77,517.4534990625393,-747.4335282739353,0,random,11,-9326.06704796307
598.8553316910006,4.499697604746549,15.0,0.11494905546409497,7057.153203097018,45.979622185637986,100,641.1820796423334,-706.7153203097018,0,random,12,-10032.782368272772
571.5795380043695,4.560057452631783,15.0,0.1263491990956744,6782.126171159668,50.53967963826977,85,509.0270319373505,-679.2126171159669,0,random,13,-10711.99498538874
563.2597103120593,3.9675332285921816,15.0,0.13626803216715488,6696.041629877222,54.50721286686195,56,320.08454128244693,-670.6041629877222,0,random,14,-11382.599148376461
550.6926018224534,3.7359705945224757,15.0,0.14560795865346107,6563.922818174383,58.243183461384426,65,366.1188117028385,-657.3922818174383,0,random,15,-12039.991430193899
552.4707300436133,2.4342155597017334,15.0,0.1516934975527154,6582.77352464034,60.67739902108616,22,121.15237240093975,-659.277352464034,0,random,16,-12699.268782657933
554.0666057276317,1.6269121416277466,15.0,0.15576077790678478,6599.647358575923,62.30431116271391,26,143.64238981133948,-660.9647358575924,0,random,17,-13360.233518515526
555.5705446362779,1.4744957823323297,15.0,0.1594470173626156,6615.510671275754,63.77880694504624,28,155.1386496037369,-662.5510671275755,0,random,18,-14022.784585643101
558.2370448809935,-1.3384949685240255,15.0,0.15610077994130556,6643.545631749548,62.44031197652222,3,16.667116339088334,-765.3545631749548,0,random,19,-14788.139148818056
560.5852377573352,2.723226071475525,15.0,0.16290884511999437,6668.1387281250445,65.16353804799775,10,55.82370448809935,-667.8138728125045,0,random,20,-15455.953021630561
557.2382247194103,2.612047605931116,15.0,0.16943896413482215,6633.057814001524,67.77558565392886,48,269.08091412352087,-664.3057814001525,0,random,21,-16120.258803030714
558.9757807758783,1.5968560629911288,15.0,0.17343110429229994,6651.292128812372,69.37244171691998,23,128.16479168546437,-666.1292128812372,0,random,22,-16786.38801591195
557.304386568808,2.2187842232975123,15.0,0.17897806485054374,6633.753027463226,71.5912259402175,45,251.53910134914526,-664.3753027463226,0,random,23,-17450.763318658275
559.9307970250495,-1.0757608364242672,15.0,0.17628866275948307,6661.293545240051,70.51546510379323,4,22.292175462752322,-767.1293545240051,0,random,24,-18217.89267318228
561.1989452297121,3.1098864476116757,15.0,0.18406337887851226,6674.551632610745,73.6253515514049,33,184.77716301826635,-668.4551632610746,0,random,25,-18886.347836443354
556.7525388143498,2.862417911481057,15.0,0.19121942365721492,6627.95215999589,76.48776946288596,50,280.59947261485604,-663.795215999589,0,random,26,-19550.14305244294
534.9145635439161,3.5831476532242625,15.0,0.20017729279027555,6394.280027391836,80.07091711611022,84,467.67213260405384,-640.4280027391836,0,random,27,-20190.571055182125
530.8738503450509,3.1280333547624077,15.0,0.2079973761771816,6350.124454348999,83.19895047087263,52,278.15557304283635,-636.0124454349,0,random,28,-20826.583500617024
529.9441413613685,2.6850285688192796,15.0,0.21470994759922976,6339.922483190276,85.88397903969191,46,244.2019711587234,-634.9922483190276,0,random,29,-21461.57574893605
526.1708324584347,2.6307429306932018,15.0,0.22128680492596278,6298.351529682364,88.51472197038511,52,275.5709535079116,-630.8351529682365,0,random,30,-22092.410901904288
521.6526135546442,2.654427794544519,15.0,0.22792287441232406,6248.21928015481,91.16914976492963,54,284.13224952755473,-625.821928015481,0,random,31,-22718.23282991977
509.53986986286577,3.09215660336471,15.0,0.23565326592073585,6111.845924531012,94.26130636829434,71,370.37335562379735,-612.1845924531012,0,random,32,-23330.41742237287
510.9531032367826,2.1189172488018677,15.0,0.24095055904274051,6127.9093581627285,96.3802236170962,30,152.86196095885973,-613.7909358162728,0,random,33,-23944.208358189142
512.4856648383509,1.421824970573622,15.0,0.24450512146917458,6145.28290816361,97.80204858766983,27,137.95733787393132,-615.528290816361,0,random,34,-24559.736649005503
