episode,epsilon,reward,steps,exit_reason
0,0.999999,-1272,185,terminated
1,0.9999980000009999,-1281,194,terminated
2,0.9999970000029998,-1876,195,terminated
3,0.9999960000059999,-1679,196,terminated
4,0.9999950000099999,-1581,197,terminated
5,0.9999940000149998,-1577,193,terminated
6,0.9999930000209998,-1472,187,terminated
7,0.9999920000279997,-1370,184,terminated
8,0.9999910000359996,-1671,188,terminated
9,0.9999900000449995,-1379,193,terminated
10,0.9999890000549995,-1074,185,terminated
11,0.9999880000659994,-2279,202,terminated
12,0.9999870000779993,-1778,196,terminated
13,0.9999860000909992,-1675,192,terminated
14,0.9999850001049991,-1672,189,terminated
15,0.999984000119999,-1381,195,terminated
16,0.9999830001359988,-1483,198,terminated
17,0.9999820001529987,-1579,195,terminated
18,0.9999810001709984,-1580,196,terminated
19,0.9999800001899982,-1382,196,terminated
20,0.999979000209998,-1481,196,terminated
21,0.9999780002309977,-1182,194,terminated
22,0.9999770002529974,-1582,198,terminated
23,0.9999760002759971,-2075,196,terminated
24,0.9999750002999968,-1279,192,terminated
25,0.9999740003249964,-1879,198,terminated
26,0.999973000350996,-880,189,terminated
27,0.9999720003779956,-1983,203,terminated
28,0.9999710004059952,-1480,195,terminated
29,0.9999700004349947,-1278,191,terminated
30,0.9999690004649943,-1479,194,terminated
31,0.9999680004959938,-1478,193,terminated
32,0.9999670005279933,-877,186,terminated
33,0.9999660005609927,-1375,189,terminated
34,0.9999650005949922,-1284,197,terminated
35,0.9999640006299916,-969,179,terminated
36,0.9999630006659909,-1476,191,terminated
37,0.9999620007029901,-1276,189,terminated
38,0.9999610007409894,-1881,200,terminated
39,0.9999600007799886,-1373,187,terminated
40,0.9999590008199878,-1577,193,terminated
41,0.999958000860987,-1280,193,terminated
42,0.9999570009029861,-1579,195,terminated
43,0.9999560009459851,-1678,195,terminated
44,0.9999550009899841,-1582,198,terminated
45,0.9999540010349831,-2183,205,terminated
46,0.9999530010809821,-1682,199,terminated
47,0.999952001127981,-2080,201,terminated
48,0.9999510011759798,-2082,203,terminated
49,0.9999500012249786,-1678,195,terminated
50,0.9999490012749773,-1381,195,terminated
51,0.999948001325976,-1579,195,terminated
52,0.9999470013779747,-1574,190,terminated
53,0.9999460014309732,-874,183,terminated
54,0.9999450014849718,-1775,193,terminated
55,0.9999440015399703,-1576,192,terminated
56,0.9999430015959687,-1577,193,terminated
57,0.9999420016529671,-1884,203,terminated
58,0.9999410017109654,-1679,196,terminated
59,0.9999400017699637,-1580,196,terminated
60,0.9999390018299619,-1380,194,terminated
61,0.99993800189096,-2082,203,terminated
62,0.9999370019529581,-1083,194,terminated
63,0.9999360020159561,-1472,187,terminated
64,0.9999350020799541,-1375,189,terminated
65,0.999934002144952,-1178,190,terminated
66,0.9999330022109498,-1275,188,terminated
67,0.9999320022779475,-2280,203,terminated
68,0.9999310023459452,-1575,191,terminated
69,0.9999300024149429,-1776,194,terminated
70,0.9999290024849404,-1178,190,terminated
71,0.999928002555938,-1678,195,terminated
72,0.9999270026279353,-1178,190,terminated
73,0.9999260027009327,-1881,200,terminated
74,0.9999250027749299,-1882,201,terminated
75,0.9999240028499271,-1476,191,terminated
76,0.9999230029259242,-1384,198,terminated
77,0.9999220030029212,-1580,196,terminated
78,0.9999210030809181,-1582,198,terminated
79,0.999920003159915,-1280,193,terminated
80,0.9999190032399118,-1178,190,terminated
81,0.9999180033209085,-1374,188,terminated
82,0.9999170034029051,-1477,192,terminated
83,0.9999160034859017,-1187,199,terminated
84,0.9999150035698982,-1271,184,terminated
85,0.9999140036548946,-876,185,terminated
86,0.9999130037408909,-1283,196,terminated
87,0.9999120038278871,-1281,194,terminated
88,0.9999110039158833,-2081,202,terminated
89,0.9999100040048793,-1380,194,terminated
90,0.9999090040948753,-1370,184,terminated
91,0.9999080041858711,-1277,190,terminated
92,0.9999070042778669,-1484,199,terminated
93,0.9999060043708626,-1482,197,terminated
94,0.9999050044648582,-1280,193,terminated
95,0.9999040045598537,-1477,192,terminated
96,0.9999030046558491,-1278,191,terminated
97,0.9999020047528444,-1179,191,terminated
98,0.9999010048508397,-1975,195,terminated
99,0.9999000049498348,-1377,191,terminated
100,0.9998990050498298,-1381,195,terminated
101,0.9998980051508247,-1675,192,terminated
102,0.9998970052528195,-1878,197,terminated
103,0.9998960053558142,-1672,189,terminated
104,0.9998950054598088,-1484,199,terminated
105,0.9998940055648033,-1575,191,terminated
106,0.9998930056707978,-1181,193,terminated
107,0.999892005777792,-1572,188,terminated
108,0.9998910058857862,-1272,185,terminated
109,0.9998900059947803,-977,187,terminated
110,0.9998890061047743,-877,186,terminated
111,0.9998880062157681,-1481,196,terminated
112,0.9998870063277618,-1673,190,terminated
113,0.9998860064407555,-1884,203,terminated
114,0.9998850065547491,-984,194,terminated
115,0.9998840066697425,-1874,193,terminated
116,0.9998830067857358,-1170,182,terminated
117,0.999882006902729,-1770,188,terminated
118,0.999881007020722,-1378,192,terminated
119,0.9998800071397149,-1369,183,terminated
120,0.9998790072597078,-1881,200,terminated
121,0.9998780073807005,-1071,182,terminated
122,0.9998770075026931,-1779,197,terminated
123,0.9998760076256856,-1481,196,terminated
124,0.999875007749678,-1679,196,terminated
125,0.9998740078746702,-1579,195,terminated
126,0.9998730080006623,-1574,190,terminated
127,0.9998720081276542,-1378,192,terminated
128,0.999871008255646,-1677,194,terminated
129,0.9998700083846377,-1376,190,terminated
130,0.9998690085146292,-2280,203,terminated
131,0.9998680086456206,-1879,198,terminated
132,0.9998670087776119,-1578,194,terminated
133,0.9998660089106031,-1272,185,terminated
134,0.9998650090445941,-1476,191,terminated
135,0.999864009179585,-1282,195,terminated
136,0.9998630093155757,-1773,191,terminated
137,0.9998620094525663,-1079,190,terminated
138,0.9998610095905568,-1074,185,terminated
139,0.9998600097295471,-1475,190,terminated
140,0.9998590098695374,-1290,203,terminated
141,0.9998580100105274,-1481,196,terminated
142,0.9998570101525174,-1574,190,terminated
143,0.9998560102955072,-1781,199,terminated
144,0.9998550104394969,-1574,190,terminated
145,0.9998540105844864,-1381,195,terminated
146,0.9998530107304758,-877,186,terminated
147,0.9998520108774651,-1676,193,terminated
148,0.9998510110254543,-1182,194,terminated
149,0.9998500111744432,-1175,187,terminated
150,0.9998490113244319,-1371,185,terminated
151,0.9998480114754206,-1177,189,terminated
152,0.9998470116274091,-1375,189,terminated
153,0.9998460117803974,-2171,193,terminated
154,0.9998450119343857,-1773,191,terminated
155,0.9998440120893737,-2177,199,terminated
156,0.9998430122453615,-2079,200,terminated
157,0.9998420124023493,-1279,192,terminated
158,0.9998410125603369,-977,187,terminated
159,0.9998400127193243,-1783,201,terminated
160,0.9998390128793115,-1273,186,terminated
161,0.9998380130402986,-1580,196,terminated
162,0.9998370132022856,-1478,193,terminated
163,0.9998360133652724,-1578,194,terminated
164,0.999835013529259,-1477,192,terminated
165,0.9998340136942454,-1876,195,terminated
166,0.9998330138602317,-1578,194,terminated
167,0.9998320140272178,-1377,191,terminated
168,0.9998310141952037,-1977,197,terminated
169,0.9998300143641895,-977,187,terminated
170,0.999829014534175,-1279,192,terminated
171,0.9998280147051605,-1481,196,terminated
172,0.9998270148771458,-1376,190,terminated
173,0.9998260150501308,-1076,187,terminated
174,0.9998250152241157,-1681,198,terminated
175,0.9998240153991005,-1472,187,terminated
176,0.999823015575085,-1376,190,terminated
177,0.9998220157520694,-775,183,terminated
178,0.9998210159300537,-1472,187,terminated
179,0.9998200161090377,-1478,193,terminated
180,0.9998190162890216,-1582,198,terminated
181,0.9998180164700052,-1880,199,terminated
182,0.9998170166519887,-1672,189,terminated
183,0.999816016834972,-1773,191,terminated
184,0.9998150170189551,-1674,191,terminated
185,0.9998140172039381,-1875,194,terminated
186,0.9998130173899209,-1185,197,terminated
187,0.9998120175769035,-1282,195,terminated
188,0.9998110177648859,-1376,190,terminated
189,0.9998100179538681,-1380,194,terminated
190,0.9998090181438501,-1979,199,terminated
191,0.999808018334832,-1580,196,terminated
192,0.9998070185268136,-979,189,terminated
193,0.9998060187197951,-1482,197,terminated
194,0.9998050189137764,-1676,193,terminated
195,0.9998040191087574,-1179,191,terminated
196,0.9998030193047382,-1187,199,terminated
197,0.9998020195017189,-1176,188,terminated
198,0.9998010196996994,-1674,191,terminated
199,0.9998000198986796,-1483,198,terminated
200,0.9997990200986597,-1576,192,terminated
201,0.9997980202996396,-1682,199,terminated
202,0.9997970205016192,-1488,203,terminated
203,0.9997960207045987,-1677,194,terminated
204,0.999795020908578,-979,189,terminated
205,0.9997940211135571,-1077,188,terminated
206,0.999793021319536,-1477,192,terminated
207,0.9997920215265146,-1579,195,terminated
208,0.9997910217344931,-1080,191,terminated
209,0.9997900219434713,-1477,192,terminated
210,0.9997890221534493,-1482,197,terminated
211,0.9997880223644272,-1081,192,terminated
212,0.9997870225764048,-1188,200,terminated
213,0.9997860227893822,-1176,188,terminated
214,0.9997850230033594,-1778,196,terminated
215,0.9997840232183364,-1675,192,terminated
216,0.9997830234343131,-1681,198,terminated
217,0.9997820236512897,-986,196,terminated
218,0.9997810238692659,-1970,190,terminated
219,0.9997800240882421,-1982,202,terminated
220,0.999779024308218,-1678,195,terminated
221,0.9997780245291936,-1479,194,terminated
222,0.999777024751169,-1578,194,terminated
223,0.9997760249741442,-1279,192,terminated
224,0.9997750251981192,-1781,199,terminated
225,0.999774025423094,-1480,195,terminated
226,0.9997730256490686,-1675,192,terminated
227,0.9997720258760429,-1573,189,terminated
228,0.9997710261040169,-1376,190,terminated
229,0.9997700263329908,-1476,191,terminated
230,0.9997690265629645,-1683,200,terminated
231,0.999768026793938,-1177,189,terminated
232,0.9997670270259111,-1578,194,terminated
233,0.9997660272588841,-1278,191,terminated
234,0.9997650274928568,-2178,200,terminated
235,0.9997640277278292,-2674,201,terminated
236,0.9997630279638015,-1878,197,terminated
237,0.9997620282007734,-1978,198,terminated
238,0.9997610284387451,-1576,192,terminated
239,0.9997600286777166,-1376,190,terminated
240,0.999759028917688,-1675,192,terminated
241,0.9997580291586591,-1784,202,terminated
242,0.9997570294006299,-1272,185,terminated
243,0.9997560296436006,-1480,195,terminated
244,0.9997550298875709,-1879,198,terminated
245,0.999754030132541,-1676,193,terminated
246,0.9997530303785109,-1678,195,terminated
247,0.9997520306254806,-1774,192,terminated
248,0.99975103087345,-1278,191,terminated
249,0.9997500311224191,-1882,201,terminated
250,0.9997490313723879,-1380,194,terminated
251,0.9997480316233565,-1379,193,terminated
252,0.9997470318753248,-1375,189,terminated
253,0.9997460321282928,-1179,191,terminated
254,0.9997450323822606,-1275,188,terminated
255,0.9997440326372282,-1777,195,terminated
256,0.9997430328931955,-1580,196,terminated
257,0.9997420331501626,-1978,198,terminated
258,0.9997410334081295,-2174,196,terminated
259,0.9997400336670961,-1789,207,terminated
260,0.9997390339270624,-1584,200,terminated
261,0.9997380341880284,-1477,192,terminated
262,0.9997370344499942,-1781,199,terminated
263,0.9997360347129597,-1773,191,terminated
264,0.999735034976925,-1581,197,terminated
265,0.99973403524189,-1783,201,terminated
266,0.9997330355078548,-1081,192,terminated
267,0.9997320357748192,-1382,196,terminated
268,0.9997310360427833,-1579,195,terminated
269,0.9997300363117473,-1075,186,terminated
270,0.999729036581711,-1576,192,terminated
271,0.9997280368526743,-1574,190,terminated
272,0.9997270371246374,-1079,190,terminated
273,0.9997260373976002,-1177,189,terminated
274,0.9997250376715628,-1279,192,terminated
275,0.9997240379465251,-1880,199,terminated
276,0.9997230382224871,-1381,195,terminated
277,0.9997220384994489,-1576,192,terminated
278,0.9997210387774104,-1578,194,terminated
279,0.9997200390563715,-1483,198,terminated
280,0.9997190393363324,-1074,185,terminated
281,0.9997180396172931,-1676,193,terminated
282,0.9997170398992534,-977,187,terminated
283,0.9997160401822135,-1167,179,terminated
284,0.9997150404661733,-1282,195,terminated
285,0.9997140407511328,-1382,196,terminated
286,0.999713041037092,-1482,197,terminated
287,0.999712041324051,-1679,196,terminated
288,0.9997110416120096,-1277,190,terminated
289,0.999710041900968,-1183,195,terminated
290,0.999709042190926,-1476,191,terminated
291,0.9997080424818838,-1575,191,terminated
292,0.9997070427738414,-1781,199,terminated
293,0.9997060430667986,-1584,200,terminated
294,0.9997050433607555,-1375,189,terminated
295,0.9997040436557121,-980,190,terminated
296,0.9997030439516684,-1582,198,terminated
297,0.9997020442486244,-1978,198,terminated
298,0.9997010445465802,-985,195,terminated
299,0.9997000448455355,-1869,188,terminated
300,0.9996990451454907,-1473,188,terminated
301,0.9996980454464455,-1582,198,terminated
302,0.9996970457484,-1082,193,terminated
303,0.9996960460513542,-1372,186,terminated
304,0.9996950463553081,-1581,197,terminated
305,0.9996940466602617,-1680,197,terminated
306,0.9996930469662151,-1778,196,terminated
307,0.9996920472731681,-1681,198,terminated
308,0.9996910475811208,-1781,199,terminated
309,0.9996900478900732,-1377,191,terminated
310,0.9996890482000252,-1680,197,terminated
311,0.999688048510977,-1680,197,terminated
312,0.9996870488229285,-1279,192,terminated
