episode,epsilon,reward,steps,exit_reason
0,0.999999,-1571,187,terminated
1,0.9999980000009999,-1481,196,terminated
2,0.9999970000029998,-1475,190,terminated
3,0.9999960000059999,-1776,194,terminated
4,0.9999950000099999,-978,188,terminated
5,0.9999940000149998,-1678,195,terminated
6,0.9999930000209998,-1276,189,terminated
7,0.9999920000279997,-1574,190,terminated
8,0.9999910000359996,-1482,197,terminated
9,0.9999900000449995,-775,183,terminated
10,0.9999890000549995,-1180,192,terminated
11,0.9999880000659994,-1078,189,terminated
12,0.9999870000779993,-1678,195,terminated
13,0.9999860000909992,-1577,193,terminated
14,0.9999850001049991,-1778,196,terminated
15,0.999984000119999,-1077,188,terminated
16,0.9999830001359988,-1778,196,terminated
17,0.9999820001529987,-1571,187,terminated
18,0.9999810001709984,-1278,191,terminated
19,0.9999800001899982,-2084,205,terminated
20,0.999979000209998,-1378,192,terminated
21,0.9999780002309977,-977,187,terminated
22,0.9999770002529974,-1576,192,terminated
23,0.9999760002759971,-1477,192,terminated
24,0.9999750002999968,-1682,199,terminated
25,0.9999740003249964,-1476,191,terminated
26,0.999973000350996,-1379,193,terminated
27,0.9999720003779956,-1675,192,terminated
28,0.9999710004059952,-1882,201,terminated
29,0.9999700004349947,-1380,194,terminated
30,0.9999690004649943,-1973,193,terminated
31,0.9999680004959938,-1179,191,terminated
32,0.9999670005279933,-1676,193,terminated
33,0.9999660005609927,-1982,202,terminated
34,0.9999650005949922,-1581,197,terminated
35,0.9999640006299916,-1579,195,terminated
36,0.9999630006659909,-1478,193,terminated
37,0.9999620007029901,-2081,202,terminated
38,0.9999610007409894,-1881,200,terminated
39,0.9999600007799886,-1179,191,terminated
40,0.9999590008199878,-1281,194,terminated
41,0.999958000860987,-1375,189,terminated
42,0.9999570009029861,-876,185,terminated
43,0.9999560009459851,-1172,184,terminated
44,0.9999550009899841,-1376,190,terminated
45,0.9999540010349831,-980,190,terminated
46,0.9999530010809821,-1682,199,terminated
47,0.999952001127981,-1581,197,terminated
48,0.9999510011759798,-1780,198,terminated
49,0.9999500012249786,-1578,194,terminated
50,0.9999490012749773,-1374,188,terminated
51,0.999948001325976,-1379,193,terminated
52,0.9999470013779747,-1877,196,terminated
53,0.9999460014309732,-1383,197,terminated
54,0.9999450014849718,-1179,191,terminated
55,0.9999440015399703,-1478,193,terminated
56,0.9999430015959687,-1975,195,terminated
57,0.9999420016529671,-1482,197,terminated
58,0.9999410017109654,-1371,185,terminated
59,0.9999400017699637,-1476,191,terminated
60,0.9999390018299619,-1673,190,terminated
61,0.99993800189096,-1584,200,terminated
62,0.9999370019529581,-782,190,terminated
63,0.9999360020159561,-1275,188,terminated
64,0.9999350020799541,-1177,189,terminated
65,0.999934002144952,-1177,189,terminated
66,0.9999330022109498,-2079,200,terminated
67,0.9999320022779475,-1278,191,terminated
68,0.9999310023459452,-1475,190,terminated
69,0.9999300024149429,-1279,192,terminated
70,0.9999290024849404,-1777,195,terminated
71,0.999928002555938,-1776,194,terminated
72,0.9999270026279353,-1577,193,terminated
73,0.9999260027009327,-1179,191,terminated
74,0.9999250027749299,-1977,197,terminated
75,0.9999240028499271,-1978,198,terminated
76,0.9999230029259242,-1280,193,terminated
77,0.9999220030029212,-1681,198,terminated
78,0.9999210030809181,-1274,187,terminated
79,0.999920003159915,-1180,192,terminated
80,0.9999190032399118,-1776,194,terminated
81,0.9999180033209085,-1284,197,terminated
82,0.9999170034029051,-1471,186,terminated
83,0.9999160034859017,-1273,186,terminated
84,0.9999150035698982,-1378,192,terminated
85,0.9999140036548946,-1578,194,terminated
86,0.9999130037408909,-1778,196,terminated
87,0.9999120038278871,-1271,184,terminated
88,0.9999110039158833,-1879,198,terminated
89,0.9999100040048793,-1580,196,terminated
90,0.9999090040948753,-1571,187,terminated
91,0.9999080041858711,-1881,200,terminated
92,0.9999070042778669,-2080,201,terminated
93,0.9999060043708626,-1775,193,terminated
94,0.9999050044648582,-1281,194,terminated
95,0.9999040045598537,-1178,190,terminated
96,0.9999030046558491,-1683,200,terminated
97,0.9999020047528444,-1370,184,terminated
