episode,epsilon,reward,steps,exit_reason
0,0.9976027579770624,-403.17719566887877,88,terminated
1,0.9888619326997442,-503.08539922864315,88,terminated
2,0.9807860175554679,-293.3289125293449,82,terminated
3,0.9723870053677265,-301.09972007183205,86,terminated
4,0.9635779849957506,-1005.2490762213213,91,terminated
5,0.9553263346918551,-698.0891923024593,86,terminated
6,0.9479034051897526,-288.7125421845638,78,terminated
7,0.9395980371679756,-602.3726235346593,88,terminated
8,0.9308067597873385,-711.1765293168911,94,terminated
9,0.9232049741798795,-492.3612977925709,82,terminated
10,0.9158484319588951,-291.0267080136149,80,terminated
11,0.9086413743496313,-389.37677960836356,79,terminated
12,0.900499886552116,-804.9197957922178,90,terminated
13,0.8931456134926097,-596.0142355722999,82,terminated
14,0.8859399958863813,-390.6969802651165,81,terminated
15,0.8778263223632209,-805.5264167755001,92,terminated
16,0.8707442959746048,-393.65751890834485,81,terminated
17,0.8634603152343188,-598.4165816821271,84,terminated
18,0.8562372667053262,-496.30202750233593,84,terminated
19,0.8489048342379664,-798.5604090462286,86,terminated
20,0.8413827281284485,-801.9935850084682,89,terminated
21,0.8349286385470347,-386.6055843310642,77,terminated
22,0.8281926971652785,-592.4526628686065,81,terminated
23,0.8207720349234908,-806.7230376873354,90,terminated
24,0.8143945985111477,-588.1527700507027,78,terminated
25,0.8077435368674083,-292.7038889520983,82,terminated
26,0.8016276499971291,-186.18758757859456,76,terminated
27,0.7952398944957562,-792.4867516731892,80,terminated
28,0.7883509732233631,-497.6032002730534,87,terminated
29,0.7815217285801553,-700.3935275427838,87,terminated
30,0.7756819501663733,-283.32161247932714,75,terminated
31,0.7694239924128826,-491.2201928434157,81,terminated
32,0.7632165218922533,-492.3776561717651,81,terminated
33,0.7569834253762573,-590.8168893298194,82,terminated
34,0.7508763214336152,-490.47419308232566,81,terminated
35,0.7449674737278557,-289.21110923159756,79,terminated
36,0.7394008403087824,-382.1136715748741,75,terminated
37,0.733288907343587,-494.15919892434965,83,terminated
38,0.7277367589253696,-484.3621203944698,76,terminated
39,0.7225156118852127,-278.5753397406703,72,terminated
40,0.716686583409759,-491.59360451506325,81,terminated
41,0.7109756792687252,-190.17510663243974,80,terminated
42,0.7048872019775732,-496.3418876510459,86,terminated
43,0.6999699760686784,-175.57043315465472,70,terminated
44,0.6946006372662333,-285.086297272551,77,terminated
45,0.68989314118123,-173.3625334289984,68,terminated
46,0.6845326397849991,-388.29706488202146,78,terminated
47,0.6796894296205842,-277.69613260200936,71,terminated
48,0.6743407707107183,-587.9751300935382,79,terminated
49,0.6691680287502941,-486.5815046385218,77,terminated
50,0.6639021655733864,-389.3644653262912,79,terminated
51,0.6584801573273674,-791.5967798249341,82,terminated
52,0.6532983998849651,-387.9930404710572,79,terminated
53,0.647444802304064,-704.7520958445821,90,terminated
54,0.6426711563555552,-179.79691637102218,74,terminated
55,0.6380603124416717,-379.08708028244405,72,terminated
56,0.6331658710927226,-483.92782402394187,77,terminated
57,0.6278692897292074,-394.4182789264323,84,terminated
58,0.6226792834423234,-492.9707994395749,83,terminated
59,0.6178410368080954,-288.27887110690045,78,terminated
60,0.613346995741758,-181.45975259717397,73,terminated
61,0.6090074387485039,-176.9507982147303,71,terminated
62,0.6040941584763089,-390.3613786939633,81,terminated
63,0.5994003191167482,-487.6594463240135,78,terminated
