episode,epsilon,reward,steps,exit_reason
0,0.995,-48071,3071,terminated
1,0.990025,-45533,3033,terminated
2,0.985074875,-46024,3024,terminated
3,0.9801495006250001,-48456,3056,terminated
4,0.9752487531218751,-44619,3019,terminated
5,0.9703725093562657,-47664,3064,terminated
6,0.9655206468094844,-44126,3026,terminated
7,0.960693043575437,-45551,3051,terminated
8,0.9558895783575597,-46222,3022,terminated
9,0.9511101304657719,-45913,3013,terminated
10,0.946354579813443,-42297,2997,terminated
11,0.9416228069143757,-45320,3020,terminated
12,0.9369146928798039,-46104,3104,terminated
13,0.9322301194154049,-42605,3005,terminated
14,0.9275689688183278,-54520,3120,terminated
15,0.9229311239742362,-45453,3053,terminated
16,0.918316468354365,-41600,3000,terminated
17,0.9137248860125932,-42783,2983,terminated
18,0.9091562615825302,-52535,3135,terminated
19,0.9046104802746175,-40568,2968,terminated
20,0.9000874278732445,-41339,2939,terminated
21,0.8955869907338783,-40066,2966,terminated
22,0.8911090557802088,-41483,2983,terminated
23,0.8866535105013078,-42627,3027,terminated
24,0.8822202429488013,-41762,2962,terminated
25,0.8778091417340573,-43790,2990,terminated
26,0.8734200960253871,-53765,3165,terminated
27,0.8690529955452602,-40141,2941,terminated
28,0.8647077305675338,-40333,2933,terminated
29,0.8603841919146962,-38635,2935,terminated
30,0.8560822709551227,-40631,2931,terminated
