episode,epsilon,reward,steps,exit_reason
0,0.9998700081246743,-808.4722783363779,90,terminated
1,0.999425163844138,-1005.080665795251,89,terminated
2,0.9990054923633211,-597.7035162153552,84,terminated
3,0.9985610327076737,-807.5822969475329,89,terminated
4,0.9981666780040456,-190.6956897467661,79,terminated
5,0.997752523740238,-397.6752760513298,83,terminated
6,0.997278702648323,-714.1625961463861,95,terminated
7,0.9968399954450485,-1006.2274092810585,88,terminated
8,0.9963416987861261,-1519.741011565078,100,terminated
9,0.995913362883624,-600.0335516722979,86,terminated
10,0.9955150762053961,-493.89714508969234,80,terminated
11,0.9951069976657695,-792.2654243858411,82,terminated
12,0.994699086404467,-393.8322915386119,82,terminated
13,0.9942714566752167,-699.9555464531314,86,terminated
14,0.9938837654425868,-287.2805509266333,78,terminated
15,0.9934713882231729,-896.7413421612004,83,terminated
16,0.993069112771528,-495.1550148604183,81,terminated
17,0.9926521102783075,-395.0163008073003,84,terminated
18,0.9922303217133828,-697.4303213977927,85,terminated
19,0.9917938353146583,-904.1899455148175,88,terminated
20,0.9913426706394213,-807.0400031791589,91,terminated
21,0.9909164838622992,-500.69245183889893,86,terminated
22,0.9904756230236362,-906.5414457042502,89,terminated
23,0.9900943623530059,-487.396814979846,77,terminated
24,0.9896984028153494,-291.1229005994935,80,terminated
25,0.9892382988902291,-712.1326517705073,93,terminated
26,0.988768521104865,-713.6179211277604,95,terminated
27,0.9883632080927712,-493.98058591508345,82,terminated
28,0.9879234832118959,-803.1416633086018,89,terminated
29,0.9874691417803019,-705.516393326603,92,terminated
30,0.9870002041471132,-911.0639202753655,95,terminated
31,0.9865364218890726,-811.5224540830174,94,terminated
32,0.9861024402614432,-704.3626740265182,88,terminated
33,0.9856785063046256,-600.532663663554,86,terminated
34,0.9852498283269042,-804.0441953576116,87,terminated
35,0.9848656548521167,-289.09363973109237,78,terminated
36,0.9844176417898232,-906.7560036824694,91,terminated
37,0.9840042721605425,-497.88496079046627,84,terminated
38,0.9836107481779085,-493.9295787825579,80,terminated
39,0.9831878854210395,-699.3063295907972,86,terminated
40,0.9827455492998479,-905.3656065102616,90,terminated
41,0.9823230584994503,-600.023019873701,86,terminated
42,0.981915477990024,-694.8533363646128,83,terminated
43,0.9815080665918386,-396.6035994228112,83,terminated
44,0.9810762969593957,-803.0024690060371,88,terminated
45,0.9806643304037855,-498.21460511976136,84,terminated
46,0.9802574381254215,-695.5395272741862,83,terminated
47,0.9798360169855099,-699.9100597070801,86,terminated
48,0.9793658073811615,-1014.5196299764532,96,terminated
49,0.978915401585023,-1107.3701188532427,92,terminated
50,0.9784798800532377,-604.5697130108875,89,terminated
51,0.9781032368662721,-489.0873183042162,77,terminated
52,0.9776485234534033,-1009.8424020281182,93,terminated
53,0.9772526549805074,-392.4483750732066,81,terminated
54,0.9768227573219886,-704.6606220840409,88,terminated
55,0.9763784029548015,-705.1582353682996,91,terminated
56,0.9760074487200582,-285.4180256409511,76,terminated
57,0.9756220009451383,-291.4498649152068,79,terminated
58,0.9752220769149655,-496.11932419370817,82,terminated
59,0.9747881985511346,-703.8867860675043,89,terminated
60,0.9743740005545607,-798.5202737866452,85,terminated
61,0.9739112816519351,-812.2492935800113,95,terminated
62,0.973502323778408,-597.1124004848647,84,terminated
63,0.9730692105363837,-705.5684190687651,89,terminated
64,0.9726508796776029,-301.87310093507483,86,terminated
65,0.9722667574889478,-391.471700301907,79,terminated
66,0.9718730681954011,-492.79534459017054,81,terminated
67,0.9714309654301176,-704.9918005669908,91,terminated
68,0.9710230490732739,-496.44899655643053,84,terminated
69,0.9706201571065407,-395.3697119084451,83,terminated
70,0.9702222834171191,-392.5338140305017,82,terminated
71,0.9697857805188387,-604.4751909021963,90,terminated
72,0.9693543207747675,-803.3943160635025,89,terminated
73,0.9688988301539537,-912.5893169075075,94,terminated
74,0.9684483958059444,-1207.600613848231,93,terminated
75,0.9679739711494669,-1018.9367884322799,98,terminated
76,0.9675723442907069,-695.9521579256414,83,terminated
77,0.96711285541569,-611.4958047359355,95,terminated
78,0.9666922517599992,-502.1946946741655,87,terminated
79,0.9662573370225714,-506.11955395186146,90,terminated
80,0.9658515931388387,-700.3776118228957,84,terminated
81,0.965412229528349,-406.16087264535,91,terminated
82,0.9649971904718426,-598.7941780798409,86,terminated
83,0.9645775069325624,-603.5149952455647,87,terminated
84,0.9641580059163765,-800.2810923314272,87,terminated
85,0.9637531435687766,-697.2307954319826,84,terminated
86,0.9633388177676555,-399.54803740172224,86,terminated
87,0.9629294847361989,-500.2371498654161,85,terminated
88,0.962491450385926,-807.8619798430642,91,terminated
89,0.9620920983069198,-396.25313414426,83,terminated
90,0.9616881034604968,-395.2843147548752,84,terminated
91,0.9613035041825949,-392.2421322161851,80,terminated
92,0.9609382773354308,-287.17896728358863,76,terminated
93,0.9605443724129846,-396.5839712603049,82,terminated
