episode,epsilon,reward,steps,exit_reason
0,0.995,-37,37,terminated
1,0.990025,-133,33,terminated
2,0.985074875,-134,34,terminated
3,0.9801495006250001,-237,37,terminated
4,0.9752487531218751,-133,33,terminated
5,0.9703725093562657,-36,36,terminated
6,0.9655206468094844,-35,35,terminated
7,0.960693043575437,-34,34,terminated
8,0.9558895783575597,-133,33,terminated
9,0.9511101304657719,-136,36,terminated
10,0.946354579813443,67,33,terminated
11,0.9416228069143757,-238,38,terminated
12,0.9369146928798039,71,29,terminated
13,0.9322301194154049,-135,35,terminated
14,0.9275689688183278,-33,33,terminated
15,0.9229311239742362,-239,39,terminated
16,0.918316468354365,-34,34,terminated
17,0.9137248860125932,68,32,terminated
18,0.9091562615825302,66,34,terminated
19,0.9046104802746175,-130,30,terminated
20,0.9000874278732445,-32,32,terminated
21,0.8955869907338783,-343,43,terminated
22,0.8911090557802088,-238,38,terminated
23,0.8866535105013078,-34,34,terminated
24,0.8822202429488013,-336,36,terminated
25,0.8778091417340573,-131,31,terminated
26,0.8734200960253871,-135,35,terminated
27,0.8690529955452602,-238,38,terminated
28,0.8647077305675338,-236,36,terminated
29,0.8603841919146962,-37,37,terminated
30,0.8560822709551227,-135,35,terminated
31,0.851801859600347,-36,36,terminated
32,0.8475428503023453,69,31,terminated
33,0.8433051360508336,-135,35,terminated
34,0.8390886103705794,-32,32,terminated
35,0.8348931673187264,66,34,terminated
36,0.8307187014821328,-32,32,terminated
37,0.8265651079747222,-237,37,terminated
38,0.8224322824348486,71,29,terminated
39,0.8183201210226743,-234,34,terminated
40,0.8142285204175609,-135,35,terminated
41,0.810157377815473,69,31,terminated
42,0.8061065909263957,-134,34,terminated
0,0.995,-35,35,terminated
1,0.990025,-439,39,terminated
2,0.985074875,-233,33,terminated
3,0.9801495006250001,-336,36,terminated
4,0.9752487531218751,-235,35,terminated
5,0.9703725093562657,-36,36,terminated
6,0.9655206468094844,-338,38,terminated
7,0.960693043575437,-139,39,terminated
8,0.9558895783575597,-540,40,terminated
9,0.9511101304657719,-32,32,terminated
10,0.946354579813443,-31,31,terminated
11,0.9416228069143757,69,31,terminated
12,0.9369146928798039,-134,34,terminated
13,0.9322301194154049,-338,38,terminated
14,0.9275689688183278,-34,34,terminated
15,0.9229311239742362,-234,34,terminated
16,0.918316468354365,-35,35,terminated
17,0.9137248860125932,-141,41,terminated
18,0.9091562615825302,-237,37,terminated
19,0.9046104802746175,68,32,terminated
20,0.9000874278732445,-134,34,terminated
21,0.8955869907338783,-32,32,terminated
22,0.8911090557802088,68,32,terminated
