episode,epsilon,reward,steps,exit_reason
0,1,-3118.891934499062,88,terminated
1,0.9999460014309732,-4070.958898108242,94,terminated
2,0.9998630093155757,-2597.668526360797,83,terminated
3,0.999774025423094,-3220.717443348549,89,terminated
4,0.9996870488229285,-3144.9012561132377,87,terminated
5,0.9996060774108725,-2224.4930929729585,81,terminated
6,0.9995161168672079,-3659.1472024057,90,terminated
7,0.9994301621342838,-2765.566718944287,86,terminated
8,0.9993502108794273,-2306.808812360412,80,terminated
9,0.9992702660204194,-2296.105989087951,80,terminated
10,0.9991773381604246,-3617.257329716361,93,terminated
11,0.9990934107470537,-2814.736327622573,84,terminated
12,0.9990154844612147,-2052.539042316467,78,terminated
13,0.9989335685091286,-2709.7571811979606,82,terminated
14,0.9988536569801936,-2569.947762277988,80,terminated
15,0.9987657616818786,-3377.1092186356273,88,terminated
16,0.9986678873842132,-4838.169290843627,98,terminated
17,0.998585999933933,-2725.4224090812772,82,terminated
18,0.9985031206940318,-3019.4825212182104,83,terminated
19,0.9984172530750764,-3250.154913529036,86,terminated
20,0.9983323911728139,-3196.7995528690954,85,terminated
21,0.9982415470132643,-3455.1984276180133,91,terminated
22,0.9981567000453897,-2615.065716824908,85,terminated
23,0.9980658718730135,-3867.4402167539083,91,terminated
24,0.9979870277440952,-1835.9913856533185,79,terminated
25,0.9979041982168474,-2931.640779890854,83,terminated
26,0.9978223733865426,-3000.494367646536,82,terminated
