episode,epsilon,reward,steps,exit_reason
0,0.999999,-1173,185,terminated
1,0.9999980000009999,-1678,195,terminated
2,0.9999970000029998,-1476,191,terminated
3,0.9999960000059999,-1577,193,terminated
4,0.9999950000099999,-1775,193,terminated
5,0.9999940000149998,-1471,186,terminated
6,0.9999930000209998,-1382,196,terminated
7,0.9999920000279997,-1381,195,terminated
8,0.9999910000359996,-1072,183,terminated
9,0.9999900000449995,-1872,191,terminated
10,0.9999890000549995,-1381,195,terminated
11,0.9999880000659994,-1278,191,terminated
12,0.9999870000779993,-1079,190,terminated
13,0.9999860000909992,-1471,186,terminated
14,0.9999850001049991,-1074,185,terminated
15,0.999984000119999,-876,185,terminated
16,0.9999830001359988,-1478,193,terminated
17,0.9999820001529987,-985,195,terminated
18,0.9999810001709984,-1477,192,terminated
19,0.9999800001899982,-1580,196,terminated
20,0.999979000209998,-1079,190,terminated
21,0.9999780002309977,-1474,189,terminated
22,0.9999770002529974,-2182,204,terminated
23,0.9999760002759971,-1477,192,terminated
24,0.9999750002999968,-1380,194,terminated
25,0.9999740003249964,-1381,195,terminated
26,0.999973000350996,-1479,194,terminated
27,0.9999720003779956,-1578,194,terminated
28,0.9999710004059952,-875,184,terminated
29,0.9999700004349947,-1273,186,terminated
30,0.9999690004649943,-2079,200,terminated
31,0.9999680004959938,-1872,191,terminated
32,0.9999670005279933,-1083,194,terminated
33,0.9999660005609927,-1378,192,terminated
34,0.9999650005949922,-1384,198,terminated
35,0.9999640006299916,-1482,197,terminated
36,0.9999630006659909,-1376,190,terminated
37,0.9999620007029901,-1476,191,terminated
38,0.9999610007409894,-1279,192,terminated
39,0.9999600007799886,-1773,191,terminated
40,0.9999590008199878,-1782,200,terminated
41,0.999958000860987,-1378,192,terminated
42,0.9999570009029861,-1679,196,terminated
43,0.9999560009459851,-1974,194,terminated
44,0.9999550009899841,-1271,184,terminated
45,0.9999540010349831,-2180,202,terminated
46,0.9999530010809821,-1672,189,terminated
47,0.999952001127981,-1475,190,terminated
48,0.9999510011759798,-1573,189,terminated
49,0.9999500012249786,-1178,190,terminated
50,0.9999490012749773,-1281,194,terminated
51,0.999948001325976,-1478,193,terminated
52,0.9999470013779747,-1071,182,terminated
53,0.9999460014309732,-1476,191,terminated
54,0.9999450014849718,-1470,185,terminated
55,0.9999440015399703,-1574,190,terminated
56,0.9999430015959687,-1380,194,terminated
57,0.9999420016529671,-1471,186,terminated
58,0.9999410017109654,-1481,196,terminated
59,0.9999400017699637,-1381,195,terminated
60,0.9999390018299619,-1976,196,terminated
61,0.99993800189096,-1880,199,terminated
62,0.9999370019529581,-1276,189,terminated
63,0.9999360020159561,-1774,192,terminated
64,0.9999350020799541,-1375,189,terminated
65,0.999934002144952,-1480,195,terminated
66,0.9999330022109498,-1377,191,terminated
67,0.9999320022779475,-1578,194,terminated
68,0.9999310023459452,-1981,201,terminated
69,0.9999300024149429,-1280,193,terminated
70,0.9999290024849404,-1882,201,terminated
71,0.999928002555938,-1684,201,terminated
72,0.9999270026279353,-1981,201,terminated
73,0.9999260027009327,-1873,192,terminated
74,0.9999250027749299,-1671,188,terminated
75,0.9999240028499271,-1081,192,terminated
76,0.9999230029259242,-1873,192,terminated
77,0.9999220030029212,-1383,197,terminated
78,0.9999210030809181,-1681,198,terminated
79,0.999920003159915,-1981,201,terminated
80,0.9999190032399118,-1574,190,terminated
81,0.9999180033209085,-1471,186,terminated
82,0.9999170034029051,-1575,191,terminated
83,0.9999160034859017,-1379,193,terminated
84,0.9999150035698982,-1877,196,terminated
85,0.9999140036548946,-1779,197,terminated
86,0.9999130037408909,-1982,202,terminated
87,0.9999120038278871,-1275,188,terminated
88,0.9999110039158833,-980,190,terminated
89,0.9999100040048793,-1580,196,terminated
90,0.9999090040948753,-1586,202,terminated
91,0.9999080041858711,-1376,190,terminated
92,0.9999070042778669,-1784,202,terminated
93,0.9999060043708626,-1682,199,terminated
94,0.9999050044648582,-1576,192,terminated
95,0.9999040045598537,-1379,193,terminated
96,0.9999030046558491,-1478,193,terminated
97,0.9999020047528444,-1377,191,terminated
98,0.9999010048508397,-1578,194,terminated
99,0.9999000049498348,-1473,188,terminated
100,0.9998990050498298,-1474,189,terminated
101,0.9998980051508247,-1385,199,terminated
102,0.9998970052528195,-1578,194,terminated
103,0.9998960053558142,-2276,199,terminated
104,0.9998950054598088,-1781,199,terminated
105,0.9998940055648033,-1572,188,terminated
106,0.9998930056707978,-2181,203,terminated
107,0.999892005777792,-1886,205,terminated
108,0.9998910058857862,-1676,193,terminated
109,0.9998900059947803,-1074,185,terminated
110,0.9998890061047743,-1673,190,terminated
111,0.9998880062157681,-1678,195,terminated
112,0.9998870063277618,-2174,196,terminated
113,0.9998860064407555,-2378,202,terminated
114,0.9998850065547491,-1482,197,terminated
115,0.9998840066697425,-1776,194,terminated
116,0.9998830067857358,-1279,192,terminated
117,0.999882006902729,-1185,197,terminated
118,0.999881007020722,-1683,200,terminated
119,0.9998800071397149,-1477,192,terminated
120,0.9998790072597078,-1980,200,terminated
121,0.9998780073807005,-1377,191,terminated
122,0.9998770075026931,-1482,197,terminated
123,0.9998760076256856,-982,192,terminated
124,0.999875007749678,-1278,191,terminated
125,0.9998740078746702,-1881,200,terminated
126,0.9998730080006623,-1880,199,terminated
127,0.9998720081276542,-1284,197,terminated
128,0.999871008255646,-1679,196,terminated
129,0.9998700083846377,-1677,194,terminated
130,0.9998690085146292,-1178,190,terminated
131,0.9998680086456206,-1686,203,terminated
132,0.9998670087776119,-1380,194,terminated
133,0.9998660089106031,-1478,193,terminated
134,0.9998650090445941,-1477,192,terminated
135,0.999864009179585,-1772,190,terminated
136,0.9998630093155757,-2279,202,terminated
137,0.9998620094525663,-1687,204,terminated
138,0.9998610095905568,-1080,191,terminated
139,0.9998600097295471,-1283,196,terminated
140,0.9998590098695374,-1176,188,terminated
141,0.9998580100105274,-1281,194,terminated
142,0.9998570101525174,-1477,192,terminated
143,0.9998560102955072,-1176,188,terminated
144,0.9998550104394969,-1477,192,terminated
145,0.9998540105844864,-1677,194,terminated
146,0.9998530107304758,-1079,190,terminated
147,0.9998520108774651,-1672,189,terminated
148,0.9998510110254543,-1181,193,terminated
149,0.9998500111744432,-1577,193,terminated
150,0.9998490113244319,-1381,195,terminated
151,0.9998480114754206,-1786,204,terminated
152,0.9998470116274091,-1972,192,terminated
153,0.9998460117803974,-1479,194,terminated
154,0.9998450119343857,-1781,199,terminated
155,0.9998440120893737,-1379,193,terminated
156,0.9998430122453615,-1373,187,terminated
157,0.9998420124023493,-1885,204,terminated
158,0.9998410125603369,-1378,192,terminated
159,0.9998400127193243,-1282,195,terminated
160,0.9998390128793115,-1382,196,terminated
161,0.9998380130402986,-1176,188,terminated
162,0.9998370132022856,-1874,193,terminated
163,0.9998360133652724,-1779,197,terminated
164,0.999835013529259,-1474,189,terminated
165,0.9998340136942454,-980,190,terminated
166,0.9998330138602317,-1580,196,terminated
167,0.9998320140272178,-1375,189,terminated
168,0.9998310141952037,-1379,193,terminated
169,0.9998300143641895,-1678,195,terminated
170,0.999829014534175,-1577,193,terminated
171,0.9998280147051605,-1473,188,terminated
172,0.9998270148771458,-1580,196,terminated
173,0.9998260150501308,-1478,193,terminated
174,0.9998250152241157,-1377,191,terminated
175,0.9998240153991005,-1781,199,terminated
176,0.999823015575085,-1684,201,terminated
177,0.9998220157520694,-1576,192,terminated
178,0.9998210159300537,-1883,202,terminated
179,0.9998200161090377,-1375,189,terminated
180,0.9998190162890216,-1277,190,terminated
181,0.9998180164700052,-1682,199,terminated
182,0.9998170166519887,-1280,193,terminated
183,0.999816016834972,-1179,191,terminated
184,0.9998150170189551,-1176,188,terminated
185,0.9998140172039381,-1174,186,terminated
186,0.9998130173899209,-1378,192,terminated
187,0.9998120175769035,-1175,187,terminated
188,0.9998110177648859,-976,186,terminated
189,0.9998100179538681,-1777,195,terminated
190,0.9998090181438501,-1572,188,terminated
191,0.999808018334832,-1082,193,terminated
192,0.9998070185268136,-981,191,terminated
193,0.9998060187197951,-1680,197,terminated
194,0.9998050189137764,-1774,192,terminated
195,0.9998040191087574,-1477,192,terminated
196,0.9998030193047382,-1686,203,terminated
197,0.9998020195017189,-1978,198,terminated
198,0.9998010196996994,-1179,191,terminated
199,0.9998000198986796,-1476,191,terminated
200,0.9997990200986597,-978,188,terminated
201,0.9997980202996396,-1579,195,terminated
202,0.9997970205016192,-1475,190,terminated
203,0.9997960207045987,-1474,189,terminated
204,0.999795020908578,-1778,196,terminated
205,0.9997940211135571,-1280,193,terminated
206,0.999793021319536,-1279,192,terminated
