episode,epsilon,total_reward,steps,exit_reason
0,1,-1003.9988702321186,88,terminated
1,0.9951117415971691,-903.3493752739456,89,terminated
2,0.986491391319793,-903.6902403682969,87,terminated
3,0.9777501371504792,-1105.2221023319187,89,terminated
4,0.969474070289869,-698.0072774107671,85,terminated
5,0.9602111890357014,-1112.4891429570703,96,terminated
6,0.9522740241044765,-396.6158586488029,83,terminated
7,0.9444024682682759,-397.896735299689,83,terminated
8,0.9368770141971592,-291.693612652195,80,terminated
9,0.9295044770190672,-492.6688878198888,79,terminated
10,0.9215446169769135,-800.3737419602985,86,terminated
11,0.9131048668878616,-807.2407977287481,92,terminated
12,0.9056476504869031,-694.2772938811981,82,terminated
13,0.8982513362653847,-296.02389991506595,82,terminated
14,0.8912718821227142,-587.0197614724774,78,terminated
15,0.883992973053122,-495.35149377379867,82,terminated
16,0.876948890957382,-490.4051416205358,80,terminated
17,0.8688306686024753,-510.31361488748394,93,terminated
