episode,loss,epsilon,reward,steps,exit_reason
47,56973.81640625,0.999952001127981,-1976,196,terminated
48,26143.73046875,0.9999510011759798,-1581,197,terminated
49,20954.673828125,0.9999500012249786,-1381,195,terminated
50,68999.6484375,0.9999490012749773,-2081,202,terminated
51,24539.23828125,0.999948001325976,-1682,199,terminated
52,17201.38671875,0.9999470013779747,-1276,189,terminated
53,16499.982421875,0.9999460014309732,-1183,195,terminated
54,11299.73828125,0.9999450014849718,-1376,190,terminated
55,21980.71484375,0.9999440015399703,-1178,190,terminated
56,20723.984375,0.9999430015959687,-1583,199,terminated
57,18739.568359375,0.9999420016529671,-1481,196,terminated
58,22532.33203125,0.9999410017109654,-1577,193,terminated
59,13567.4755859375,0.9999400017699637,-1382,196,terminated
60,17237.330078125,0.9999390018299619,-1184,196,terminated
61,20080.857421875,0.99993800189096,-1674,191,terminated
62,34960.8203125,0.9999370019529581,-1882,201,terminated
63,29605.6796875,0.9999360020159561,-1777,195,terminated
64,47097.96484375,0.9999350020799541,-1974,194,terminated
65,32200.291015625,0.999934002144952,-1775,193,terminated
66,43239.97265625,0.9999330022109498,-976,186,terminated
67,27593.884765625,0.9999320022779475,-1684,201,terminated
68,20626.763671875,0.9999310023459452,-1279,192,terminated
69,20914.625,0.9999300024149429,-1679,196,terminated
70,25442.66796875,0.9999290024849404,-1373,187,terminated
71,20620.072265625,0.999928002555938,-1784,202,terminated
72,21232.68359375,0.9999270026279353,-1283,196,terminated
73,21392.232421875,0.9999260027009327,-1183,195,terminated
74,13480.5986328125,0.9999250027749299,-1274,187,terminated
75,24555.712890625,0.9999240028499271,-1685,202,terminated
76,17896.681640625,0.9999230029259242,-1376,190,terminated
77,26504.328125,0.9999220030029212,-1076,187,terminated
78,24314.220703125,0.9999210030809181,-1581,197,terminated
79,17386.318359375,0.999920003159915,-1282,195,terminated
80,12922.529296875,0.9999190032399118,-1376,190,terminated
81,21964.970703125,0.9999180033209085,-1470,185,terminated
82,19221.513671875,0.9999170034029051,-1179,191,terminated
83,19508.599609375,0.9999160034859017,-1581,197,terminated
84,41369.93359375,0.9999150035698982,-1878,197,terminated
85,38636.4765625,0.9999140036548946,-872,181,terminated
86,23278.62890625,0.9999130037408909,-1578,194,terminated
87,17973.419921875,0.9999120038278871,-1382,196,terminated
88,26495.234375,0.9999110039158833,-1677,194,terminated
89,25793.83984375,0.9999100040048793,-1575,191,terminated
90,19732.775390625,0.9999090040948753,-1280,193,terminated
91,13863.7666015625,0.9999080041858711,-1478,193,terminated
92,23499.046875,0.9999070042778669,-1477,192,terminated
93,22513.873046875,0.9999060043708626,-1679,196,terminated
94,28636.95703125,0.9999050044648582,-1680,197,terminated
95,18498.0859375,0.9999040045598537,-1182,194,terminated
96,36794.6484375,0.9999030046558491,-977,187,terminated
97,15180.59375,0.9999020047528444,-1183,195,terminated
98,16329.87890625,0.9999010048508397,-1077,188,terminated
99,20265.07421875,0.9999000049498348,-1076,187,terminated
100,15999.85546875,0.9998990050498298,-1277,190,terminated
101,17684.306640625,0.9998980051508247,-1375,189,terminated
102,16670.326171875,0.9998970052528195,-1480,195,terminated
103,33901.1015625,0.9998960053558142,-1681,198,terminated
104,98124.7734375,0.9998950054598088,-2175,197,terminated
105,23605.611328125,0.9998940055648033,-1681,198,terminated
106,17467.146484375,0.9998930056707978,-1372,186,terminated
107,17411.958984375,0.999892005777792,-1378,192,terminated
108,16381.2041015625,0.9998910058857862,-1271,184,terminated
109,26832.53125,0.9998900059947803,-981,191,terminated
110,17501.33984375,0.9998890061047743,-1273,186,terminated
111,23234.1875,0.9998880062157681,-1474,189,terminated
112,15226.525390625,0.9998870063277618,-1474,189,terminated
113,18977.357421875,0.9998860064407555,-976,186,terminated
114,32257.095703125,0.9998850065547491,-776,184,terminated
115,16777.451171875,0.9998840066697425,-1179,191,terminated
116,13163.943359375,0.9998830067857358,-1281,194,terminated
117,22686.228515625,0.999882006902729,-1579,195,terminated
118,91359.890625,0.999881007020722,-2176,198,terminated
119,19924.822265625,0.9998800071397149,-1374,188,terminated
120,28072.748046875,0.9998790072597078,-1573,189,terminated
121,20473.79296875,0.9998780073807005,-1181,193,terminated
122,16360.9453125,0.9998770075026931,-1476,191,terminated
123,18050.5234375,0.9998760076256856,-1484,199,terminated
124,14025.7451171875,0.999875007749678,-1082,193,terminated
125,18443.115234375,0.9998740078746702,-1479,194,terminated
126,13646.3251953125,0.9998730080006623,-1174,186,terminated
127,10999.7197265625,0.9998720081276542,-1180,192,terminated
128,19274.689453125,0.999871008255646,-1482,197,terminated
129,39646.43359375,0.9998700083846377,-1779,197,terminated
130,23259.009765625,0.9998690085146292,-1578,194,terminated
131,23124.58203125,0.9998680086456206,-1577,193,terminated
132,23315.3828125,0.9998670087776119,-973,183,terminated
133,24659.19140625,0.9998660089106031,-1679,196,terminated
134,14307.203125,0.9998650090445941,-1278,191,terminated
135,26628.45703125,0.999864009179585,-1580,196,terminated
136,26995.134765625,0.9998630093155757,-1182,194,terminated
137,13661.1591796875,0.9998620094525663,-1381,195,terminated
138,22708.240234375,0.9998610095905568,-984,194,terminated
139,60142.890625,0.9998600097295471,-1978,198,terminated
140,71253.734375,0.9998590098695374,-2076,197,terminated
141,21995.333984375,0.9998580100105274,-1685,202,terminated
142,24057.005859375,0.9998570101525174,-1779,197,terminated
143,20623.7734375,0.9998560102955072,-1683,200,terminated
144,43706.73828125,0.9998550104394969,-1877,196,terminated
145,19258.37109375,0.9998540105844864,-1581,197,terminated
146,13071.263671875,0.9998530107304758,-1481,196,terminated
147,17590.025390625,0.9998520108774651,-1376,190,terminated
148,21722.10546875,0.9998510110254543,-1574,190,terminated
149,19442.95703125,0.9998500111744432,-1588,204,terminated
150,14112.5703125,0.9998490113244319,-1170,182,terminated
151,22700.947265625,0.9998480114754206,-1574,190,terminated
152,18586.2109375,0.9998470116274091,-1381,195,terminated
153,19924.78515625,0.9998460117803974,-1480,195,terminated
154,34012.1328125,0.9998450119343857,-1084,195,terminated
155,19535.79296875,0.9998440120893737,-1376,190,terminated
156,20361.841796875,0.9998430122453615,-1480,195,terminated
157,18382.267578125,0.9998420124023493,-1578,194,terminated
158,40146.515625,0.9998410125603369,-1882,201,terminated
159,17334.42578125,0.9998400127193243,-1578,194,terminated
160,34271.19921875,0.9998390128793115,-1777,195,terminated
161,18484.0859375,0.9998380130402986,-1284,197,terminated
162,20920.013671875,0.9998370132022856,-1577,193,terminated
163,32185.734375,0.9998360133652724,-1783,201,terminated
164,17551.892578125,0.999835013529259,-1474,189,terminated
165,16293.7666015625,0.9998340136942454,-1579,195,terminated
166,30766.474609375,0.9998330138602317,-1673,190,terminated
167,19629.599609375,0.9998320140272178,-1682,199,terminated
168,24051.1171875,0.9998310141952037,-1580,196,terminated
169,16062.3837890625,0.9998300143641895,-1477,192,terminated
170,55056.984375,0.999829014534175,-2076,197,terminated
171,17112.369140625,0.9998280147051605,-1278,191,terminated
172,20010.8515625,0.9998270148771458,-1278,191,terminated
173,19027.240234375,0.9998260150501308,-1380,194,terminated
174,21376.923828125,0.9998250152241157,-1177,189,terminated
175,23908.828125,0.9998240153991005,-1280,193,terminated
176,57502.55078125,0.999823015575085,-2077,198,terminated
177,29394.029296875,0.9998220157520694,-1675,192,terminated
178,15632.1533203125,0.9998210159300537,-1476,191,terminated
179,23395.107421875,0.9998200161090377,-1472,187,terminated
180,17749.1796875,0.9998190162890216,-1780,198,terminated
181,16065.26171875,0.9998180164700052,-1375,189,terminated
182,16718.12109375,0.9998170166519887,-1476,191,terminated
183,32717.615234375,0.999816016834972,-1777,195,terminated
184,19020.888671875,0.9998150170189551,-1581,197,terminated
185,29111.986328125,0.9998140172039381,-1081,192,terminated
186,16241.6396484375,0.9998130173899209,-1484,199,terminated
187,18253.654296875,0.9998120175769035,-1472,187,terminated
188,42387.6640625,0.9998110177648859,-1878,197,terminated
189,18404.705078125,0.9998100179538681,-1180,192,terminated
190,26107.30859375,0.9998090181438501,-1578,194,terminated
191,22982.45703125,0.999808018334832,-1580,196,terminated
192,24294.46875,0.9998070185268136,-1680,197,terminated
193,19160.0234375,0.9998060187197951,-1276,189,terminated
194,44083.5859375,0.9998050189137764,-1976,196,terminated
195,19818.95703125,0.9998040191087574,-1283,196,terminated
196,48245.2109375,0.9998030193047382,-1980,200,terminated
197,18972.4921875,0.9998020195017189,-1580,196,terminated
198,21997.39453125,0.9998010196996994,-1178,190,terminated
199,27817.103515625,0.9998000198986796,-1078,189,terminated
200,14559.205078125,0.9997990200986597,-1484,199,terminated
201,25962.37109375,0.9997980202996396,-1185,197,terminated
202,16371.9794921875,0.9997970205016192,-1476,191,terminated
203,26451.35546875,0.9997960207045987,-979,189,terminated
204,70930.515625,0.999795020908578,-2078,199,terminated
205,19482.541015625,0.9997940211135571,-1477,192,terminated
206,19611.3671875,0.999793021319536,-1177,189,terminated
207,22219.69140625,0.9997920215265146,-1373,187,terminated
208,50347.81640625,0.9997910217344931,-1976,196,terminated
209,17449.087890625,0.9997900219434713,-1479,194,terminated
210,14542.044921875,0.9997890221534493,-1379,193,terminated
211,21255.873046875,0.9997880223644272,-1182,194,terminated
212,20621.828125,0.9997870225764048,-1182,194,terminated
213,51604.41015625,0.9997860227893822,-1975,195,terminated
214,18148.546875,0.9997850230033594,-1475,190,terminated
215,22782.3359375,0.9997840232183364,-1575,191,terminated
216,18394.28515625,0.9997830234343131,-1485,200,terminated
217,24515.36328125,0.9997820236512897,-1586,202,terminated
218,23485.166015625,0.9997810238692659,-1081,192,terminated
219,33943.32421875,0.9997800240882421,-1773,191,terminated
220,20495.2734375,0.999779024308218,-1276,189,terminated
221,30654.9609375,0.9997780245291936,-1777,195,terminated
222,22722.8203125,0.999777024751169,-1578,194,terminated
223,15775.5205078125,0.9997760249741442,-1576,192,terminated
224,27614.97265625,0.9997750251981192,-1787,205,terminated
225,47792.12890625,0.999774025423094,-1875,194,terminated
226,27833.306640625,0.9997730256490686,-1675,192,terminated
227,18042.220703125,0.9997720258760429,-1279,192,terminated
228,17718.591796875,0.9997710261040169,-1276,189,terminated
229,23357.822265625,0.9997700263329908,-1682,199,terminated
230,58980.30078125,0.9997690265629645,-2071,192,terminated
231,14593.107421875,0.999768026793938,-1282,195,terminated
232,27502.193359375,0.9997670270259111,-1773,191,terminated
233,27042.798828125,0.9997660272588841,-1177,189,terminated
234,16036.0,0.9997650274928568,-1271,184,terminated
235,33434.23828125,0.9997640277278292,-1882,201,terminated
236,16822.7890625,0.9997630279638015,-1277,190,terminated
237,27431.361328125,0.9997620282007734,-1482,197,terminated
238,24220.255859375,0.9997610284387451,-1675,192,terminated
239,20222.259765625,0.9997600286777166,-1575,191,terminated
240,15727.3759765625,0.999759028917688,-1481,196,terminated
241,24874.517578125,0.9997580291586591,-1677,194,terminated
242,28378.943359375,0.9997570294006299,-1779,197,terminated
243,12565.08203125,0.9997560296436006,-1483,198,terminated
244,20297.603515625,0.9997550298875709,-1578,194,terminated
245,37594.02734375,0.999754030132541,-1881,200,terminated
246,26785.61328125,0.9997530303785109,-1776,194,terminated
247,16900.0078125,0.9997520306254806,-1674,191,terminated
248,17667.541015625,0.99975103087345,-1581,197,terminated
249,20933.93359375,0.9997500311224191,-1583,199,terminated
250,38015.59375,0.9997490313723879,-1874,193,terminated
251,37436.1171875,0.9997480316233565,-1079,190,terminated
252,31497.517578125,0.9997470318753248,-1779,197,terminated
253,26006.76171875,0.9997460321282928,-1680,197,terminated
254,22308.373046875,0.9997450323822606,-1379,193,terminated
255,33273.6796875,0.9997440326372282,-1884,203,terminated
256,63565.7890625,0.9997430328931955,-2182,204,terminated
257,48000.9375,0.9997420331501626,-981,191,terminated
258,29568.96875,0.9997410334081295,-1477,192,terminated
259,33486.95703125,0.9997400336670961,-1880,199,terminated
260,20147.861328125,0.9997390339270624,-1481,196,terminated
261,22062.23046875,0.9997380341880284,-1174,186,terminated
262,25427.744140625,0.9997370344499942,-1279,192,terminated
263,34968.63671875,0.9997360347129597,-1085,196,terminated
264,19952.046875,0.999735034976925,-1381,195,terminated
265,13486.80078125,0.99973403524189,-1275,188,terminated
266,45232.74609375,0.9997330355078548,-1973,193,terminated
267,30434.16796875,0.9997320357748192,-1779,197,terminated
268,13631.861328125,0.9997310360427833,-1375,189,terminated
269,15046.490234375,0.9997300363117473,-1274,187,terminated
270,19190.380859375,0.999729036581711,-1370,184,terminated
271,21408.88671875,0.9997280368526743,-1178,190,terminated
272,17208.849609375,0.9997270371246374,-1586,202,terminated
273,18363.767578125,0.9997260373976002,-1375,189,terminated
274,19019.421875,0.9997250376715628,-1277,190,terminated
275,20058.017578125,0.9997240379465251,-1374,188,terminated
276,15974.91015625,0.9997230382224871,-1579,195,terminated
277,58652.32421875,0.9997220384994489,-2076,197,terminated
278,15540.2158203125,0.9997210387774104,-1473,188,terminated
279,37086.07421875,0.9997200390563715,-1878,197,terminated
280,27855.61328125,0.9997190393363324,-1676,193,terminated
281,15115.21875,0.9997180396172931,-1376,190,terminated
282,19210.80859375,0.9997170398992534,-1474,189,terminated
283,21064.201171875,0.9997160401822135,-1083,194,terminated
284,16326.330078125,0.9997150404661733,-1178,190,terminated
285,23015.166015625,0.9997140407511328,-1582,198,terminated
286,35114.13671875,0.999713041037092,-1879,198,terminated
287,21793.509765625,0.999712041324051,-1574,190,terminated
288,12545.64453125,0.9997110416120096,-1275,188,terminated
289,18767.93359375,0.999710041900968,-1671,188,terminated
290,24794.296875,0.999709042190926,-1682,199,terminated
291,17630.087890625,0.9997080424818838,-1573,189,terminated
292,47844.67578125,0.9997070427738414,-1977,197,terminated
293,18189.85546875,0.9997060430667986,-1580,196,terminated
294,30368.880859375,0.9997050433607555,-1180,192,terminated
295,26481.705078125,0.9997040436557121,-1676,193,terminated
296,29659.626953125,0.9997030439516684,-1978,198,terminated
297,32615.830078125,0.9997020442486244,-1177,189,terminated
298,14997.0126953125,0.9997010445465802,-1382,196,terminated
299,17969.01171875,0.9997000448455355,-1276,189,terminated
300,19846.1796875,0.9996990451454907,-1478,193,terminated
301,26432.521484375,0.9996980454464455,-1777,195,terminated
302,46450.0234375,0.9996970457484,-1979,199,terminated
303,30097.142578125,0.9996960460513542,-1079,190,terminated
304,18982.0859375,0.9996950463553081,-1379,193,terminated
305,18508.650390625,0.9996940466602617,-1271,184,terminated
306,28469.138671875,0.9996930469662151,-1777,195,terminated
307,23665.33984375,0.9996920472731681,-1283,196,terminated
308,51343.50390625,0.9996910475811208,-1975,195,terminated
309,18302.15625,0.9996900478900732,-1470,185,terminated
310,34144.55859375,0.9996890482000252,-1077,188,terminated
311,18462.66015625,0.999688048510977,-1477,192,terminated
312,13697.2177734375,0.9996870488229285,-1381,195,terminated
313,24643.345703125,0.9996860491358797,-1678,195,terminated
314,23922.08984375,0.9996850494498305,-1583,199,terminated
315,48865.2421875,0.999684049764781,-1878,197,terminated
316,14980.294921875,0.9996830500807312,-1276,189,terminated
317,25133.955078125,0.9996820503976811,-1681,198,terminated
318,24083.20703125,0.9996810507156306,-1080,191,terminated
319,15614.3505859375,0.9996800510345799,-1374,188,terminated
320,20704.193359375,0.9996790513545288,-1175,187,terminated
321,70678.125,0.9996780516754774,-2073,194,terminated
322,18782.642578125,0.9996770519974257,-1280,193,terminated
323,16443.7578125,0.9996760523203737,-1281,194,terminated
324,13990.453125,0.9996750526443213,-1279,192,terminated
325,12852.0478515625,0.9996740529692687,-1276,189,terminated
326,18962.744140625,0.9996730532952157,-1273,186,terminated
327,17665.0234375,0.9996720536221624,-1477,192,terminated
328,16724.78125,0.9996710539501087,-1574,190,terminated
329,35791.5703125,0.9996700542790548,-1781,199,terminated
330,37459.10546875,0.9996690546090005,-1876,195,terminated
331,24402.580078125,0.9996680549399458,-1677,194,terminated
332,28246.5390625,0.9996670552718908,-1776,194,terminated
333,25652.275390625,0.9996660556048356,-1673,190,terminated
334,31653.294921875,0.99966505593878,-1878,197,terminated
335,24965.06640625,0.999664056273724,-1478,193,terminated
336,18674.095703125,0.9996630566096677,-1579,195,terminated
337,17154.51171875,0.999662056946611,-1581,197,terminated
338,19268.4609375,0.999661057284554,-1476,191,terminated
339,17457.5390625,0.9996600576234967,-1284,197,terminated
340,15937.4970703125,0.9996590579634391,-1375,189,terminated
341,34511.6875,0.9996580583043811,-1783,201,terminated
342,41886.890625,0.9996570586463228,-1871,190,terminated
343,32279.171875,0.9996560589892641,-1778,196,terminated
344,19843.271484375,0.9996550593332051,-1679,196,terminated
345,27046.1015625,0.9996540596781457,-1577,193,terminated
346,19049.955078125,0.9996530600240859,-1279,192,terminated
347,23682.521484375,0.9996520603710258,-1380,194,terminated
348,28081.013671875,0.9996510607189655,-1083,194,terminated
349,45904.1484375,0.9996500610679048,-1981,201,terminated
350,22198.376953125,0.9996490614178437,-1774,192,terminated
351,17061.943359375,0.9996480617687823,-1377,191,terminated
352,55100.1640625,0.9996470621207205,-2073,194,terminated
353,20536.05078125,0.9996460624736584,-1278,191,terminated
354,20159.279296875,0.9996450628275959,-1182,194,terminated
355,46927.19921875,0.9996440631825331,-1885,204,terminated
356,14369.1123046875,0.9996430635384699,-1379,193,terminated
357,19601.029296875,0.9996420638954063,-1274,187,terminated
358,18497.4140625,0.9996410642533424,-1479,194,terminated
359,21414.033203125,0.9996400646122782,-1477,192,terminated
360,46919.30078125,0.9996390649722136,-775,183,terminated
361,16769.4375,0.9996380653331486,-1174,186,terminated
362,22656.04296875,0.9996370656950833,-1574,190,terminated
363,14595.2578125,0.9996360660580176,-1276,189,terminated
364,16585.259765625,0.9996350664219515,-1281,194,terminated
365,23920.044921875,0.999634066786885,-1577,193,terminated
366,18638.56640625,0.9996330671528182,-1475,190,terminated
367,43800.8203125,0.999632067519751,-1880,199,terminated
368,28770.841796875,0.9996310678876834,-1682,199,terminated
369,25259.541015625,0.9996300682566155,-1481,196,terminated
370,15953.4111328125,0.9996290686265472,-1474,189,terminated
371,20720.298828125,0.9996280689974786,-1172,184,terminated
372,19244.556640625,0.9996270693694096,-1077,188,terminated
373,17485.275390625,0.9996260697423401,-1475,190,terminated
374,16556.482421875,0.9996250701162703,-1484,199,terminated
375,14861.3486328125,0.9996240704912002,-1275,188,terminated
376,55166.08203125,0.9996230708671296,-1875,194,terminated
377,19004.126953125,0.9996220712440588,-1178,190,terminated
378,27703.845703125,0.9996210716219875,-1680,197,terminated
379,19186.9140625,0.9996200720009158,-1576,192,terminated
380,17165.0859375,0.9996190723808438,-1577,193,terminated
381,27985.92578125,0.9996180727617714,-1678,195,terminated
382,33606.15234375,0.9996170731436986,-1782,200,terminated
383,51281.4921875,0.9996160735266254,-2084,205,terminated
384,19022.0703125,0.9996150739105518,-1576,192,terminated
385,29182.015625,0.9996140742954779,-1073,184,terminated
386,28432.880859375,0.9996130746814036,-1681,198,terminated
387,32070.775390625,0.9996120750683288,-975,185,terminated
388,16329.7998046875,0.9996110754562537,-1576,192,terminated
389,18165.970703125,0.9996100758451782,-1278,191,terminated
390,35833.87109375,0.9996090762351024,-1780,198,terminated
391,41979.30078125,0.9996080766260261,-1980,200,terminated
392,25736.51171875,0.9996070770179495,-1073,184,terminated
393,34515.65234375,0.9996060774108725,-1079,190,terminated
394,26120.40234375,0.999605077804795,-1781,199,terminated
395,21871.07421875,0.9996040781997172,-1676,193,terminated
396,29259.978515625,0.999603078595639,-1783,201,terminated
397,20875.755859375,0.9996020789925604,-1581,197,terminated
398,22015.7734375,0.9996010793904814,-1578,194,terminated
399,19503.916015625,0.9996000797894019,-1373,187,terminated
400,25256.61328125,0.9995990801893221,-1677,194,terminated
401,26177.43359375,0.9995980805902419,-1674,191,terminated
402,29438.1953125,0.9995970809921613,-1774,192,terminated
403,27593.62109375,0.9995960813950803,-1074,185,terminated
404,30324.576171875,0.9995950817989988,-979,189,terminated
405,21041.310546875,0.999594082203917,-1683,200,terminated
406,20189.703125,0.9995930826098347,-1182,194,terminated
407,23350.41796875,0.9995920830167521,-1676,193,terminated
408,29455.318359375,0.9995910834246691,-1781,199,terminated
409,15592.6904296875,0.9995900838335856,-1372,186,terminated
410,14574.7177734375,0.9995890842435018,-1379,193,terminated
411,24136.595703125,0.9995880846544175,-1383,197,terminated
412,55522.4609375,0.9995870850663329,-580,186,terminated
413,36878.765625,0.9995860854792478,-1882,201,terminated
414,19171.419921875,0.9995850858931623,-1475,190,terminated
415,30275.818359375,0.9995840863080764,-1682,199,terminated
416,22938.173828125,0.99958308672399,-1783,201,terminated
417,23026.470703125,0.9995820871409032,-1583,199,terminated
418,17870.5078125,0.999581087558816,-1282,195,terminated
419,17716.859375,0.9995800879777285,-1382,196,terminated
420,27727.58203125,0.9995790883976404,-1781,199,terminated
421,23978.787109375,0.999578088818552,-1674,191,terminated
422,19084.30078125,0.9995770892404632,-1577,193,terminated
423,19695.951171875,0.9995760896633739,-1379,193,terminated
424,17413.017578125,0.9995750900872842,-1578,194,terminated
425,20271.2265625,0.999574090512194,-1474,189,terminated
426,20014.66015625,0.9995730909381035,-1277,190,terminated
427,22415.91796875,0.9995720913650126,-1578,194,terminated
428,29597.3984375,0.9995710917929211,-1681,198,terminated
429,35657.015625,0.9995700922218294,-1882,201,terminated
430,18436.4765625,0.9995690926517371,-1375,189,terminated
431,16444.060546875,0.9995680930826444,-1578,194,terminated
432,22366.861328125,0.9995670935145513,-1080,191,terminated
433,25105.59765625,0.9995660939474578,-1673,190,terminated
434,19440.58203125,0.9995650943813638,-1571,187,terminated
435,12659.87109375,0.9995640948162694,-1378,192,terminated
436,91125.0,0.9995630952521746,-2281,204,terminated
437,27183.4296875,0.9995620956890793,-1783,201,terminated
438,31114.57421875,0.9995610961269835,-1177,189,terminated
439,55647.55859375,0.9995600965658874,-2181,203,terminated
440,85380.84375,0.9995590970057908,-2378,202,terminated
441,22506.73828125,0.9995580974466938,-1680,197,terminated
442,23955.5390625,0.9995570978885963,-1277,190,terminated
443,46107.79296875,0.9995560983314984,-1076,187,terminated
444,24327.416015625,0.9995550987754,-1579,195,terminated
445,15584.3076171875,0.9995540992203013,-1480,195,terminated
446,28898.978515625,0.999553099666202,-1077,188,terminated
447,17644.892578125,0.9995521001131022,-1378,192,terminated
448,25467.001953125,0.9995511005610022,-1779,197,terminated
449,23072.265625,0.9995501010099016,-1376,190,terminated
450,14268.3349609375,0.9995491014598006,-1279,192,terminated
451,17710.248046875,0.9995481019106991,-1478,193,terminated
452,18272.54296875,0.9995471023625971,-1172,184,terminated
453,19476.744140625,0.9995461028154947,-1577,193,terminated
454,17462.166015625,0.9995451032693918,-1374,188,terminated
455,19858.130859375,0.9995441037242885,-1479,194,terminated
456,20075.91796875,0.9995431041801848,-1485,200,terminated
457,24491.134765625,0.9995421046370806,-1577,193,terminated
458,13926.8125,0.999541105094976,-1274,187,terminated
459,24710.896484375,0.9995401055538709,-1675,192,terminated
460,27698.3828125,0.9995391060137653,-1077,188,terminated
461,19073.119140625,0.9995381064746592,-1179,191,terminated
462,28048.060546875,0.9995371069365527,-1577,193,terminated
463,45529.18359375,0.9995361073994458,-1976,196,terminated
464,21678.6015625,0.9995351078633383,-1575,191,terminated
465,26827.71484375,0.9995341083282304,-1677,194,terminated
466,19478.201171875,0.999533108794122,-1384,198,terminated
467,19230.26171875,0.9995321092610132,-1580,196,terminated
468,62012.953125,0.9995311097289039,-2184,206,terminated
469,35735.57421875,0.9995301101977941,-1878,197,terminated
470,13264.42578125,0.9995291106676839,-1484,199,terminated
471,19755.04296875,0.9995281111385732,-1382,196,terminated
472,15528.162109375,0.999527111610462,-1679,196,terminated
473,40138.0,0.9995261120833504,-1876,195,terminated
474,43174.35546875,0.9995251125572383,-982,192,terminated
475,31293.166015625,0.9995241130321257,-977,187,terminated
476,18785.798828125,0.9995231135080127,-1079,190,terminated
477,19012.994140625,0.9995221139848992,-1474,189,terminated
478,21882.68359375,0.9995211144627852,-1472,187,terminated
479,30736.162109375,0.9995201149416707,-1578,194,terminated
480,48370.39453125,0.9995191154215557,-1978,198,terminated
481,27302.05859375,0.9995181159024402,-1079,190,terminated
482,28136.0234375,0.9995171163843243,-1077,188,terminated
483,18004.431640625,0.9995161168672079,-1078,189,terminated
484,18868.888671875,0.999515117351091,-1577,193,terminated
485,23269.962890625,0.9995141178359737,-1378,192,terminated
486,13492.7109375,0.9995131183218557,-1179,191,terminated
487,24772.306640625,0.9995121188087374,-1583,199,terminated
488,50769.953125,0.9995111192966185,-1879,198,terminated
489,17503.6640625,0.9995101197854992,-1282,195,terminated
490,20522.310546875,0.9995091202753794,-1477,192,terminated
491,21061.265625,0.9995081207662591,-1182,194,terminated
492,27272.857421875,0.9995071212581382,-1682,199,terminated
493,22182.322265625,0.9995061217510169,-1474,189,terminated
494,16048.884765625,0.9995051222448952,-1472,187,terminated
495,16214.1845703125,0.999504122739773,-1076,187,terminated
496,21110.72265625,0.9995031232356502,-1582,198,terminated
497,31417.71875,0.9995021237325269,-1776,194,terminated
498,13424.0654296875,0.9995011242304032,-1378,192,terminated
499,23523.666015625,0.9995001247292788,-1577,193,terminated
500,14518.021484375,0.9994991252291541,-1479,194,terminated
501,17803.904296875,0.9994981257300288,-1375,189,terminated
502,18243.59765625,0.9994971262319031,-1469,184,terminated
