episode,loss,epsilon,reward,steps,exit_reason
864,12951.619140625,0.9991353735725008,-1272,185,terminated
865,15542.486328125,0.9991343744371273,-1285,198,terminated
866,16692.662109375,0.9991333753027528,-1379,193,terminated
867,19690.146484375,0.9991323761693774,-1176,188,terminated
868,35628.71875,0.9991313770370013,-1676,193,terminated
869,17432.787109375,0.9991303779056242,-1278,191,terminated
870,43391.8203125,0.9991293787752462,-1976,196,terminated
871,83966.2890625,0.9991283796458674,-2284,207,terminated
872,15657.8564453125,0.9991273805174877,-1385,199,terminated
873,17442.576171875,0.9991263813901072,-1682,199,terminated
874,27480.537109375,0.9991253822637258,-1783,201,terminated
875,30288.267578125,0.9991243831383435,-1777,195,terminated
876,36773.59375,0.9991233840139604,-1975,195,terminated
877,20186.943359375,0.9991223848905764,-1380,194,terminated
878,19595.21484375,0.9991213857681914,-1274,187,terminated
879,25048.638671875,0.9991203866468056,-1681,198,terminated
880,61907.79296875,0.9991193875264189,-2082,203,terminated
881,20391.2421875,0.9991183884070314,-1380,194,terminated
882,24508.939453125,0.9991173892886429,-1275,188,terminated
883,38957.75,0.9991163901712536,-1876,195,terminated
884,30198.978515625,0.9991153910548635,-1777,195,terminated
885,30656.55859375,0.9991143919394724,-1174,186,terminated
886,21896.775390625,0.9991133928250804,-1280,193,terminated
887,20855.587890625,0.9991123937116875,-1379,193,terminated
888,19763.84375,0.9991113945992938,-1478,193,terminated
889,20669.70703125,0.9991103954878991,-1677,194,terminated
890,18746.361328125,0.9991093963775036,-1373,187,terminated
891,11497.03125,0.9991083972681072,-1380,194,terminated
892,15546.845703125,0.9991073981597098,-1376,190,terminated
893,16907.947265625,0.9991063990523117,-1475,190,terminated
894,25766.095703125,0.9991053999459126,-1683,200,terminated
895,21857.267578125,0.9991044008405127,-1676,193,terminated
896,14635.6923828125,0.9991034017361118,-1477,192,terminated
897,28472.767578125,0.99910240263271,-1782,200,terminated
898,17977.615234375,0.9991014035303073,-1185,197,terminated
899,18873.234375,0.9991004044289037,-1274,187,terminated
900,26639.4921875,0.9990994053284993,-1686,203,terminated
901,16700.009765625,0.999098406229094,-1580,196,terminated
902,19533.267578125,0.9990974071306877,-1578,194,terminated
903,25358.728515625,0.9990964080332806,-1675,192,terminated
904,16137.9306640625,0.9990954089368725,-1381,195,terminated
905,15445.431640625,0.9990944098414636,-1280,193,terminated
906,19077.6171875,0.9990934107470537,-1280,193,terminated
907,29385.888671875,0.9990924116536429,-1679,196,terminated
908,17058.525390625,0.9990914125612312,-1479,194,terminated
909,46013.4296875,0.9990904134698186,-1878,197,terminated
910,32095.681640625,0.9990894143794051,-1975,195,terminated
911,22543.345703125,0.9990884152899907,-1678,195,terminated
912,25718.2265625,0.9990874162015754,-1182,194,terminated
913,19920.2265625,0.9990864171141591,-1579,195,terminated
914,19018.158203125,0.999085418027742,-1483,198,terminated
915,20558.19140625,0.9990844189423239,-1478,193,terminated
916,26995.380859375,0.9990834198579049,-1181,193,terminated
917,20229.234375,0.9990824207744851,-1469,184,terminated
918,12895.677734375,0.9990814216920643,-1287,200,terminated
919,16830.578125,0.9990804226106426,-1278,191,terminated
920,19144.642578125,0.99907942353022,-1476,191,terminated
921,24493.509765625,0.9990784244507964,-1684,201,terminated
922,15566.7412109375,0.999077425372372,-1574,190,terminated
923,13606.5908203125,0.9990764262949465,-1276,189,terminated
924,15436.314453125,0.9990754272185202,-1480,195,terminated
925,43020.28125,0.9990744281430929,-1874,193,terminated
926,50460.8828125,0.9990734290686647,-1974,194,terminated
927,40671.98046875,0.9990724299952356,-1875,194,terminated
928,32250.91796875,0.9990714309228056,-1176,188,terminated
929,25663.419921875,0.9990704318513747,-1279,192,terminated
930,19644.015625,0.9990694327809428,-1481,196,terminated
931,23954.001953125,0.99906843371151,-1179,191,terminated
932,15181.421875,0.9990674346430762,-1283,196,terminated
933,35816.73828125,0.9990664355756416,-1778,196,terminated
934,42620.3671875,0.999065436509206,-1981,201,terminated
935,18049.001953125,0.9990644374437695,-1380,194,terminated
936,22923.548828125,0.999063438379332,-1279,192,terminated
937,18298.232421875,0.9990624393158936,-1278,191,terminated
938,15309.125,0.9990614402534542,-1376,190,terminated
939,17717.90625,0.999060441192014,-1086,197,terminated
940,18993.5078125,0.9990594421315727,-1383,197,terminated
941,23882.712890625,0.9990584430721305,-1577,193,terminated
942,39173.8125,0.9990574440136875,-1879,198,terminated
943,14703.7275390625,0.9990564449562435,-1476,191,terminated
944,14318.5087890625,0.9990554458997984,-1377,191,terminated
945,28690.396484375,0.9990544468443525,-1681,198,terminated
946,20526.94921875,0.9990534477899057,-1371,185,terminated
947,15694.181640625,0.9990524487364578,-1375,189,terminated
948,14909.0634765625,0.999051449684009,-1277,190,terminated
949,25925.302734375,0.9990504506325594,-1081,192,terminated
950,12593.857421875,0.9990494515821087,-1386,200,terminated
951,26482.521484375,0.9990484525326571,-1676,193,terminated
952,15264.3798828125,0.9990474534842045,-1182,194,terminated
953,13169.0517578125,0.999046454436751,-1479,194,terminated
954,23638.015625,0.9990454553902965,-1483,198,terminated
955,12583.1484375,0.9990444563448411,-1484,199,terminated
956,39941.85546875,0.9990434573003847,-1883,202,terminated
957,35211.7734375,0.9990424582569274,-1874,193,terminated
958,17570.697265625,0.9990414592144691,-1274,187,terminated
959,21866.322265625,0.9990404601730098,-1077,188,terminated
960,26455.24609375,0.9990394611325496,-1676,193,terminated
961,30105.697265625,0.9990384620930884,-977,187,terminated
962,28331.71484375,0.9990374630546264,-1678,195,terminated
963,23337.755859375,0.9990364640171633,-1374,188,terminated
964,17154.416015625,0.9990354649806993,-1477,192,terminated
965,14588.8701171875,0.9990344659452343,-1480,195,terminated
966,31337.416015625,0.9990334669107683,-1674,191,terminated
967,29522.638671875,0.9990324678773014,-1880,199,terminated
968,29298.783203125,0.9990314688448335,-1776,194,terminated
969,19846.703125,0.9990304698133646,-1677,194,terminated
970,21415.67578125,0.9990294707828948,-1680,197,terminated
971,41230.69921875,0.999028471753424,-1883,202,terminated
972,70038.9765625,0.9990274727249522,-2176,198,terminated
973,31018.080078125,0.9990264736974794,-1379,193,terminated
974,36880.55078125,0.9990254746710057,-1180,192,terminated
975,38592.99609375,0.999024475645531,-886,195,terminated
976,19340.248046875,0.9990234766210553,-1378,192,terminated
977,22252.802734375,0.9990224775975787,-1679,196,terminated
978,29637.689453125,0.999021478575101,-1683,200,terminated
979,25772.498046875,0.9990204795536224,-1180,192,terminated
980,16169.791015625,0.9990194805331428,-972,182,terminated
981,28238.318359375,0.9990184815136622,-974,184,terminated
982,32238.748046875,0.9990174824951807,-1877,196,terminated
983,20305.478515625,0.9990164834776982,-1678,195,terminated
984,24388.466796875,0.9990154844612147,-1073,184,terminated
985,11912.47265625,0.9990144854457302,-1180,192,terminated
986,32082.904296875,0.9990134864312448,-1673,190,terminated
987,73116.625,0.9990124874177583,-2179,201,terminated
988,17330.783203125,0.9990114884052709,-1481,196,terminated
989,15969.7880859375,0.9990104893937825,-1477,192,terminated
990,33582.7578125,0.999009490383293,-1878,197,terminated
991,37921.15234375,0.9990084913738025,-1880,199,terminated
992,18747.767578125,0.9990074923653112,-1277,190,terminated
993,19013.84765625,0.9990064933578188,-1579,195,terminated
994,23285.291015625,0.9990054943513254,-1276,189,terminated
995,21901.9609375,0.999004495345831,-1571,187,terminated
996,13377.9462890625,0.9990034963413357,-1578,194,terminated
997,30903.794921875,0.9990024973378393,-872,181,terminated
998,34847.5390625,0.9990014983353419,-1878,197,terminated
999,19478.421875,0.9990004993338435,-1575,191,terminated
1000,12446.9208984375,0.9989995003333442,-1375,189,terminated
1001,33610.7421875,0.9989985013338438,-1077,188,terminated
1002,20161.236328125,0.9989975023353425,-1480,195,terminated
1003,19926.14453125,0.9989965033378401,-1583,199,terminated
1004,25330.205078125,0.9989955043413367,-1175,187,terminated
1005,13614.0537109375,0.9989945053458323,-1376,190,terminated
1006,20182.73046875,0.998993506351327,-1476,191,terminated
1007,14846.5419921875,0.9989925073578206,-1272,185,terminated
1008,13994.470703125,0.9989915083653133,-1077,188,terminated
1009,26025.724609375,0.9989905093738048,-1681,198,terminated
1010,18814.501953125,0.9989895103832954,-1677,194,terminated
1011,20101.244140625,0.998988511393785,-1484,199,terminated
1012,31816.484375,0.9989875124052735,-1681,198,terminated
1013,12093.279296875,0.9989865134177611,-1275,188,terminated
1014,17147.361328125,0.9989855144312477,-1480,195,terminated
1015,19993.11328125,0.9989845154457333,-1278,191,terminated
1016,22599.798828125,0.9989835164612179,-1684,201,terminated
1017,39625.3125,0.9989825174777014,-1873,192,terminated
1018,17203.6875,0.9989815184951839,-1174,186,terminated
1019,34563.07421875,0.9989805195136654,-1879,198,terminated
1020,24313.3828125,0.9989795205331459,-1176,188,terminated
1021,22006.953125,0.9989785215536253,-982,192,terminated
1022,14698.6318359375,0.9989775225751037,-1381,195,terminated
1023,48788.41015625,0.9989765235975812,-1873,192,terminated
1024,34860.00390625,0.9989755246210575,-1782,200,terminated
1025,25358.501953125,0.9989745256455329,-1074,185,terminated
1026,12937.40625,0.9989735266710073,-1478,193,terminated
1027,18535.1015625,0.9989725276974806,-1473,188,terminated
1028,18823.630859375,0.9989715287249529,-1574,190,terminated
1029,16715.701171875,0.9989705297534242,-1479,194,terminated
1030,19765.953125,0.9989695307828944,-1578,194,terminated
1031,53087.0,0.9989685318133636,-2079,200,terminated
1032,24027.1640625,0.9989675328448318,-1582,198,terminated
1033,16351.4794921875,0.9989665338772988,-1378,192,terminated
1034,28507.7734375,0.9989655349107649,-1277,190,terminated
1035,18247.15625,0.9989645359452299,-1280,193,terminated
1036,32693.12109375,0.998963536980694,-983,193,terminated
1037,21049.58203125,0.998962538017157,-1577,193,terminated
1038,34653.9609375,0.9989615390546189,-982,192,terminated
1039,17432.0859375,0.9989605400930799,-1582,198,terminated
1040,22669.951171875,0.9989595411325397,-1681,198,terminated
1041,11202.2001953125,0.9989585421729985,-1480,195,terminated
1042,16585.6796875,0.9989575432144563,-1577,193,terminated
1043,17284.53515625,0.998956544256913,-1081,192,terminated
1044,35025.6640625,0.9989555453003688,-778,186,terminated
1045,33158.28125,0.9989545463448235,-1676,193,terminated
1046,28822.41796875,0.9989535473902771,-1672,189,terminated
1047,16737.2734375,0.9989525484367296,-1183,195,terminated
1048,21844.310546875,0.9989515494841812,-1577,193,terminated
1049,35432.015625,0.9989505505326317,-1776,194,terminated
1050,32098.796875,0.9989495515820811,-1776,194,terminated
1051,16365.681640625,0.9989485526325295,-1174,186,terminated
1052,31754.298828125,0.9989475536839768,-1779,197,terminated
1053,21229.052734375,0.9989465547364231,-1477,192,terminated
1054,22620.443359375,0.9989455557898683,-1380,194,terminated
1055,55103.0625,0.9989445568443125,-1982,202,terminated
1056,21466.453125,0.9989435578997556,-1175,187,terminated
1057,25550.294921875,0.9989425589561977,-1673,190,terminated
1058,18047.869140625,0.9989415600136387,-1479,194,terminated
1059,54436.9375,0.9989405610720786,-1975,195,terminated
1060,27324.20703125,0.9989395621315176,-1672,189,terminated
1061,22290.08203125,0.9989385631919554,-1679,196,terminated
1062,23334.01171875,0.9989375642533922,-1781,199,terminated
1063,22126.337890625,0.9989365653158279,-1477,192,terminated
1064,21555.46875,0.9989355663792625,-1672,189,terminated
1065,23497.666015625,0.9989345674436961,-1676,193,terminated
1066,18389.046875,0.9989335685091286,-1475,190,terminated
1067,21527.599609375,0.9989325695755601,-1577,193,terminated
1068,37110.375,0.9989315706429905,-1187,199,terminated
1069,22822.451171875,0.9989305717114199,-1378,192,terminated
1070,21326.962890625,0.9989295727808482,-1372,186,terminated
1071,53031.9375,0.9989285738512753,-1974,194,terminated
1072,30098.513671875,0.9989275749227015,-1774,192,terminated
1073,14099.587890625,0.9989265759951265,-1586,202,terminated
1074,24569.017578125,0.9989255770685505,-1676,193,terminated
1075,22720.15625,0.9989245781429733,-1677,194,terminated
1076,24848.291015625,0.9989235792183951,-1680,197,terminated
1077,23377.97265625,0.9989225802948158,-1173,185,terminated
1078,17257.12890625,0.9989215813722355,-1476,191,terminated
1079,23423.400390625,0.9989205824506541,-1076,187,terminated
1080,16701.21875,0.9989195835300716,-1276,189,terminated
1081,27569.052734375,0.998918584610488,-1773,191,terminated
1082,17973.6796875,0.9989175856919034,-1677,194,terminated
1083,36590.6171875,0.9989165867743176,-1180,192,terminated
1084,22153.095703125,0.9989155878577308,-1680,197,terminated
1085,25986.1015625,0.9989145889421429,-1577,193,terminated
1086,98028.8046875,0.998913590027554,-2378,202,terminated
1087,19916.1171875,0.9989125911139639,-1478,193,terminated
1088,25855.19140625,0.9989115922013728,-1778,196,terminated
1089,66594.2890625,0.9989105932897806,-2075,196,terminated
1090,11150.0859375,0.9989095943791872,-1588,204,terminated
1091,29411.294921875,0.9989085954695929,-1878,197,terminated
1092,22638.2890625,0.9989075965609974,-1477,192,terminated
1093,24461.3828125,0.9989065976534007,-1284,197,terminated
1094,20399.779296875,0.9989055987468031,-1576,192,terminated
1095,24058.2265625,0.9989045998412043,-1777,195,terminated
1096,39974.44140625,0.9989036009366044,-1073,184,terminated
1097,28724.8828125,0.9989026020330034,-1770,188,terminated
1098,18999.9375,0.9989016031304013,-1381,195,terminated
1099,18912.251953125,0.9989006042287981,-1679,196,terminated
1100,19909.88671875,0.9988996053281939,-1379,193,terminated
1101,26518.35546875,0.9988986064285885,-1670,187,terminated
1102,28413.201171875,0.998897607529982,-1076,187,terminated
1103,22753.853515625,0.9988966086323745,-1684,201,terminated
1104,21276.642578125,0.9988956097357659,-1480,195,terminated
1105,33831.75,0.9988946108401561,-1775,193,terminated
1106,29817.1640625,0.9988936119455452,-976,186,terminated
1107,15495.7587890625,0.9988926130519332,-1481,196,terminated
1108,36277.35546875,0.9988916141593202,-1777,195,terminated
1109,20361.24609375,0.998890615267706,-1377,191,terminated
1110,21619.6328125,0.9988896163770906,-1373,187,terminated
1111,37429.1015625,0.9988886174874743,-1877,196,terminated
1112,26002.224609375,0.9988876185988568,-1773,191,terminated
1113,21537.3203125,0.9988866197112382,-1581,197,terminated
1114,37451.51953125,0.9988856208246184,-1983,203,terminated
1115,21478.4140625,0.9988846219389975,-1576,192,terminated
1116,16678.154296875,0.9988836230543755,-1475,190,terminated
1117,16600.279296875,0.9988826241707525,-1277,190,terminated
1118,26036.716796875,0.9988816252881283,-1677,194,terminated
1119,21550.611328125,0.998880626406503,-1487,202,terminated
1120,20314.3203125,0.9988796275258766,-1578,194,terminated
1121,14830.3837890625,0.998878628646249,-1384,198,terminated
1122,15229.1640625,0.9988776297676203,-1479,194,terminated
1123,21129.53125,0.9988766308899905,-1370,184,terminated
1124,16159.892578125,0.9988756320133595,-1386,200,terminated
1125,31062.244140625,0.9988746331377274,-1676,193,terminated
1126,12657.642578125,0.9988736342630943,-1379,193,terminated
1127,61529.1484375,0.99887263538946,-2079,200,terminated
1128,29407.220703125,0.9988716365168246,-1782,200,terminated
1129,22700.369140625,0.9988706376451881,-1080,191,terminated
1130,19295.970703125,0.9988696387745505,-1573,189,terminated
1131,74758.1484375,0.9988686399049117,-2280,203,terminated
1132,40435.125,0.9988676410362718,-1882,201,terminated
1133,35843.98046875,0.9988666421686307,-1876,195,terminated
1134,25864.005859375,0.9988656433019886,-1376,190,terminated
1135,17784.091796875,0.9988646444363453,-1573,189,terminated
1136,26038.439453125,0.9988636455717008,-1178,190,terminated
1137,34657.2265625,0.9988626467080552,-1881,200,terminated
1138,26224.26953125,0.9988616478454085,-1075,186,terminated
1139,15541.77734375,0.9988606489837607,-1480,195,terminated
1140,23000.638671875,0.9988596501231117,-1178,190,terminated
1141,18749.185546875,0.9988586512634616,-1280,193,terminated
1142,27332.671875,0.9988576524048103,-1776,194,terminated
1143,13116.830078125,0.9988566535471578,-1380,194,terminated
1144,25019.13671875,0.9988556546905042,-1681,198,terminated
1145,15979.294921875,0.9988546558348494,-1275,188,terminated
1146,56794.12109375,0.9988536569801936,-1972,192,terminated
1147,21439.943359375,0.9988526581265366,-1180,192,terminated
1148,22125.306640625,0.9988516592738784,-1473,188,terminated
1149,16951.19921875,0.9988506604222191,-1276,189,terminated
1150,22002.6640625,0.9988496615715587,-1578,194,terminated
1151,57137.72265625,0.9988486627218971,-1977,197,terminated
1152,47432.0390625,0.9988476638732343,-1982,202,terminated
1153,21458.908203125,0.9988466650255704,-1278,191,terminated
1154,23598.63671875,0.9988456661789054,-1680,197,terminated
1155,15864.5712890625,0.9988446673332392,-1375,189,terminated
1156,24800.6953125,0.9988436684885719,-1680,197,terminated
1157,33643.39453125,0.9988426696449033,-1982,202,terminated
1158,24440.6328125,0.9988416708022336,-1381,195,terminated
1159,15731.0478515625,0.9988406719605628,-1676,193,terminated
1160,22851.986328125,0.9988396731198909,-1475,190,terminated
1161,30342.16015625,0.9988386742802177,-1772,190,terminated
1162,25016.599609375,0.9988376754415433,-1180,192,terminated
1163,18252.529296875,0.9988366766038679,-1377,191,terminated
1164,52685.203125,0.9988356777671913,-2077,198,terminated
1165,18940.1015625,0.9988346789315135,-1377,191,terminated
1166,14848.36328125,0.9988336800968345,-1480,195,terminated
1167,18717.6953125,0.9988326812631544,-1587,203,terminated
1168,21900.798828125,0.998831682430473,-1370,184,terminated
1169,20667.54296875,0.9988306835987906,-1679,196,terminated
1170,29866.6484375,0.998829684768107,-1080,191,terminated
1171,20831.208984375,0.9988286859384221,-1676,193,terminated
1172,13521.1875,0.9988276871097361,-1477,192,terminated
1173,23056.267578125,0.998826688282049,-1178,190,terminated
1174,23466.2734375,0.9988256894553607,-1677,194,terminated
1175,25420.466796875,0.9988246906296712,-1081,192,terminated
1176,19506.53515625,0.9988236918049805,-1481,196,terminated
1177,17381.388671875,0.9988226929812887,-1372,186,terminated
1178,27037.419921875,0.9988216941585957,-1682,199,terminated
1179,25302.302734375,0.9988206953369014,-1680,197,terminated
1180,14434.6865234375,0.9988196965162061,-1382,196,terminated
1181,14580.6015625,0.9988186976965095,-1479,194,terminated
1182,16797.689453125,0.9988176988778118,-1280,193,terminated
1183,26563.78125,0.9988167000601129,-1677,194,terminated
1184,21857.328125,0.9988157012434128,-1282,195,terminated
1185,24275.47265625,0.9988147024277115,-1275,188,terminated
1186,26915.216796875,0.998813703613009,-1071,182,terminated
1187,29529.3359375,0.9988127047993054,-1578,194,terminated
1188,34394.20703125,0.9988117059866005,-1874,193,terminated
1189,38576.37109375,0.9988107071748945,-1777,195,terminated
1190,57643.890625,0.9988097083641873,-2079,200,terminated
1191,32267.33203125,0.9988087095544789,-984,194,terminated
1192,72216.8125,0.9988077107457692,-2178,200,terminated
1193,20596.0390625,0.9988067119380585,-1478,193,terminated
1194,28980.40234375,0.9988057131313465,-1075,186,terminated
1195,26628.474609375,0.9988047143256333,-980,190,terminated
1196,16955.970703125,0.998803715520919,-1386,200,terminated
1197,16708.318359375,0.9988027167172034,-1378,192,terminated
1198,90660.8984375,0.9988017179144867,-2279,202,terminated
1199,19070.111328125,0.9988007191127688,-1474,189,terminated
1200,19675.51953125,0.9987997203120497,-1679,196,terminated
1201,19764.25,0.9987987215123293,-1583,199,terminated
1202,21359.28125,0.9987977227136078,-1274,187,terminated
1203,15450.060546875,0.998796723915885,-1277,190,terminated
1204,59778.140625,0.998795725119161,-2079,200,terminated
1205,22685.162109375,0.9987947263234359,-1575,191,terminated
1206,13638.4921875,0.9987937275287095,-1376,190,terminated
1207,45075.046875,0.998792728734982,-1974,194,terminated
1208,18411.330078125,0.9987917299422533,-1573,189,terminated
1209,61667.35546875,0.9987907311505233,-2079,200,terminated
1210,32196.826171875,0.9987897323597921,-1074,185,terminated
1211,19249.849609375,0.9987887335700597,-1578,194,terminated
1212,22249.16796875,0.9987877347813261,-1283,196,terminated
1213,18974.91796875,0.9987867359935912,-1377,191,terminated
1214,20239.8515625,0.9987857372068553,-1075,186,terminated
1215,16082.15625,0.998784738421118,-1480,195,terminated
1216,26574.3125,0.9987837396363796,-1676,193,terminated
1217,22636.80859375,0.9987827408526398,-1681,198,terminated
1218,19096.849609375,0.998781742069899,-1073,184,terminated
1219,18694.216796875,0.9987807432881569,-1575,191,terminated
1220,16281.08203125,0.9987797445074136,-1572,188,terminated
1221,19947.072265625,0.998778745727669,-1577,193,terminated
1222,19390.91015625,0.9987777469489233,-1582,198,terminated
1223,17602.888671875,0.9987767481711763,-1479,194,terminated
1224,17601.333984375,0.9987757493944281,-1481,196,terminated
1225,50093.859375,0.9987747506186787,-2083,204,terminated
1226,19666.38671875,0.998773751843928,-1485,200,terminated
1227,25487.013671875,0.9987727530701761,-1281,194,terminated
1228,17727.392578125,0.998771754297423,-1474,189,terminated
1229,15047.0224609375,0.9987707555256687,-1581,197,terminated
1230,14601.44921875,0.9987697567549132,-1377,191,terminated
1231,34219.30859375,0.9987687579851564,-1879,198,terminated
1232,21466.912109375,0.9987677592163984,-1474,189,terminated
1233,17003.4609375,0.9987667604486391,-1178,190,terminated
1234,27328.326171875,0.9987657616818786,-1180,192,terminated
1235,23251.2734375,0.9987647629161168,-1177,189,terminated
1236,46535.8203125,0.9987637641513539,-1874,193,terminated
1237,25516.35546875,0.9987627653875898,-1472,187,terminated
1238,36265.32421875,0.9987617666248244,-883,192,terminated
1239,14734.4970703125,0.9987607678630578,-1385,199,terminated
1240,17421.724609375,0.9987597691022899,-1081,192,terminated
1241,14945.482421875,0.9987587703425208,-1482,197,terminated
1242,39078.13671875,0.9987577715837505,-1774,192,terminated
1243,45654.78515625,0.9987567728259789,-1878,197,terminated
1244,21238.67578125,0.998755774069206,-1578,194,terminated
1245,16841.419921875,0.9987547753134319,-1381,195,terminated
1246,21445.380859375,0.9987537765586566,-1574,190,terminated
1247,12322.9091796875,0.99875277780488,-1375,189,terminated
1248,23023.478515625,0.9987517790521022,-1578,194,terminated
1249,33177.48828125,0.9987507803003232,-1774,192,terminated
1250,25702.275390625,0.9987497815495429,-975,185,terminated
1251,13437.591796875,0.9987487827997613,-1377,191,terminated
1252,15819.841796875,0.9987477840509785,-1472,187,terminated
1253,13227.5927734375,0.9987467853031945,-1474,189,terminated
1254,28879.728515625,0.9987457865564091,-875,184,terminated
1255,15992.8916015625,0.9987447878106225,-1379,193,terminated
1256,16057.8857421875,0.9987437890658346,-1477,192,terminated
1257,30000.12109375,0.9987427903220455,-1783,201,terminated
1258,47084.8984375,0.9987417915792551,-1879,198,terminated
1259,17232.84375,0.9987407928374635,-1382,196,terminated
1260,27891.796875,0.9987397940966707,-979,189,terminated
1261,16252.6318359375,0.9987387953568766,-1273,186,terminated
1262,12316.970703125,0.9987377966180813,-1380,194,terminated
1263,15219.48046875,0.9987367978802846,-1277,190,terminated
1264,47740.46875,0.9987357991434866,-1979,199,terminated
1265,22590.646484375,0.9987348004076875,-1180,192,terminated
1266,12736.5927734375,0.9987338016728871,-1279,192,terminated
1267,25346.91796875,0.9987328029390854,-1673,190,terminated
1268,16384.896484375,0.9987318042062824,-1477,192,terminated
1269,14160.7060546875,0.9987308054744781,-1275,188,terminated
1270,13889.525390625,0.9987298067436726,-1384,198,terminated
1271,34683.859375,0.9987288080138659,-1776,194,terminated
1272,15366.7119140625,0.9987278092850579,-1476,191,terminated
1273,14989.19140625,0.9987268105572485,-1374,188,terminated
1274,17394.748046875,0.998725811830438,-1384,198,terminated
1275,22961.810546875,0.9987248131046261,-1480,195,terminated
1276,17600.53125,0.998723814379813,-1578,194,terminated
1277,20689.845703125,0.9987228156559985,-1374,188,terminated
1278,16180.4267578125,0.9987218169331828,-1574,190,terminated
1279,49282.37890625,0.9987208182113659,-1877,196,terminated
1280,21605.546875,0.9987198194905477,-1377,191,terminated
1281,30961.947265625,0.9987188207707282,-1780,198,terminated
1282,20054.326171875,0.9987178220519074,-1279,192,terminated
1283,35702.16015625,0.9987168233340853,-1879,198,terminated
1284,40915.015625,0.9987158246172619,-1883,202,terminated
1285,61033.92578125,0.9987148259014373,-783,191,terminated
1286,17740.630859375,0.9987138271866114,-1273,186,terminated
1287,20320.40234375,0.9987128284727842,-1275,188,terminated
1288,23350.400390625,0.9987118297599556,-1575,191,terminated
1289,14376.0947265625,0.9987108310481259,-1376,190,terminated
1290,20586.46875,0.9987098323372948,-1280,193,terminated
1291,43154.81640625,0.9987088336274624,-1878,197,terminated
1292,39931.11328125,0.9987078349186288,-1876,195,terminated
1293,21977.64453125,0.9987068362107938,-1783,201,terminated
1294,19789.150390625,0.9987058375039576,-1477,192,terminated
1295,15643.80859375,0.99870483879812,-1476,191,terminated
1296,19805.078125,0.9987038400932812,-1376,190,terminated
1297,14735.93359375,0.9987028413894411,-1480,195,terminated
1298,15316.828125,0.9987018426865997,-1170,182,terminated
1299,19731.2421875,0.998700843984757,-1575,191,terminated
1300,14032.6064453125,0.998699845283913,-1384,198,terminated
1301,17794.619140625,0.9986988465840677,-1177,189,terminated
1302,23498.6484375,0.9986978478852211,-1476,191,terminated
1303,21876.43359375,0.9986968491873732,-1185,197,terminated
1304,35020.33203125,0.998695850490524,-1774,192,terminated
1305,21732.22265625,0.9986948517946734,-1483,198,terminated
1306,17969.8828125,0.9986938530998216,-1278,191,terminated
1307,18621.380859375,0.9986928544059684,-1574,190,terminated
1308,20764.884765625,0.998691855713114,-1180,192,terminated
1309,120006.0078125,0.9986908570212583,-2375,199,terminated
1310,28244.4296875,0.9986898583304012,-1677,194,terminated
1311,31261.05859375,0.9986888596405429,-1077,188,terminated
1312,19379.83984375,0.9986878609516832,-1178,190,terminated
1313,27794.111328125,0.9986868622638222,-1679,196,terminated
1314,27944.982421875,0.9986858635769599,-1078,189,terminated
1315,13548.6630859375,0.9986848648910963,-1277,190,terminated
1316,15082.4951171875,0.9986838662062314,-1278,191,terminated
1317,47761.99609375,0.9986828675223651,-1880,199,terminated
1318,17057.671875,0.9986818688394976,-1475,190,terminated
1319,20624.75,0.9986808701576287,-1687,204,terminated
1320,74171.8671875,0.9986798714767585,-2178,200,terminated
1321,51881.6875,0.998678872796887,-1976,196,terminated
1322,24485.19921875,0.9986778741180142,-1773,191,terminated
1323,19380.7265625,0.99867687544014,-1580,196,terminated
1324,28519.978515625,0.9986758767632646,-1572,188,terminated
1325,29995.525390625,0.9986748780873879,-1380,194,terminated
1326,23246.306640625,0.9986738794125097,-1375,189,terminated
1327,16223.9609375,0.9986728807386303,-1477,192,terminated
1328,19160.626953125,0.9986718820657495,-1475,190,terminated
1329,26288.482421875,0.9986708833938674,-1676,193,terminated
1330,31298.91015625,0.998669884722984,-1874,193,terminated
1331,16945.583984375,0.9986688860530992,-1574,190,terminated
1332,34643.74609375,0.9986678873842132,-1077,188,terminated
1333,19887.8671875,0.9986668887163258,-1479,194,terminated
1334,24574.5703125,0.9986658900494371,-1181,193,terminated
1335,17061.40234375,0.998664891383547,-1483,198,terminated
1336,38372.97265625,0.9986638927186555,-1879,198,terminated
1337,19573.021484375,0.9986628940547628,-1576,192,terminated
1338,24639.697265625,0.9986618953918688,-1773,191,terminated
1339,22179.73828125,0.9986608967299734,-1586,202,terminated
1340,25333.435546875,0.9986598980690766,-1576,192,terminated
1341,14150.3369140625,0.9986588994091785,-1480,195,terminated
1342,82263.25,0.998657900750279,-584,190,terminated
1343,17708.72265625,0.9986569020923782,-1381,195,terminated
1344,13848.8857421875,0.9986559034354761,-1273,186,terminated
1345,34502.01171875,0.9986549047795726,-880,189,terminated
1346,20542.876953125,0.9986539061246679,-1082,193,terminated
1347,16461.5,0.9986529074707617,-1379,193,terminated
1348,17763.4375,0.9986519088178543,-1082,193,terminated
1349,38365.22265625,0.9986509101659454,-1776,194,terminated
1350,47089.57421875,0.9986499115150352,-1772,190,terminated
1351,16647.232421875,0.9986489128651237,-1177,189,terminated
1352,29747.16796875,0.9986479142162108,-1581,197,terminated
1353,18561.423828125,0.9986469155682965,-1382,196,terminated
