power_max_w,velocity,gradient,percent_complete,AWC,ghost_percent_complete,position,action,power_agent_w,reward,episode,ghost_action,step,total_reward
904.321859615083,3.2478095440289776,15.0,0.008119523860072444,9622.8106608,0.012838094456955607,3.2478095440289776,8,369.1893392,-1.004718570596883,0,20,1,0
838.9336935911934,4.61376522325758,15.0,0.019653936918216396,9133.353173107933,0.027406337813432116,7.861574767286558,16,723.4574876920665,-1.0077524008952157,0,20,2,-1.004718570596883
788.5849647596999,4.988621047068816,15.0,0.03212548953588843,8738.152902914539,0.042612459034284386,12.850195814355374,15,629.2002701933951,-1.010486969498396,0,20,3,-2.0124709714920987
759.1789403614117,4.7709198840013824,15.0,0.04405278924589189,8499.001924058719,0.05789587228415883,17.621115698356757,12,473.1509788558199,-1.013843083038267,0,20,4,-3.0229579409904948
746.2059521364978,4.197258388215694,15.0,0.05454593521643113,8391.371400896083,0.0729345067898375,21.81837408657245,9,341.63052316263526,-1.0183885715734065,0,20,5,-4.036801024028762
707.9416768859919,4.539936372668131,15.0,0.06589577614810145,8065.7169367937095,0.0875395659257147,26.35831045924058,15,559.6544641023734,-1.0216437897776132,0,20,6,-5.055189595602168
690.209153452483,4.19581988055459,15.0,0.07638532584948793,7910.349014506414,0.10160538907457915,30.554130339795172,11,389.3679222872956,-1.0252200632250912,0,20,7,-6.076833385379781
647.4889062585759,4.728824978880524,15.0,0.08820738829668924,7523.16077639918,0.11508139600590521,35.2829553186757,18,621.1882381072347,-1.026874007709216,0,20,8,-7.102053448604872
648.8272955897417,3.6260034009932514,15.0,0.09727239679917236,7535.586493941141,0.1279545477913471,38.908958719668945,6,194.24667187757277,-1.0306821509921746,0,20,9,-8.128927456314088
618.6669613721766,4.1035249565415075,15.0,0.10753120919052613,7250.524657469348,0.14023740791912723,43.01248367621045,16,519.0618364717933,-1.032706198728601,0,20,10,-9.159609607306262
620.602680152837,2.7722978235261375,15.0,0.11446195374934147,7269.148492288426,0.15195946752249667,45.78478149973659,4,123.73339227443533,-1.0374975137731552,0,20,11,-10.192315806034863
615.9057390828264,2.6889283446051144,15.0,0.12118427461085426,7223.877286219649,0.16316057112132626,48.473709844341705,9,279.2712060687767,-1.041976296510472,0,20,12,-11.229813319808018
617.8395436059141,1.6048708931859548,15.0,0.12519645184381914,7242.549663326573,0.1738858657147106,50.07858073752766,4,123.18114781656527,-1.0486894138708915,0,20,13,-12.27178961631849
