episode,step,action,reward,total_reward
0,1,5,-1.0074229788328901,-1.0074229788328901
0,2,31,-1.0108652368709299,-2.01828821570382
0,3,36,-1.012849630750034,-3.0311378464538543
0,4,0,-1.0198832227759076,-4.051021069229762
0,5,26,-1.0247721242712384,-5.075793193501
0,6,0,-1.0352993696201596,-6.11109256312116
0,7,41,-1.0374564455901492,-7.148549008711309
0,8,30,-1.0391079659658347,-8.187656974677143
0,9,44,-1.0387595517309727,-9.226416526408116
0,10,7,-1.0417569776814524,-10.268173504089567
0,11,20,-1.0451827942572784,-11.313356298346847
0,12,30,-1.0470876517361027,-12.36044395008295
0,13,5,-1.052781034018052,-13.413224984101001
0,14,17,-1.057243102703482,-14.470468086804484
0,15,48,-1.0564608620909863,-15.52692894889547
0,16,4,-1.059776074270073,-16.586705023165543
0,17,46,-1.0589671652640453,-17.64567218842959
0,18,48,-1.056611508789897,-18.702283697219485
0,19,3,-1.0586166309486527,-19.760900328168137
0,20,40,-1.0583018081003615,-20.819202136268498
0,21,39,-1.0572460436867182,-21.876448179955215
0,22,24,-1.05753370333111,-22.933981883286325
0,23,46,-1.0560267278113675,-23.990008611097693
0,24,25,-1.0559529900181592,-25.045961601115852
0,25,18,-1.0577467104694567,-26.103708311585308
0,26,4,-101.07359070537227,-127.17729901695758
0,27,1,-1.0888184113554709,-128.26611742831304
0,28,45,-1.1055421349252348,-129.37165956323827
0,29,33,-1.1274539763427074,-130.49911353958097
0,30,10,-1.157346785035792,-131.65646032461677
0,31,8,-101.19611569822786,-232.85257602284463
0,32,45,-1.2291370467509335,-234.08171306959557
0,33,25,-1.2672061708072946,-235.34891924040286
0,34,40,-1.297354012506743,-236.6462732529096
0,35,36,-1.3212456812525541,-237.96751893416214
0,36,22,-1.334154630907588,-239.30167356506973
0,37,24,-1.3367441063100425,-240.63841767137978
0,38,23,-1.329761386275713,-241.9681790576555
0,39,26,-1.313860806084718,-243.2820398637402
0,40,42,-1.2896050785068136,-244.57164494224702
0,41,36,-1.2587131164599588,-245.830358058707
0,42,24,-1.2234529031152506,-247.05381096182225
0,43,27,-1.1848246691390178,-248.23863563096126
0,44,46,-1.1428198304505854,-249.38145546141183
0,45,0,-1.1087596967901145,-250.49021515820195
0,46,14,-1.0815675756944614,-251.5717827338964
0,47,22,-1.0604341707303497,-252.63221690462677
0,48,44,-1.044068059782505,-253.6762849644093
0,49,20,-1.0330685042216277,-254.70935346863092
0,50,11,-1.027763238976008,-255.73711670760693
0,51,36,-1.0250879093166123,-256.76220461692355
0,52,32,-1.0243481793526108,-257.78655279627617
0,53,3,-101.03329905035984,-358.819851846636
0,54,2,-1.0295624000750134,-359.84941424671104
0,55,18,-1.030551121297373,-360.8799653680084
0,56,37,-1.0292687667902718,-361.9092341347987
0,57,15,-101.0351074153327,-462.9443415501314
0,58,4,-1.0348889733851396,-463.97923052351655
0,59,28,-1.0351822256666787,-465.01441274918324
0,60,4,-101.04382231921741,-566.0582350684007
0,61,37,-1.0375249184470494,-567.0957599868477
0,62,34,-1.0385311295958832,-568.1342911164436
0,63,48,-1.0424517793361554,-569.1767428957797
0,64,19,-1.052879604725464,-570.2296225005052
0,65,38,-1.0616723148376999,-571.2912948153429
0,66,9,-101.08107068925295,-672.3723655045958
0,67,40,-1.0883109766787196,-673.4606764812745
0,68,15,-1.102075350319325,-674.5627518315938
0,69,43,-1.115275897673628,-675.6780277292675
0,70,18,-1.127594041777039,-676.8056217710445
0,71,30,-1.1384139992780833,-677.9440357703226
0,72,5,-1.149729693270643,-679.0937654635932
0,73,3,-1.1616156672842624,-680.2553811308775
0,74,43,-1.1715262568161973,-681.4269073876936
0,75,45,-1.1798527241625716,-682.6067601118561
0,76,13,-1.1674404290507845,-683.7742005409069
0,77,6,-1.1527728808353939,-684.9269734217423
0,78,13,-1.1378538739501307,-686.0648272956925
0,79,33,-1.1218277338357843,-687.1866550295282
0,80,50,-1.1041635563356889,-688.2908185858639
0,81,15,-1.0863899153335268,-689.3772085011974
0,82,17,-1.0684385508415906,-690.445647052039
0,83,19,-1.0502472910724663,-691.4958943431114
0,84,46,-1.030879012128242,-692.5267733552397
0,85,31,-1.0109893108483938,-693.537762666088
0,86,40,-1.0,-694.537762666088
1,1,40,-1.0,-1.0
1,2,39,-1.0001195458933703,-2.0001195458933703
1,3,4,-1.0048941888186267,-3.005013734711997
1,4,12,-1.0118021737366658,-4.016815908448663
1,5,20,-1.0179180950487194,-5.034734003497382
1,6,42,-1.0200547895793541,-6.054788793076736
1,7,45,-1.0202273390414227,-7.075016132118159
1,8,28,-1.0211126844232623,-8.096128816541421
1,9,43,-1.020805018079519,-9.11693383462094
1,10,33,-1.0208205277111257,-10.137754362332066
1,11,21,-1.0223876005932206,-11.160141962925287
1,12,31,-1.0236720251961688,-12.183813988121456
1,13,23,-1.0257761001291767,-13.209590088250632
1,14,26,-1.0278384050037443,-14.237428493254377
1,15,15,-1.031584666802837,-15.269013160057215
1,16,33,-1.0329762196172863,-16.301989379674502
1,17,34,-1.0334061410993642,-17.335395520773865
1,18,18,-1.0355049834169976,-18.370900504190864
1,19,34,-1.0360736411169646,-19.406974145307828
1,20,6,-1.0406598538867957,-20.447633999194622
1,21,16,-1.0445215854848957,-21.492155584679516
1,22,26,-1.0462999602630196,-22.538455544942536
1,23,1,-101.0567009271699,-123.59515647211244
1,24,19,-1.0562578815257067,-124.65141435363815
1,25,6,-1.0598739416114458,-125.71128829524959
1,26,6,-101.07536189325694,-226.78665018850654
1,27,10,-1.0892209967370474,-227.8758711852436
1,28,16,-1.1095122563859783,-228.98538344162958
1,29,17,-1.1347787203186384,-230.12016216194823
1,30,6,-101.17033620670287,-331.29049836865113
1,31,48,-1.1982690353354102,-332.4887674039865
1,32,43,-1.2298579683215747,-333.7186253723081
1,33,28,-1.2663373503288216,-334.9849627226369
1,34,1,-1.3009364341416263,-336.28589915677856
1,35,45,-1.3244457193754426,-337.610344876154
1,36,43,-1.3414261206666152,-338.9517709968206
1,37,29,-1.3475074546554628,-340.299278451476
1,38,16,-1.3441110026471772,-341.6433894541232
1,39,29,-1.3314498859915964,-342.97483934011484
1,40,41,-1.3101710891545344,-344.2850104292694
1,41,46,-1.2817538174590997,-345.5667642467285
1,42,13,-1.2489978257780416,-346.8157620725065
1,43,39,-1.2124148956904328,-348.02817696819693
1,44,25,-1.172614217079618,-349.20079118527656
1,45,47,-1.1395496576407576,-350.3403408429173
1,46,32,-1.1128262358815093,-351.45316707879886
1,47,20,-1.0921898050762033,-352.54535688387506
1,48,42,-1.0763577613439017,-353.62171464521896
1,49,49,-1.064504020713935,-354.68621866593287
1,50,44,-1.0563491259313267,-355.7425677918642
1,51,27,-1.0525304667752242,-356.7950982586394
1,52,11,-1.055801214837432,-357.8508994734769
1,53,39,-1.0536007157310388,-358.9045001892079
1,54,35,-1.052874075147059,-359.95737426435494
1,55,33,-1.0527251077909294,-361.0100993721459
1,56,28,-1.0533959834980906,-362.06349535564397
1,57,3,-101.06218234358315,-463.12567769922714
1,58,27,-1.0566479286299635,-464.1823256278571
1,59,27,-1.0550228587264279,-465.2373484865835
1,60,23,-1.0565085433993944,-466.2938570299829
1,61,17,-1.0590723048160027,-467.35292933479894
1,62,47,-1.0604558809044657,-468.4133852157034
1,63,29,-1.0671331361637653,-469.48051835186715
1,64,16,-101.08171348186433,-570.5622318337315
1,65,40,-1.0879349300918575,-571.6501667638233
1,66,39,-1.0976784090567446,-572.74784517288
1,67,4,-101.1191084485034,-673.8669536213835
1,68,30,-1.1274345607133436,-674.9943881820968
1,69,19,-1.141653214691864,-676.1360413967886
1,70,27,-1.1581537239594952,-677.2941951207481
1,71,27,-1.175040720695622,-678.4692358414437
1,72,38,-1.1910017460750533,-679.6602375875187
1,73,7,-101.21673690378132,-780.8769744913001
1,74,4,-1.2314524667416251,-782.1084269580417
1,75,15,-1.2526338526535694,-783.3610608106953
1,76,27,-1.2501185460742588,-784.6111793567696
1,77,14,-101.25242613968652,-885.8636054964561
1,78,32,-1.2439417519165925,-887.1075472483727
1,79,0,-1.235650533105948,-888.3431977814787
1,80,23,-1.225786790166087,-889.5689845716448
1,81,33,-1.2140176493352866,-890.78300222098
1,82,33,-1.2006877950936914,-891.9836900160738
1,83,7,-1.1873040280117273,-893.1709940440854
1,84,19,-1.173266887263893,-894.3442609313494
1,85,2,-1.1594600893083797,-895.5037210206577
1,86,2,-1.1458744348880456,-896.6495954555458
1,87,42,-1.1305589456242084,-897.78015440117
1,88,11,-1.1151190774982385,-898.8952734786682
1,89,49,-1.0979625407389886,-899.9932360194072
1,90,39,-1.0797444576386113,-901.0729804770458
1,91,32,-1.0608442398530669,-902.1338247168989
1,92,42,-1.0409919670313181,-903.1748166839302
1,93,18,-1.0210858098018452,-904.1959024937321
1,94,20,-1.0010621177087033,-905.1969646114408
1,95,12,-1.0,-906.1969646114408
2,1,17,-1.0039969096429275,-1.0039969096429275
2,2,19,-1.0090228802333536,-2.013019789876281
2,3,26,-1.0131525500276268,-3.026172339903908
2,4,34,-1.0156330268061935,-4.0418053667101015
2,5,34,-1.017266845213048,-5.05907221192315
2,6,32,-1.0186189126316618,-6.0776911245548115
2,7,42,-1.0186308494467489,-7.09632197400156
2,8,8,-1.021844192331758,-8.118166166333317
2,9,4,-1.0289302359069343,-9.147096402240251
2,10,39,-1.0308395758803373,-10.177935978120589
2,11,5,-1.036435100958766,-11.214371079079354
2,12,29,-1.0391613270764481,-12.253532406155802
2,13,10,-1.0442957477874095,-13.297828153943211
2,14,26,-1.0469668108513632,-14.344794964794573
2,15,37,-1.0472771036885387,-15.392072068483111
2,16,31,-1.047331101583314,-16.439403170066427
2,17,7,-1.050942107653289,-17.490345277719715
2,18,20,-1.0539275991872379,-18.544272876906952
2,19,10,-1.0590401098618072,-19.60331298676876
2,20,5,-101.06894728400513,-120.67226027077389
2,21,50,-1.0657681803691377,-121.73802845114302
2,22,9,-1.0661029724337074,-122.80413142357673
2,23,50,-1.0637291632904986,-123.86786058686724
2,24,37,-1.0615454696073696,-124.9294060564746
2,25,12,-1.0624803562828324,-125.99188641275744
2,26,40,-1.0681395511363223,-127.06002596389376
2,27,19,-1.081488688195171,-128.14151465208894
2,28,7,-1.104217466605681,-129.24573211869463
2,29,22,-1.1286139317254318,-130.37434605042006
2,30,22,-1.1574781630552644,-131.53182421347532
2,31,49,-1.186922962286349,-132.71874717576168
2,32,27,-1.2213269190341196,-133.9400740947958
2,33,37,-1.2586639320990762,-135.19873802689486
2,34,43,-1.288065707082645,-136.4868037339775
2,35,33,-1.3052233152810615,-137.79202704925856
2,36,0,-1.3126315803363093,-139.10465862959487
2,37,11,-1.3104295059449695,-140.41508813553983
2,38,22,-1.298911445717878,-141.71399958125772
2,39,40,-1.2783681719035247,-142.99236775316126
2,40,19,-1.250346563862644,-144.2427143170239
2,41,38,-1.2159305304676937,-145.4586448474916
2,42,31,-1.177299621680542,-146.63594446917213
2,43,24,-1.13565402534458,-147.77159849451672
2,44,44,-1.101018579855519,-148.87261707437224
2,45,42,-1.0726377832830178,-149.94525485765527
2,46,5,-1.0509038269320161,-150.9961586845873
