episode,epsilon,total_reward,steps,exit_reason
0,1,-36172.41070978424,80,terminated
1,1,-37697.443529785305,91,terminated
2,1,-34348.44481850342,78,terminated
3,1,-41968.651116289366,86,terminated
4,1,-41109.11006691982,92,terminated
5,1,-39844.54013922941,87,terminated
6,1,-43038.27295376078,87,terminated
7,1,-39508.03887869067,86,terminated
8,1,-31108.66950053512,78,terminated
9,1,-38643.57219425431,91,terminated
10,1,-36744.870739758364,83,terminated
11,0.9975024987503127,-36567.62843564158,90,terminated
12,0.9555087299739674,-34636.166634107256,86,terminated
13,0.9171157093295601,-33489.14227764405,82,terminated
14,0.8776278503249659,-37679.12533980991,88,terminated
15,0.8432071351729019,-32544.133068869618,80,terminated
16,0.8069015260478374,-37387.230974610684,88,terminated
17,0.7729318506308996,-33307.428589493815,86,terminated
18,0.7385431309527595,-35106.283204651874,91,terminated
19,0.7124220486268393,-26899.7157449399,72,terminated
20,0.6861945050497837,-29993.15452129833,75,terminated
21,0.6556648400352342,-35157.22824167938,91,terminated
22,0.6305799746313298,-28896.53283344095,78,terminated
23,0.6082773754464013,-23191.33820359955,72,terminated
24,0.5870571118687166,-23737.411319964503,71,terminated
25,0.5654448301974317,-22915.057571034467,75,terminated
26,0.5435397566366702,-26854.079761843008,79,terminated
27,0.5243156299262894,-24858.301410557393,72,terminated
28,0.5067842382020455,-21537.64343187015,68,terminated
29,0.4869080732646528,-27178.61486731784,80,terminated
30,0.4701569575006927,-25587.617639982913,70,terminated
31,0.45330149820159943,-24546.388268557803,73,terminated
32,0.43530517405283037,-27433.18046864125,81,terminated
33,0.42074999947795994,-21970.032459033617,68,terminated
34,0.40627492227974177,-23348.28749780408,70,terminated
35,0.3919056319200366,-23956.42167353736,72,terminated
36,0.3789910909654182,-22492.933130636164,67,terminated
37,0.3644913955026638,-25326.461239583914,78,terminated
38,0.3524802411036743,-20302.445820001885,67,terminated
39,0.34086489256396296,-19827.867239118736,67,terminated
40,0.3299621865136067,-19816.268002043154,65,terminated
41,0.31940820807296777,-19597.4979495341,65,terminated
42,0.30826538633114275,-23860.127255302632,71,terminated
43,0.2982561864177846,-19240.417550278482,66,terminated
44,0.28842769348291764,-21562.991529042985,67,terminated
45,0.2785049052845831,-21935.461404428548,70,terminated
46,0.2693272800799172,-21866.38818755344,67,terminated
47,0.25941209990209824,-21527.997635867552,75,terminated
48,0.2508636435507674,-21139.35231666433,67,terminated
49,0.24138662725888269,-22562.5240126992,77,terminated
50,0.23378266643365464,-19260.646747315845,64,terminated
51,0.22585275942434457,-21196.528596859996,69,terminated
52,0.21819183482564497,-21385.377963939507,69,terminated
53,0.20984410520125618,-23458.79709304675,78,terminated
54,0.20191670697168435,-22734.04358960564,77,terminated
55,0.19428878650266218,-23628.311475873565,77,terminated
56,0.18807437846496305,-18982.02604011116,65,terminated
57,0.18224093624161827,-17703.526317414246,63,terminated
58,0.17544404039784753,-21330.771841902104,76,terminated
59,0.16974747324559833,-18582.963469007114,66,terminated
60,0.16456475309591737,-16952.11391851567,62,terminated
61,0.15938077107518742,-19132.945659592144,64,terminated
62,0.1542829105004559,-17558.78386082518,65,terminated
63,0.14875175909027535,-21310.55156580875,73,terminated
64,0.1433471939166571,-20557.04300358911,74,terminated
65,0.13806992213324684,-21940.183258712805,75,terminated
66,0.13312001781763866,-20590.068318943668,73,terminated
67,0.12828339728549426,-20616.796885085947,74,terminated
68,0.12356069337844508,-20091.42070685681,75,terminated
69,0.1198480693861376,-16046.148235537497,61,terminated
70,0.11618887498264152,-16839.243396992762,62,terminated
71,0.11264140289349857,-16432.485314431236,62,terminated
72,0.10860312896906907,-19756.081456528012,73,terminated
73,0.10460494656703503,-20568.340213534873,75,terminated
74,0.10141115431809308,-16696.00208831831,62,terminated
75,0.09831487475152571,-16158.924392955381,62,terminated
76,0.09521784131335595,-18212.425396579354,64,terminated
77,0.0923568340424356,-16076.368001229483,61,terminated
78,0.08900125336316138,-20151.53493049471,74,terminated
79,0.08585342222266988,-20728.67766931499,72,terminated
80,0.08277551634278094,-19811.86105436766,73,terminated
81,0.08032852745491022,-15825.430455661994,60,terminated
82,0.07744869295821372,-21912.718854717525,73,terminated
83,0.07512159468943949,-15833.676978879736,61,terminated
84,0.07282798645463638,-16503.497889057326,62,terminated
85,0.07014685215783893,-18930.72978145982,75,terminated
86,0.06797112991139537,-17199.66244257741,63,terminated
87,0.0658299598931473,-16588.180273394217,64,terminated
88,0.06385196930544977,-17037.50509467287,61,terminated
89,0.061532049650814026,-20782.522660673454,74,terminated
90,0.059683198227410465,-15385.207708409962,61,terminated
91,0.0575722995282902,-18271.046134565284,72,terminated
92,0.05584242658345019,-16345.267366230288,61,terminated
93,0.054110380082780164,-17494.308367455622,63,terminated
94,0.05248452731491889,-15580.689280922881,61,terminated
95,0.05062823402428682,-20919.8737688516,72,terminated
96,0.04908245567717235,-16117.019818918812,62,terminated
97,0.047607676784581325,-15303.479901251907,61,terminated
98,0.04617721052370415,-15563.66534575168,61,terminated
99,0.04474494690638511,-16035.59366251369,63,terminated
100,0.04316239012286615,-19238.101803149868,72,terminated
