episode,epsilon,total_reward,steps,exit_reason
0,0.9895523341234285,-33181.119609419606,85,terminated
1,0.9488418632718294,-36297.07523353407,84,terminated
2,0.9120841643726423,-31632.691716813228,79,terminated
3,0.8749982556851831,-36148.38142421926,83,terminated
4,0.8427855316053156,-29215.199115159245,75,terminated
5,0.8109471507999602,-28484.938058497326,77,terminated
6,0.7795314298604644,-28543.047595270466,79,terminated
7,0.751960657346801,-23543.051492144983,72,terminated
8,0.7188644048942786,-39778.95792133816,90,terminated
9,0.6903250841534151,-33084.95780459416,81,terminated
10,0.6662425178253933,-23641.211648306933,71,terminated
11,0.6423572525679613,-24421.65657239853,73,terminated
12,0.6150070544966564,-33425.21674647453,87,terminated
13,0.5929586168199508,-25231.402963842364,73,terminated
14,0.5725590404338146,-22074.00595847338,70,terminated
15,0.552308548343627,-24486.76422226111,72,terminated
16,0.5317095339062843,-26216.13561749291,76,terminated
17,0.5121348520196947,-26311.214446302743,75,terminated
18,0.49131113081110217,-26573.42295667943,83,terminated
19,0.4744085365017538,-20310.337836741688,70,terminated
20,0.4562582963821671,-26327.697324057463,78,terminated
