,power_max_w,velocity,gradient,percent_complete,AWC,position,action,power_agent_w,reward
0,854.6898819846708,4.593096305170557,15.0,0.0038275802543087977,9253.6213216,4.593096305170557,0.8,738.3786784,0
1,796.805716516201,5.130674084063681,15.0,0.008103141991028533,8803.869416012263,9.72377038923424,0.8,683.7519055877367,0
2,747.2909399150761,5.329894048269708,15.0,0.012544720364586622,8400.424842799302,15.053664437503947,0.8,637.4445732129608,0
3,704.5918488539239,5.354754463454717,15.0,0.01700701575079889,8036.5920908672415,20.408418900958665,0.8,597.8327519320609,0
4,667.5020742277529,5.279856752160359,15.0,0.021406896377599186,7706.918611784103,25.688275653119025,0.8,563.6734790831391,0
5,635.0728401689751,5.147023000562784,15.0,0.02569608221140151,7406.916952401901,30.83529865368181,0.8,534.0016593822023,0
6,606.5492856332075,4.982264453734554,15.0,0.0298479692561803,7132.8586802667205,35.81756310741636,0.8,508.05827213518006,0
7,581.3245089624204,4.802637517209472,15.0,0.033850167187188196,6881.619251760155,40.62020062462584,0.8,485.23942850656607,0
8,558.9058922863213,4.619541451943871,15.0,0.03769978506380809,6650.559644590218,45.23974207656971,0.8,465.0596071699363,0
9,538.8900797552383,4.440515425846899,15.0,0.04140021458534717,6437.434930761161,49.68025750241661,0.8,447.1247138290571,0
10,520.9441489810636,4.270331073943999,15.0,0.04495882381363384,6240.322866956971,53.95058857636061,0.8,431.11206380419065,0
11,504.7912775306294,4.111731803688811,15.0,0.04838526698337452,6057.56754777212,58.06232038004942,0.8,416.75531918485086,0
12,490.199714328983,3.965983084459696,15.0,0.05169025288709093,5887.734525747616,62.028303464509115,0.8,403.8330220245035,0
13,476.9742099893886,3.8333085387566883,15.0,0.05488467666938817,5729.57475428443,65.8616120032658,0.8,392.1597714631864,0
14,464.9492968366418,3.713242045464733,15.0,0.05797904504060879,5581.99538629292,69.57485404873054,0.8,381.57936799151094,0
15,453.98397456688053,3.6049061168423293,15.0,0.06098313347131073,5444.035948823606,73.17976016557287,0.8,371.95943746931346,0
16,443.9574742431339,3.507221196039077,15.0,0.0639058178013433,5314.848769170102,76.68698136161196,0.8,363.1871796535045,0
17,434.7658568621623,3.4190520383023215,15.0,0.0667550278332619,5193.682789775595,80.10603339991428,0.8,355.16597939450713,0
18,426.3192631747785,3.339300767293247,15.0,0.06953777847267295,5079.870104285865,83.44533416720753,0.8,347.81268548972986,0
19,418.5396756439717,3.2669585102581298,15.0,0.07226024389788806,4972.814693746042,86.71229267746567,0.8,341.0554105398228,0
20,411.359086068436,3.2011277278568526,15.0,0.07492785033776878,4871.982953230865,89.91342040532253,0.8,334.8317405151774,0
21,404.7179867299432,3.141025820385532,15.0,0.07754537185475673,4776.895684376116,93.05444622570806,0.8,329.0872688547488,0
22,398.564121216265,3.085978172730824,15.0,0.0801170203320324,4687.121294992162,96.14042439843888,0.8,323.7743893839546,0
23,392.85144493811435,3.0354062833311173,15.0,0.08264652556814166,4602.26999801915,99.17583068177,0.8,318.85129697301204,0
24,387.53925595131204,2.9888144869417577,-15.0,0.0851372043072598,4521.988842068658,102.16464516871176,0.8,314.2811559504915,0
25,382.59146484626336,5.106381490793793,-15.0,0.08939252221625463,4445.957437307608,107.27102665950555,0.8,310.03140476104966,0
26,377.9759787821599,6.96406648037948,-15.0,0.09519591094990419,4373.884265430598,114.23509313988504,0.8,306.0731718770107,0
27,373.6641796685344,8.657030404492648,-15.0,0.10241010295364807,4305.50348240487,122.89212354437768,0.8,302.38078302572796,0
28,369.63048036179345,10.216530570980959,-15.0,0.11092387842946552,4240.5721386700425,133.10865411535863,0.8,298.9313437348275,0
29,365.85194579528957,11.655463510241127,-15.0,0.1206367646879998,4178.867754380608,144.76411762559977,0.8,295.70438428943476,0
30,362.30796838339484,12.980261705903237,-15.0,0.13145364944291918,4120.186197744376,157.744379331503,0.8,292.6815566362317,0
31,358.97998897289517,14.195173994350494,-15.0,0.14328296110487793,4064.33982303766,171.9395533258535,0.8,289.8463747067159,0
32,355.85125616549107,15.304037232008215,-15.0,0.15603632546488477,4011.155831859344,187.24359055786172,0.8,287.18399117831615,0
33,352.90661808498646,16.311018180577253,-15.0,0.16962884061536582,3960.474826926951,203.554608738439,0.8,284.68100493239285,0
34,350.1323416748877,17.220871258572352,-15.0,0.18397956666417611,3912.149532458962,220.77547999701133,0.8,282.3252944679892,0
35,347.5159554354762,18.0389533627759,-15.0,0.19901202779982272,3866.043659119052,238.81443335978724,0.8,280.10587333991015,0
36,345.046112182043,18.771118254273066,-15.0,0.21465462634505025,3822.030894770671,257.5855516140603,0.8,278.012764348381,0
37,342.7124689577341,19.42355882710836,-15.0,0.23084092536764056,3779.9940050250366,277.0091104411687,0.8,276.03688974563437,0
38,340.5055816888431,20.002637023415968,-15.0,0.24750978955382053,3739.8240298588494,297.01174746458463,0.8,274.16997516618727,0
39,338.4168125460144,20.51472425425266,0.0,0.2646053930990311,3701.419564507775,317.5264717188373,0.8,272.4044653510745,0
40,336.4382482864572,19.490228066625093,0.0,0.28084724982121867,3664.6861144709633,337.0166997854624,0.8,270.7334500368115,0
41,334.562628111735,18.590542765912488,0.0,0.29633936879281236,3629.5355158417974,355.60724255137484,0.8,269.1505986291658,0
42,332.78327979243494,17.79603253359709,0.0,0.3111693959041433,3595.885413352409,373.40327508497194,0.8,267.650102489388,0
43,331.0940629926778,17.09104421127627,0.0,0.32541193274687347,3563.658789518461,390.4943192962482,0.8,266.22662383394794,0
44,329.48931888014016,16.462921342078996,0.0,0.33913103386527266,3532.783539124319,406.95724063832716,0.8,264.87525039414226,0
