episode,step,action,reward,total_reward
0,1,3,-1.0044510268334699,-1.0044510268334699
0,2,8,-1.006010768374216,-2.0104617952076858
0,3,4,-1.009335124841306,-3.019796920048992
0,4,6,-1.0121214967171674,-4.0319184167661595
0,5,8,-1.013288730545641,-5.0452071473118005
0,6,0,-1.0190336294737767,-6.064240776785577
0,7,2,-1.0266437826503299,-7.0908845594359065
0,8,7,-1.0296226403235413,-8.120507199759448
0,9,8,-1.030434381492542,-9.15094158125199
0,10,6,-1.0312804835556917,-10.182222064807682
0,11,4,-1.033397610025707,-11.21561967483339
0,12,5,-1.035517566705684,-12.251137241539073
0,13,10,-1.0344730026233537,-13.285610244162427
0,14,5,-1.0346164783102094,-14.320226722472636
0,15,10,-1.0327925842284698,-15.353019306701107
0,16,0,-1.0357164674320365,-16.388735774133142
0,17,2,-1.0411524380942694,-17.42988821222741
0,18,4,-1.044546763166456,-18.474434975393866
0,19,2,-1.0500845140565687,-19.524519489450434
0,20,0,-101.06188961663814,-120.58640910608858
0,21,3,-1.0614467938900358,-121.64785589997862
0,22,8,-1.059879310296499,-122.70773521027512
0,23,1,-1.0624827404649957,-123.77021795074012
0,24,4,-1.0648609551678658,-124.83507890590798
0,25,7,-1.0647654129704744,-125.89984431887845
0,26,5,-1.0717837016690874,-126.97162802054754
0,27,6,-1.0841767893866863,-128.05580480993422
0,28,3,-1.1040048409264287,-129.15980965086064
0,29,10,-1.1246927951075403,-130.28450244596817
0,30,2,-1.153376484771486,-131.43787893073966
0,31,4,-1.1866887146552307,-132.62456764539488
0,32,8,-1.2209829844781859,-133.84555062987306
0,33,2,-1.2620780557288618,-135.10762868560192
0,34,5,-1.2947476536602973,-136.40237633926222
0,35,9,-1.3182386375885984,-137.7206149768508
0,36,5,-1.3304962002189633,-139.05111117706977
0,37,10,-1.3312586358618017,-140.38236981293159
0,38,3,-1.322794963563426,-141.70516477649502
0,39,6,-1.3053752311473843,-143.01054000764242
0,40,10,-1.2795150959651609,-144.29005510360759
0,41,1,-1.247796472748728,-145.5378515763563
0,42,6,-1.211653982672594,-146.7495055590289
0,43,10,-1.1718130787360144,-147.92131863776493
0,44,10,-1.1286775034592549,-149.04999614122417
0,45,7,-1.092967250869982,-150.14296339209415
0,46,0,-1.06459928797053,-151.20756268006468
0,47,7,-1.042064249684772,-152.24962692974947
0,48,10,-1.0243334289713006,-153.27396035872076
0,49,0,-1.012964103304134,-154.2869244620249
0,50,0,-1.0081289166232832,-155.2950533786482
0,51,7,-1.0060650029430864,-156.30111838159127
0,52,7,-1.0053560876481866,-157.30647446923945
0,53,1,-101.01401250211806,-258.3204869713575
0,54,3,-1.0095425822399213,-259.33002955359746
0,55,2,-1.0119094426643804,-260.34193899626183
0,56,9,-1.0094846737513108,-261.35142367001316
0,57,2,-101.01662997631675,-362.36805364632994
0,58,7,-1.0119772841536865,-363.3800309304836
0,59,6,-1.0106747623259837,-364.3907056928096
0,60,0,-101.01999058312055,-465.41069627593015
0,61,7,-1.0134008241016068,-466.42409710003176
0,62,1,-1.017176019985095,-467.44127312001683
0,63,3,-101.02900862142168,-568.4702817414385
0,64,3,-1.0345282818440813,-569.5048100232826
0,65,9,-1.0415611036359023,-570.5463711269185
0,66,9,-1.0461998608984255,-571.592570987817
0,67,9,-1.0494408197683818,-572.6420118075854
0,68,6,-1.0524048069291985,-573.6944166145146
0,69,10,-1.0542750705019885,-574.7486916850165
0,70,4,-1.0564728738929754,-575.8051645589095
0,71,1,-1.0595527523681858,-576.8647173112777
0,72,0,-1.063643779776134,-577.9283610910538
0,73,0,-1.068671708466864,-578.9970327995206
0,74,6,-1.07329195550804,-580.0703247550287
0,75,4,-1.0779470024164328,-581.1482717574451
0,76,6,-1.0822398576451513,-582.2305116150902
0,77,0,-1.066894119500423,-583.2974057345906
0,78,6,-1.0493436772547011,-584.3467494118453
0,79,4,-1.0314856988189598,-585.3782351106643
0,80,10,-1.012272063946273,-586.3905071746105
0,81,9,-1.0,-587.3905071746105
1,1,5,-1.9909220963519734,-1.9909220963519734
1,2,6,-1.9805188777401495,-3.971440974092123
1,3,5,-1.970332236084581,-5.941773210176704
1,4,2,-1.962944776714889,-7.904717986891593
1,5,6,-1.9536149316927447,-9.858332918584338
1,6,7,-1.9429065473206286,-11.801239465904967
1,7,10,-1.9300011416874807,-13.731240607592447
1,8,10,-1.9162520441332327,-15.64749265172568
1,9,5,-1.904517355932923,-17.552010007658602
1,10,10,-1.8918920830142782,-19.44390209067288
1,11,7,-1.8802978976482014,-21.32419998832108
1,12,5,-1.8705306408928486,-23.19473062921393
1,13,3,-1.8634153968848612,-25.05814602609879
1,14,9,-1.8540207278960334,-26.912166753994825
1,15,7,-1.8448532090434657,-28.75701996303829
1,16,9,-1.8349071975851396,-30.591927160623428
1,17,8,-1.8251654615238477,-32.41709262214727
1,18,5,-1.8171699017617826,-34.23426252390905
1,19,7,-1.809141179943106,-36.04340370385216
1,20,7,-1.8011689091246612,-37.84457261297682
1,21,7,-1.7932937718958808,-39.6378663848727
1,22,7,-1.7855320619366353,-41.42339844680934
