episode,step,action,reward,total_reward
0,1,6,-1.001538395557161,-1.001538395557161
0,2,4,-1.0051477247433733,-2.006686120300534
0,3,4,-1.009766453501314,-3.016452573801848
0,4,4,-1.0148057356448976,-4.031258309446746
0,5,1,-1.0234545792322705,-5.054712888679016
0,6,0,-101.040014526175,-106.09472741485402
0,7,2,-1.0440140624280827,-107.1387414772821
0,8,0,-1.05342113624846,-108.19216261353056
0,9,4,-1.0580592186746156,-109.25022183220517
0,10,5,-1.0608147107680719,-110.31103654297324
0,11,10,-1.0592228755462563,-111.3702594185195
0,12,3,-1.0598030756985097,-112.430062494218
0,13,4,-1.0612188039742816,-113.49128129819229
0,14,5,-1.0622805422001056,-114.55356184039239
0,15,1,-1.067073320332517,-115.6206351607249
0,16,8,-1.0666410705890477,-116.68727623131394
0,17,6,-1.065947936561005,-117.75322416787495
0,18,10,-1.062880815651651,-118.8161049835266
0,19,2,-1.0630815294030966,-119.87918651292969
0,20,10,-1.0605485712811926,-120.93973508421088
0,21,8,-1.0578581354720884,-121.99759321968297
0,22,5,-1.0566981248622227,-123.05429134454519
0,23,1,-1.059733094450415,-124.11402443899561
0,24,6,-1.060533916938744,-125.17455835593435
0,25,9,-1.0589381983918398,-126.2334965543262
0,26,0,-1.0693310579371502,-127.30282761226334
0,27,7,-1.08182196092657,-128.3846495731899
0,28,6,-1.0995394134317882,-129.4841889866217
0,29,3,-1.1243857050694621,-130.60857469169116
0,30,4,-1.15377871390608,-131.76235340559725
0,31,4,-1.1872679814408722,-132.94962138703812
0,32,5,-1.2236016978354523,-134.17322308487357
0,33,7,-1.2617132715786803,-135.43493635645225
0,34,3,-1.2949670478122006,-136.72990340426446
0,35,9,-1.31850019990566,-138.04840360417012
0,36,5,-1.3307806527280115,-139.37918425689813
0,37,10,-1.3315420263173068,-140.71072628321542
0,38,9,-1.322076749885891,-142.03280303310132
0,39,9,-1.303341984987391,-143.3361450180887
0,40,3,-1.2771175816608829,-144.6132625997496
0,41,7,-1.244441863457423,-145.857704463207
0,42,10,-1.2070694120881922,-147.0647738752952
0,43,6,-1.1664912906515659,-148.23126516594678
0,44,10,-1.1327350247719499,-149.36400019071874
0,45,9,-1.1051382122022952,-150.46913840292103
0,46,4,-1.0837367408938756,-151.5528751438149
0,47,1,-1.0686003923315712,-152.62147553614648
0,48,0,-1.0598282855077357,-153.6813038216542
0,49,0,-1.0579547344338538,-154.73925855608806
0,50,6,-1.0579651203704734,-155.79722367645854
0,51,2,-101.06561736344531,-256.86284103990386
0,52,6,-1.060929760977965,-257.9237708008818
0,53,3,-1.0617160135650785,-258.9854868144469
0,54,1,-101.070135720255,-360.0556225347019
0,55,6,-1.0646947938394862,-361.1203173285414
0,56,2,-1.065564409464944,-362.18588173800634
0,57,4,-1.0674793740535176,-363.25336111205985
0,58,0,-101.07621472965904,-464.3295758417189
0,59,6,-1.0704053297897036,-465.3999811715086
0,60,9,-1.0666341433421933,-466.4666153148508
0,61,3,-1.068483941816801,-467.5350992566676
0,62,9,-1.0696046669284427,-468.60470392359605
0,63,6,-1.0752249999028969,-469.67992892349895
0,64,5,-1.083854857484169,-470.7637837809831
0,65,1,-101.10102711680229,-571.8648108977853
0,66,2,-1.107499366839098,-572.9723102646244
0,67,9,-1.1162500101757349,-574.0885602748001
0,68,3,-101.13324646149486,-675.221806736295
0,69,6,-1.1440791228685696,-676.3658858591635
0,70,5,-1.158775477124788,-677.5246613362883
0,71,0,-101.18251252832573,-778.7071738646141
0,72,8,-1.1909125542648167,-779.898086418879
0,73,1,-1.2067084294166235,-781.1047948482956
0,74,4,-1.2254763188291502,-782.3302711671247
0,75,7,-1.2408094558154124,-783.5710806229401
0,76,2,-101.26552341424167,-884.8366040371818
0,77,1,-1.2600230461850854,-886.0966270833669
0,78,6,-1.2554494720672988,-887.3520765554342
0,79,0,-101.26038075705827,-988.6124573124926
0,80,3,-1.2506783894280433,-989.8631357019206
0,81,9,-1.2429412298178537,-991.1060769317384
0,82,0,-1.2353839715116979,-992.3414609032501
0,83,7,-1.2252399939304954,-993.5667008971806
0,84,8,-1.2128566672921322,-994.7795575644727
0,85,5,-1.199426144951028,-995.9789837094238
0,86,5,-1.1850695795087418,-997.1640532889326
0,87,5,-1.1698859570334281,-998.333939245966
0,88,10,-1.1529196962492771,-999.4868589422152
0,89,9,-1.1346602428310923,-1000.6215191850463
0,90,6,-1.115808587129469,-1001.7373277721757
0,91,2,-1.0971080155427901,-1002.8344357877185
0,92,2,-1.0785481291084345,-1003.9129839168269
0,93,0,-1.0604816104755184,-1004.9734655273024
0,94,9,-1.0412633386054424,-1006.0147288659078
0,95,1,-1.022391963910696,-1007.0371208298185
0,96,7,-1.0028156906631398,-1008.0399365204817
0,97,4,-1.0,-1009.0399365204817
1,1,9,-0.9993034549728177,-0.9993034549728177
1,2,1,-1.0038783260516635,-2.003181781024481
1,3,2,-1.01127307374119,-3.0144548547656713
1,4,1,-1.022345080915175,-4.036799935680847
1,5,8,-1.0250836272240522,-5.0618835629048995
1,6,5,-1.0279872433909463,-6.0898708062958455
1,7,7,-1.0295343230099843,-7.11940512930583
1,8,3,-1.0329522688757837,-8.152357398181614
1,9,7,-1.0344967040836912,-9.186854102265306
1,10,3,-1.0378143870955294,-10.224668489360836
1,11,5,-1.0404808295561376,-11.265149318916974
1,12,0,-1.0490425084388122,-12.314191827355787
1,13,9,-1.048868848551148,-13.363060675906935
1,14,8,-1.0476366427430501,-14.410697318649985
1,15,5,-1.0475091304389998,-15.458206449088985
1,16,5,-1.0481004431120093,-16.506306892200996
1,17,5,-1.0490879397397683,-17.555394831940763
1,18,5,-1.0502454032954844,-18.605640235236248
1,19,5,-1.051439693162407,-19.657079928398655
1,20,10,-1.0495387963199914,-20.706618724718645
1,21,3,-1.0502481834224011,-21.756866908141046
1,22,1,-1.0553584757384433,-22.81222538387949
1,23,10,-1.053792397085814,-23.866017780965304
1,24,0,-1.0575367296071754,-24.92355451057248
1,25,9,-1.0565966045892987,-25.980151115161778
1,26,8,-1.0616597159118526,-27.04181083107363
1,27,7,-1.0728296374642878,-28.114640468537917
1,28,4,-1.0912955688489534,-29.20593603738687
1,29,7,-1.1137676654681312,-30.319703702855
1,30,10,-1.13890776458846,-31.45861146744346
1,31,6,-1.1693686359643285,-32.627980103407786
1,32,2,-1.207170193871454,-33.83515029727924
1,33,7,-1.2418668622806042,-35.077017159559844
1,34,8,-1.2634252469163865,-36.34044240647623
1,35,3,-1.2740546795605547,-37.614497086036785
1,36,6,-1.2740831094123313,-38.888580195449116
1,37,3,-1.2647157540040248,-40.15329594945314
1,38,7,-1.2461959612556537,-41.39949191070879
1,39,0,-1.220083739862148,-42.61957565057094
1,40,4,-1.1869061078529706,-43.80648175842391
1,41,9,-1.1477065930531896,-44.95418835147709
1,42,3,-1.1151867148453252,-46.069375066322415
1,43,0,-1.0897510196823994,-47.15912608600482
1,44,4,-1.0702904540943612,-48.22941654009918
1,45,6,-1.055959645257937,-49.285376185357116
1,46,3,-1.0471222554900903,-50.3324984408472
1,47,8,-1.0414868536655157,-51.37398529451272
1,48,2,-1.0420022905735082,-52.41598758508623
1,49,10,-1.0393111108857556,-53.45529869597198
1,50,7,-1.0382194637438622,-54.49351815971585
1,51,5,-1.0392425613112266,-55.532760721027074
1,52,4,-1.0411171069069751,-56.57387782793405
1,53,2,-101.04768144822272,-157.62155927615677
1,54,6,-1.0438530356214333,-158.6654123117782
1,55,10,-1.040643303426089,-159.7060556152043
1,56,9,-1.0383100771353704,-160.74436569233967
1,57,3,-101.04356803107794,-261.7879337234176
1,58,5,-1.0414062009945901,-262.8293399244122
1,59,1,-101.049716167336,-363.87905609174817
1,60,9,-1.0433429967325523,-364.92239908848074
1,61,3,-1.0424577199092582,-365.96485680839
1,62,1,-101.0545082348152,-467.0193650432052
1,63,0,-1.0569559726310294,-468.07632101583624
1,64,3,-1.0670568649508527,-469.1433778807871
1,65,4,-1.0767478743387853,-470.2201257551259
1,66,9,-1.0850273924236018,-471.3051531475495
1,67,2,-101.10375115819961,-572.4089043057492
1,68,8,-1.1107368450489594,-573.5196411507981
1,69,2,-1.125093300030551,-574.6447344508287
1,70,0,-101.14799940663902,-675.7927338574676
1,71,8,-1.1559554912233743,-676.948689348691
1,72,0,-1.1723748447382358,-678.1210641934292
1,73,3,-101.1934752585275,-779.3145394519568
1,74,4,-1.2080247707144254,-780.5225642226712
1,75,8,-1.223541837998504,-781.7461060606697
1,76,3,-1.2380033027587323,-782.9841093634285
1,77,7,-1.2297053279650738,-784.2138146913936
1,78,5,-1.2185411857683932,-785.432355877162
1,79,0,-1.2076280005161846,-786.6399838776781
1,80,7,-1.1949254381490233,-787.8349093158271
1,81,2,-1.1819813902390421,-789.0168907060661
1,82,10,-1.1668907124221626,-790.1837814184883
1,83,6,-1.1508730591874017,-791.3346544776756
1,84,6,-1.1340267704185854,-792.4686812480942
1,85,10,-1.1156962435119864,-793.5843774916061
1,86,9,-1.0962824162376759,-794.6806599078438
1,87,5,-1.076570064640213,-795.7572299724841
1,88,1,-1.0572335509741824,-796.8144635234582
1,89,4,-1.0377510638980216,-797.8522145873562
1,90,0,-1.0188007620732493,-798.8710153494295
1,91,0,-1.0003600212608794,-799.8713753706904
1,92,5,-1.0,-800.8713753706904
2,1,9,-0.9993034549728177,-0.9993034549728177
2,2,3,-1.0022213268867162,-2.001524781859534
2,3,0,-1.0108835755706542,-3.0124083574301883
2,4,4,-1.0174274833628698,-4.029835840793059
2,5,2,-1.0256816556246358,-5.0555174964176945
2,6,3,-1.032919769943334,-6.088437266361028
2,7,7,-1.0357383304003243,-7.1241755967613525
2,8,5,-1.0383190758360192,-8.162494672597372
2,9,9,-1.0380550238678659,-9.200549696465238
2,10,6,-1.0380348858331314,-10.238584582298369
2,11,6,-1.0381638992732196,-11.27674848157159
