episode,step,action,reward,total_reward
0,1,10,-0.9986446463059708,-0.9986446463059708
0,2,9,-0.9974213578637432,-1.996066004169714
0,3,3,-0.9994758315065505,-2.9955418356762644
0,4,6,-1.001837170253974,-3.997379005930238
0,5,7,-1.0037042053047514,-5.00108321123499
0,6,6,-1.0058029783844011,-6.006886189619391
0,7,7,-1.0073911879999131,-7.014277377619305
0,8,0,-1.0135848757102695,-8.027862253329573
0,9,7,-1.0166253219912682,-9.044487575320842
0,10,2,-1.02225325733067,-10.066740832651512
0,11,10,-1.022802939183602,-11.089543771835114
0,12,2,-1.0263277362092322,-12.115871508044346
0,13,3,-1.0311103117722018,-13.14698181981655
0,14,0,-101.04422259975236,-114.1912044195689
0,15,3,-1.0450608701573147,-115.23626528972622
0,16,9,-1.0438870949665173,-116.28015238469274
0,17,1,-1.0467150226341668,-117.3268674073269
0,18,1,-1.0545217839095273,-118.38138919123642
0,19,6,-1.0553249932294209,-119.43671418446584
0,20,9,-1.053977455538282,-120.49069164000413
0,21,2,-1.0559301636707008,-121.54662180367482
0,22,6,-1.0567904353146813,-122.6034122389895
0,23,5,-1.057917331292133,-123.66132957028164
0,24,4,-1.0599104446750425,-124.72124001495668
0,25,3,-1.0632030706288518,-125.78444308558554
0,26,1,-101.07926750490216,-226.8637105904877
0,27,2,-1.0926413238418462,-227.95635191432956
0,28,4,-1.1120569750157117,-229.06840888934528
0,29,2,-1.139011610871398,-230.20742050021667
0,30,6,-1.1665475862585208,-231.3739680864752
0,31,3,-1.200120226345297,-232.5740883128205
0,32,7,-1.2348368050601184,-233.80892511788062
0,33,0,-101.28172372052742,-335.090648838408
0,34,5,-1.3121205115010854,-336.4027693499091
0,35,0,-1.3428252764315123,-337.7455946263406
0,36,5,-1.3624095482868093,-339.1080041746274
0,37,3,-1.3785593928984772,-340.4865635675259
0,38,2,-1.3921311363500537,-341.8786947038759
0,39,6,-1.396925370458421,-343.2756200743343
0,40,2,-1.3935669794339307,-344.66918705376827
0,41,6,-1.3821277513707249,-346.051314805139
