episode,epsilon,total_reward,steps,exit_reason
0,1,-33335.62766469874,82,terminated
1,0.9806841127477479,-37925.03874545713,85,terminated
2,0.938928680514662,-39379.039588528794,87,terminated
3,0.9012018580547484,-39285.48529188965,82,terminated
4,0.8623991949408877,-41152.83591257533,88,terminated
5,0.827333507973595,-35273.121373372865,83,terminated
6,0.7917113628284419,-36741.82122620624,88,terminated
7,0.7614215382677318,-32369.743675221594,78,terminated
8,0.7315584546501643,-34272.53278740849,80,terminated
9,0.6990104899044971,-40798.90669248787,91,terminated
10,0.6685790373397072,-40340.66107149905,89,terminated
11,0.6404325880446637,-38661.26837742544,86,terminated
12,0.6131643380726798,-38684.93626894214,87,terminated
13,0.5891159273318531,-32913.749331263854,80,terminated
14,0.5679957048674754,-28384.972271686187,73,terminated
15,0.5481807009649626,-25570.75420052965,71,terminated
16,0.5243156299262894,-41955.488270698974,89,terminated
17,0.5057714296486383,-29074.295142366806,72,terminated
18,0.48569201974319154,-32233.30178704513,81,terminated
19,0.4673437604307052,-29992.980959463726,77,terminated
20,0.4517173208085568,-22525.724732387207,68,terminated
21,0.436176873753087,-22355.35403974101,70,terminated
22,0.4178143024262745,-34013.41756934759,86,terminated
23,0.40364204313971874,-23385.10882434317,69,terminated
24,0.38956065380615323,-26559.211457991758,71,terminated
25,0.37615858477649455,-21264.54155648805,70,terminated
26,0.3632175876043783,-23072.93653662941,70,terminated
27,0.34914670473458814,-26054.789708142,79,terminated
28,0.33612485665139746,-25758.976048191176,76,terminated
29,0.3250484702115736,-21780.515057907498,67,terminated
30,0.3137088832207688,-25301.983775789937,71,terminated
31,0.3011038370793723,-29013.53414323408,82,terminated
32,0.2904542787971713,-25619.287630671013,72,terminated
33,0.2806020709476581,-21394.74541688533,69,terminated
34,0.2709485079197631,-22708.634128541406,70,terminated
35,0.2618888801720481,-22814.31897649529,68,terminated
36,0.2526262918241041,-23631.354708234165,72,terminated
37,0.24344767594027947,-24992.565744750173,74,terminated
38,0.23366577510043782,-27580.722146616503,82,terminated
39,0.22540139257172281,-23819.843124402076,72,terminated
40,0.21797369753877804,-21024.98623732479,67,terminated
41,0.21110727135835275,-19966.066104494104,64,terminated
42,0.20323377067910361,-22603.488044967406,76,terminated
43,0.19634008207839593,-19951.9646173629,69,terminated
44,0.1897751149219325,-21631.772379021728,68,terminated
45,0.18342965869420658,-23420.588032024287,68,terminated
46,0.17650013379671764,-25893.698668543708,77,terminated
47,0.17085470325044017,-19185.412165651895,65,terminated
48,0.16398963970542454,-28128.082495391605,82,terminated
49,0.157873448011493,-30789.152493893038,76,terminated
50,0.1526710142010821,-22909.097762705107,67,terminated
51,0.1469769643169669,-29039.489567834364,76,terminated
52,0.14192051058556457,-24216.03570298058,70,terminated
53,0.1372437769615079,-20365.775924540274,67,terminated
54,0.13252217442090733,-22521.082180659614,70,terminated
55,0.12777116078271059,-22915.635370702832,73,terminated
56,0.12300578100806783,-26344.274857983833,76,terminated
57,0.11865526443345581,-25326.65250049447,72,terminated
58,0.11451587656898027,-22505.517774124313,71,terminated
59,0.11074221307080971,-20718.756263318333,67,terminated
60,0.10671864043091453,-23327.810438301425,74,terminated
61,0.10284125537694165,-23169.10145231989,74,terminated
62,0.0990056665369405,-24942.7461367274,76,terminated
63,0.09521784131335595,-29083.49783537103,78,terminated
64,0.09208010964763046,-22998.891464352117,67,terminated
65,0.08895675273647981,-24131.59705370862,69,terminated
66,0.08555338559993626,-28284.290886374016,78,terminated
67,0.08269276152031725,-24093.449302016306,68,terminated
68,0.07992778730969534,-25354.68598956546,68,terminated
69,0.07744869295821372,-18275.64936155536,63,terminated
70,0.07448560889462302,-31449.45389952363,78,terminated
71,0.07174344986555783,-27200.34741784066,75,terminated
72,0.0693445846564117,-20798.52203297793,68,terminated
73,0.06709300584960641,-19466.35750241166,66,terminated
74,0.06455839581003095,-30379.24646826805,77,terminated
75,0.062399775197875006,-26007.345639285693,68,terminated
76,0.06031333176560027,-23871.25421695825,68,terminated
77,0.05832581505301768,-20783.662433020447,67,terminated
78,0.05634740366491801,-19791.946867288123,69,terminated
79,0.05454510840875845,-20977.055176514656,65,terminated
