episode,total_reward,steps,exit_reason
0,-3661,561,terminated
1,-4067,567,terminated
2,-3465,565,terminated
3,-4261,561,terminated
4,-3470,570,terminated
5,-3063,563,terminated
6,-3670,570,terminated
7,-3268,568,terminated
8,-4463,563,terminated
9,-3365,565,terminated
10,-3964,564,terminated
11,-4569,569,terminated
12,-4276,576,terminated
