episode,action,ghost_action,step,percent_complete,total_reward
2,10,10,3,0.042612459034284386,-3.0
2,10,10,4,0.05789587228415883,-4.0
2,10,10,5,0.0729345067898375,-5.0
2,10,10,6,0.0875395659257147,-6.0
2,10,10,7,0.10160538907457915,-7.0
2,10,10,8,0.11508139600590521,-8.0
2,10,10,9,0.1279545477913471,-9.0
2,10,10,10,0.14023740791912723,-10.0
2,10,10,11,0.15195946752249667,-11.0
2,10,10,12,0.16316057112132626,-12.0
2,10,10,13,0.1738858657147106,-13.0
2,10,10,14,0.18418198970566396,-14.0
2,10,10,15,0.19409434262306252,-15.0
2,10,10,16,0.20366530231698807,-16.0
2,10,10,17,0.2129332364502738,-17.0
2,10,10,18,0.22193213014915664,-18.0
2,10,10,19,0.23069164497470585,-19.0
2,10,10,20,0.23923744144096548,-20.0
2,10,10,21,0.24759163130792147,-21.0
2,8,8,22,0.2557732657346875,-22.0
2,8,8,23,0.2695803535026166,-23.0
2,8,8,24,0.28861675372192447,-24.0
2,8,8,25,0.312569627924591,-25.0
2,8,8,26,0.341138474589643,-26.0
2,8,8,27,0.3740164513213165,-27.0
2,8,8,28,0.4108873908070767,-28.0
2,8,8,29,0.45142877846453444,-29.0
2,8,8,30,0.495317012695066,-30.0
2,10,10,31,0.5422332051000104,-31.0
2,10,10,32,0.5818888024166192,-32.0
2,10,10,33,0.6151083203765102,-33.0
2,10,10,34,0.6425484443692824,-34.0
2,10,10,35,0.66475996617013,-35.0
2,10,10,36,0.6822432750436178,-36.0
2,10,10,37,0.6955150434165636,-37.0
2,10,10,38,0.7052136105842771,-38.0
2,10,10,39,0.7122670331005736,-39.0
2,10,10,40,0.7179436957187193,-40.0
2,10,10,41,0.7232513514547796,-41.0
2,10,10,42,0.7284862560571993,-42.0
2,10,10,43,0.7336797493115195,-43.0
2,10,10,44,0.7388357357825943,-44.0
2,10,10,45,0.7439564429836268,-45.0
2,10,10,46,0.74904386797951,-46.0
2,10,10,47,0.7540998561178819,-47.0
2,10,10,48,0.7626963298442034,-48.0
2,10,10,49,0.7736534326019843,-49.0
2,10,10,50,0.7864574072716995,-50.0
2,10,10,51,0.8007911195423687,-51.0
2,10,10,52,0.8164291446960139,-52.0
2,10,10,53,0.8331984415825429,-53.0
2,10,10,54,0.8509597342532486,-54.0
2,10,10,55,0.8695973588213594,-55.0
2,10,10,56,0.8890131600177555,-56.0
2,10,10,57,0.9091225457520637,-57.0
2,10,10,58,0.9298517869401892,-58.0
2,10,10,59,0.9511360818302832,-59.0
2,10,10,60,0.9729181138587171,-60.0
2,10,10,61,0.9951469418324274,-61.0
3,10,10,0,0.0,0
3,10,10,1,0.012838094456955607,-1.0
3,10,10,2,0.027406337813432116,-2.0
3,10,10,3,0.042612459034284386,-3.0
3,10,10,4,0.05789587228415883,-4.0
3,10,10,5,0.0729345067898375,-5.0
3,10,10,6,0.0875395659257147,-6.0
3,10,10,7,0.10160538907457915,-7.0
3,10,10,8,0.11508139600590521,-8.0
3,10,10,9,0.1279545477913471,-9.0
3,10,10,10,0.14023740791912723,-10.0
3,10,10,11,0.15195946752249667,-11.0
3,10,10,12,0.16316057112132626,-12.0
3,10,10,13,0.1738858657147106,-13.0
3,10,10,14,0.18418198970566396,-14.0
3,10,10,15,0.19409434262306252,-15.0
3,10,10,16,0.20366530231698807,-16.0
3,10,10,17,0.2129332364502738,-17.0
3,10,10,18,0.22193213014915664,-18.0
3,10,10,19,0.23069164497470585,-19.0
3,10,10,20,0.23923744144096548,-20.0
3,10,10,21,0.24759163130792147,-21.0
3,8,8,22,0.2557732657346875,-22.0
3,8,8,23,0.2695803535026166,-23.0
3,8,8,24,0.28861675372192447,-24.0
3,8,8,25,0.312569627924591,-25.0
3,8,8,26,0.341138474589643,-26.0
3,8,8,27,0.3740164513213165,-27.0
3,8,8,28,0.4108873908070767,-28.0
3,8,8,29,0.45142877846453444,-29.0
3,8,8,30,0.495317012695066,-30.0
3,10,10,31,0.5422332051000104,-31.0
3,10,10,32,0.5818888024166192,-32.0
3,10,10,33,0.6151083203765102,-33.0
3,10,10,34,0.6425484443692824,-34.0
3,10,10,35,0.66475996617013,-35.0
3,10,10,36,0.6822432750436178,-36.0
3,10,10,37,0.6955150434165636,-37.0
3,10,10,38,0.7052136105842771,-38.0
3,10,10,39,0.7122670331005736,-39.0
3,10,10,40,0.7179436957187193,-40.0
3,10,10,41,0.7232513514547796,-41.0
3,10,10,42,0.7284862560571993,-42.0
3,10,10,43,0.7336797493115195,-43.0
3,10,10,44,0.7388357357825943,-44.0
3,10,10,45,0.7439564429836268,-45.0
3,10,10,46,0.74904386797951,-46.0
3,10,10,47,0.7540998561178819,-47.0
3,10,10,48,0.7626963298442034,-48.0
3,10,10,49,0.7736534326019843,-49.0
3,10,10,50,0.7864574072716995,-50.0
3,10,10,51,0.8007911195423687,-51.0
3,10,10,52,0.8164291446960139,-52.0
3,10,10,53,0.8331984415825429,-53.0
3,10,10,54,0.8509597342532486,-54.0
3,10,10,55,0.8695973588213594,-55.0
3,10,10,56,0.8890131600177555,-56.0
3,10,10,57,0.9091225457520637,-57.0
3,10,10,58,0.9298517869401892,-58.0
3,10,10,59,0.9511360818302832,-59.0
3,10,10,60,0.9729181138587171,-60.0
3,10,10,61,0.9951469418324274,-61.0
4,10,10,0,0.0,0
4,10,10,1,0.012838094456955607,-1.0
4,10,10,2,0.027406337813432116,-2.0
4,10,10,3,0.042612459034284386,-3.0
4,10,10,4,0.05789587228415883,-4.0
4,10,10,5,0.0729345067898375,-5.0
4,10,10,6,0.0875395659257147,-6.0
4,10,10,7,0.10160538907457915,-7.0
4,10,10,8,0.11508139600590521,-8.0
4,10,10,9,0.1279545477913471,-9.0
4,10,10,10,0.14023740791912723,-10.0
4,10,10,11,0.15195946752249667,-11.0
4,10,10,12,0.16316057112132626,-12.0
4,10,10,13,0.1738858657147106,-13.0
4,10,10,14,0.18418198970566396,-14.0
4,10,10,15,0.19409434262306252,-15.0
4,10,10,16,0.20366530231698807,-16.0
4,10,10,17,0.2129332364502738,-17.0
4,10,10,18,0.22193213014915664,-18.0
4,10,10,19,0.23069164497470585,-19.0
4,10,10,20,0.23923744144096548,-20.0
4,10,10,21,0.24759163130792147,-21.0
4,8,8,22,0.2557732657346875,-22.0
4,8,8,23,0.2695803535026166,-23.0
4,8,8,24,0.28861675372192447,-24.0
4,8,8,25,0.312569627924591,-25.0
4,8,8,26,0.341138474589643,-26.0
4,8,8,27,0.3740164513213165,-27.0
4,8,8,28,0.4108873908070767,-28.0
4,8,8,29,0.45142877846453444,-29.0
4,8,8,30,0.495317012695066,-30.0
4,10,10,31,0.5422332051000104,-31.0
4,10,10,32,0.5818888024166192,-32.0
4,10,10,33,0.6151083203765102,-33.0
4,10,10,34,0.6425484443692824,-34.0
4,10,10,35,0.66475996617013,-35.0
4,10,10,36,0.6822432750436178,-36.0
4,10,10,37,0.6955150434165636,-37.0
4,10,10,38,0.7052136105842771,-38.0
4,10,10,39,0.7122670331005736,-39.0
4,10,10,40,0.7179436957187193,-40.0
4,10,10,41,0.7232513514547796,-41.0
4,10,10,42,0.7284862560571993,-42.0
4,10,10,43,0.7336797493115195,-43.0
4,10,10,44,0.7388357357825943,-44.0
4,10,10,45,0.7439564429836268,-45.0
4,10,10,46,0.74904386797951,-46.0
4,10,10,47,0.7540998561178819,-47.0
4,10,10,48,0.7626963298442034,-48.0
4,10,10,49,0.7736534326019843,-49.0
4,10,10,50,0.7864574072716995,-50.0
4,10,10,51,0.8007911195423687,-51.0
4,10,10,52,0.8164291446960139,-52.0
4,10,10,53,0.8331984415825429,-53.0
4,10,10,54,0.8509597342532486,-54.0
4,10,10,55,0.8695973588213594,-55.0
4,10,10,56,0.8890131600177555,-56.0
4,10,10,57,0.9091225457520637,-57.0
4,10,10,58,0.9298517869401892,-58.0
4,10,10,59,0.9511360818302832,-59.0
4,10,10,60,0.9729181138587171,-60.0
4,10,10,61,0.9951469418324274,-61.0
5,10,10,0,0.0,0
5,10,10,1,0.012838094456955607,-1.0
5,10,10,2,0.027406337813432116,-2.0
5,10,10,3,0.042612459034284386,-3.0
5,10,10,4,0.05789587228415883,-4.0
5,10,10,5,0.0729345067898375,-5.0
5,10,10,6,0.0875395659257147,-6.0
5,10,10,7,0.10160538907457915,-7.0
5,10,10,8,0.11508139600590521,-8.0
5,10,10,9,0.1279545477913471,-9.0
5,10,10,10,0.14023740791912723,-10.0
5,10,10,11,0.15195946752249667,-11.0
5,10,10,12,0.16316057112132626,-12.0
5,10,10,13,0.1738858657147106,-13.0
5,10,10,14,0.18418198970566396,-14.0
5,10,10,15,0.19409434262306252,-15.0
5,10,10,16,0.20366530231698807,-16.0
5,10,10,17,0.2129332364502738,-17.0
5,10,10,18,0.22193213014915664,-18.0
5,10,10,19,0.23069164497470585,-19.0
5,10,10,20,0.23923744144096548,-20.0
5,10,10,21,0.24759163130792147,-21.0
5,8,8,22,0.2557732657346875,-22.0
5,8,8,23,0.2695803535026166,-23.0
5,8,8,24,0.28861675372192447,-24.0
5,8,8,25,0.312569627924591,-25.0
5,8,8,26,0.341138474589643,-26.0
5,8,8,27,0.3740164513213165,-27.0
5,8,8,28,0.4108873908070767,-28.0
5,8,8,29,0.45142877846453444,-29.0
5,8,8,30,0.495317012695066,-30.0
5,10,10,31,0.5422332051000104,-31.0
5,10,10,32,0.5818888024166192,-32.0
5,10,10,33,0.6151083203765102,-33.0
5,10,10,34,0.6425484443692824,-34.0
5,10,10,35,0.66475996617013,-35.0
5,10,10,36,0.6822432750436178,-36.0
5,10,10,37,0.6955150434165636,-37.0
5,10,10,38,0.7052136105842771,-38.0
5,10,10,39,0.7122670331005736,-39.0
5,10,10,40,0.7179436957187193,-40.0
5,10,10,41,0.7232513514547796,-41.0
5,10,10,42,0.7284862560571993,-42.0
5,10,10,43,0.7336797493115195,-43.0
5,10,10,44,0.7388357357825943,-44.0
5,10,10,45,0.7439564429836268,-45.0
5,10,10,46,0.74904386797951,-46.0
5,10,10,47,0.7540998561178819,-47.0
5,10,10,48,0.7626963298442034,-48.0
5,10,10,49,0.7736534326019843,-49.0
5,10,10,50,0.7864574072716995,-50.0
5,10,10,51,0.8007911195423687,-51.0
5,10,10,52,0.8164291446960139,-52.0
5,10,10,53,0.8331984415825429,-53.0
5,10,10,54,0.8509597342532486,-54.0
5,10,10,55,0.8695973588213594,-55.0
5,10,10,56,0.8890131600177555,-56.0
5,10,10,57,0.9091225457520637,-57.0
5,10,10,58,0.9298517869401892,-58.0
5,10,10,59,0.9511360818302832,-59.0
5,10,10,60,0.9729181138587171,-60.0
5,10,10,61,0.9951469418324274,-61.0
6,10,10,0,0.0,0
6,10,10,1,0.012838094456955607,-1.0
6,10,10,2,0.027406337813432116,-2.0
6,10,10,3,0.042612459034284386,-3.0
6,10,10,4,0.05789587228415883,-4.0
6,10,10,5,0.0729345067898375,-5.0
6,10,10,6,0.0875395659257147,-6.0
6,10,10,7,0.10160538907457915,-7.0
6,10,10,8,0.11508139600590521,-8.0
6,10,10,9,0.1279545477913471,-9.0
6,10,10,10,0.14023740791912723,-10.0
6,10,10,11,0.15195946752249667,-11.0
6,10,10,12,0.16316057112132626,-12.0
6,10,10,13,0.1738858657147106,-13.0
6,10,10,14,0.18418198970566396,-14.0
6,10,10,15,0.19409434262306252,-15.0
6,10,10,16,0.20366530231698807,-16.0
6,10,10,17,0.2129332364502738,-17.0
6,10,10,18,0.22193213014915664,-18.0
6,10,10,19,0.23069164497470585,-19.0
6,10,10,20,0.23923744144096548,-20.0
6,10,10,21,0.24759163130792147,-21.0
6,8,8,22,0.2557732657346875,-22.0
6,8,8,23,0.2695803535026166,-23.0
6,8,8,24,0.28861675372192447,-24.0
6,8,8,25,0.312569627924591,-25.0
6,8,8,26,0.341138474589643,-26.0
6,8,8,27,0.3740164513213165,-27.0
6,8,8,28,0.4108873908070767,-28.0
6,8,8,29,0.45142877846453444,-29.0
6,8,8,30,0.495317012695066,-30.0
6,10,10,31,0.5422332051000104,-31.0
6,10,10,32,0.5818888024166192,-32.0
6,10,10,33,0.6151083203765102,-33.0
6,10,10,34,0.6425484443692824,-34.0
6,10,10,35,0.66475996617013,-35.0
6,10,10,36,0.6822432750436178,-36.0
6,10,10,37,0.6955150434165636,-37.0
6,10,10,38,0.7052136105842771,-38.0
6,10,10,39,0.7122670331005736,-39.0
6,10,10,40,0.7179436957187193,-40.0
6,10,10,41,0.7232513514547796,-41.0
6,10,10,42,0.7284862560571993,-42.0
6,10,10,43,0.7336797493115195,-43.0
6,10,10,44,0.7388357357825943,-44.0
6,10,10,45,0.7439564429836268,-45.0
6,10,10,46,0.74904386797951,-46.0
6,10,10,47,0.7540998561178819,-47.0
6,10,10,48,0.7626963298442034,-48.0
6,10,10,49,0.7736534326019843,-49.0
6,10,10,50,0.7864574072716995,-50.0
6,10,10,51,0.8007911195423687,-51.0
6,10,10,52,0.8164291446960139,-52.0
6,10,10,53,0.8331984415825429,-53.0
6,10,10,54,0.8509597342532486,-54.0
6,10,10,55,0.8695973588213594,-55.0
6,10,10,56,0.8890131600177555,-56.0
6,10,10,57,0.9091225457520637,-57.0
6,10,10,58,0.9298517869401892,-58.0
6,10,10,59,0.9511360818302832,-59.0
6,10,10,60,0.9729181138587171,-60.0
6,10,10,61,0.9951469418324274,-61.0
7,10,10,0,0.0,0
7,10,10,1,0.012838094456955607,-1.0
7,10,10,2,0.027406337813432116,-2.0
7,10,10,3,0.042612459034284386,-3.0
7,10,10,4,0.05789587228415883,-4.0
7,10,10,5,0.0729345067898375,-5.0
7,10,10,6,0.0875395659257147,-6.0
7,10,10,7,0.10160538907457915,-7.0
7,10,10,8,0.11508139600590521,-8.0
7,10,10,9,0.1279545477913471,-9.0
7,10,10,10,0.14023740791912723,-10.0
7,10,10,11,0.15195946752249667,-11.0
7,10,10,12,0.16316057112132626,-12.0
7,10,10,13,0.1738858657147106,-13.0
7,10,10,14,0.18418198970566396,-14.0
7,10,10,15,0.19409434262306252,-15.0
7,10,10,16,0.20366530231698807,-16.0
7,10,10,17,0.2129332364502738,-17.0
7,10,10,18,0.22193213014915664,-18.0
7,10,10,19,0.23069164497470585,-19.0
7,10,10,20,0.23923744144096548,-20.0
7,10,10,21,0.24759163130792147,-21.0
7,8,8,22,0.2557732657346875,-22.0
7,8,8,23,0.2695803535026166,-23.0
7,8,8,24,0.28861675372192447,-24.0
7,8,8,25,0.312569627924591,-25.0
7,8,8,26,0.341138474589643,-26.0
7,8,8,27,0.3740164513213165,-27.0
7,8,8,28,0.4108873908070767,-28.0
7,8,8,29,0.45142877846453444,-29.0
7,8,8,30,0.495317012695066,-30.0
7,10,10,31,0.5422332051000104,-31.0
7,10,10,32,0.5818888024166192,-32.0
7,10,10,33,0.6151083203765102,-33.0
7,10,10,34,0.6425484443692824,-34.0
7,10,10,35,0.66475996617013,-35.0
7,10,10,36,0.6822432750436178,-36.0
7,10,10,37,0.6955150434165636,-37.0
7,10,10,38,0.7052136105842771,-38.0
7,10,10,39,0.7122670331005736,-39.0
7,10,10,40,0.7179436957187193,-40.0
7,10,10,41,0.7232513514547796,-41.0
7,10,10,42,0.7284862560571993,-42.0
7,10,10,43,0.7336797493115195,-43.0
7,10,10,44,0.7388357357825943,-44.0
7,10,10,45,0.7439564429836268,-45.0
7,10,10,46,0.74904386797951,-46.0
7,10,10,47,0.7540998561178819,-47.0
7,10,10,48,0.7626963298442034,-48.0
7,10,10,49,0.7736534326019843,-49.0
7,10,10,50,0.7864574072716995,-50.0
7,10,10,51,0.8007911195423687,-51.0
7,10,10,52,0.8164291446960139,-52.0
7,10,10,53,0.8331984415825429,-53.0
7,10,10,54,0.8509597342532486,-54.0
7,10,10,55,0.8695973588213594,-55.0
7,10,10,56,0.8890131600177555,-56.0
7,10,10,57,0.9091225457520637,-57.0
7,10,10,58,0.9298517869401892,-58.0
7,10,10,59,0.9511360818302832,-59.0
7,10,10,60,0.9729181138587171,-60.0
7,10,10,61,0.9951469418324274,-61.0
8,10,10,0,0.0,0
8,10,10,1,0.012838094456955607,-1.0
8,10,10,2,0.027406337813432116,-2.0
8,10,10,3,0.042612459034284386,-3.0
8,10,10,4,0.05789587228415883,-4.0
8,10,10,5,0.0729345067898375,-5.0
8,10,10,6,0.0875395659257147,-6.0
8,10,10,7,0.10160538907457915,-7.0
8,10,10,8,0.11508139600590521,-8.0
8,10,10,9,0.1279545477913471,-9.0
8,10,10,10,0.14023740791912723,-10.0
8,10,10,11,0.15195946752249667,-11.0
8,10,10,12,0.16316057112132626,-12.0
8,10,10,13,0.1738858657147106,-13.0
8,10,10,14,0.18418198970566396,-14.0
8,10,10,15,0.19409434262306252,-15.0
8,10,10,16,0.20366530231698807,-16.0
8,10,10,17,0.2129332364502738,-17.0
8,10,10,18,0.22193213014915664,-18.0
8,10,10,19,0.23069164497470585,-19.0
8,10,10,20,0.23923744144096548,-20.0
8,10,10,21,0.24759163130792147,-21.0
8,8,8,22,0.2557732657346875,-22.0
8,8,8,23,0.2695803535026166,-23.0
8,8,8,24,0.28861675372192447,-24.0
8,8,8,25,0.312569627924591,-25.0
8,8,8,26,0.341138474589643,-26.0
8,8,8,27,0.3740164513213165,-27.0
8,8,8,28,0.4108873908070767,-28.0
8,8,8,29,0.45142877846453444,-29.0
8,8,8,30,0.495317012695066,-30.0
8,10,10,31,0.5422332051000104,-31.0
8,10,10,32,0.5818888024166192,-32.0
8,10,10,33,0.6151083203765102,-33.0
8,10,10,34,0.6425484443692824,-34.0
8,10,10,35,0.66475996617013,-35.0
8,10,10,36,0.6822432750436178,-36.0
8,10,10,37,0.6955150434165636,-37.0
8,10,10,38,0.7052136105842771,-38.0
8,10,10,39,0.7122670331005736,-39.0
8,10,10,40,0.7179436957187193,-40.0
8,10,10,41,0.7232513514547796,-41.0
8,10,10,42,0.7284862560571993,-42.0
8,10,10,43,0.7336797493115195,-43.0
8,10,10,44,0.7388357357825943,-44.0
8,10,10,45,0.7439564429836268,-45.0
8,10,10,46,0.74904386797951,-46.0
8,10,10,47,0.7540998561178819,-47.0
8,10,10,48,0.7626963298442034,-48.0
8,10,10,49,0.7736534326019843,-49.0
8,10,10,50,0.7864574072716995,-50.0
8,10,10,51,0.8007911195423687,-51.0
8,10,10,52,0.8164291446960139,-52.0
8,10,10,53,0.8331984415825429,-53.0
8,10,10,54,0.8509597342532486,-54.0
8,10,10,55,0.8695973588213594,-55.0
8,10,10,56,0.8890131600177555,-56.0
8,10,10,57,0.9091225457520637,-57.0
8,10,10,58,0.9298517869401892,-58.0
8,10,10,59,0.9511360818302832,-59.0
8,10,10,60,0.9729181138587171,-60.0
8,10,10,61,0.9951469418324274,-61.0
9,10,10,0,0.0,0
9,10,10,1,0.012838094456955607,-1.0
9,10,10,2,0.027406337813432116,-2.0
9,10,10,3,0.042612459034284386,-3.0
9,10,10,4,0.05789587228415883,-4.0
9,10,10,5,0.0729345067898375,-5.0
9,10,10,6,0.0875395659257147,-6.0
9,10,10,7,0.10160538907457915,-7.0
9,10,10,8,0.11508139600590521,-8.0
9,10,10,9,0.1279545477913471,-9.0
9,10,10,10,0.14023740791912723,-10.0
9,10,10,11,0.15195946752249667,-11.0
9,10,10,12,0.16316057112132626,-12.0
9,10,10,13,0.1738858657147106,-13.0
9,10,10,14,0.18418198970566396,-14.0
9,10,10,15,0.19409434262306252,-15.0
9,10,10,16,0.20366530231698807,-16.0
9,10,10,17,0.2129332364502738,-17.0
9,10,10,18,0.22193213014915664,-18.0
9,10,10,19,0.23069164497470585,-19.0
9,10,10,20,0.23923744144096548,-20.0
9,10,10,21,0.24759163130792147,-21.0
9,8,8,22,0.2557732657346875,-22.0
9,8,8,23,0.2695803535026166,-23.0
9,8,8,24,0.28861675372192447,-24.0
9,8,8,25,0.312569627924591,-25.0
9,8,8,26,0.341138474589643,-26.0
9,8,8,27,0.3740164513213165,-27.0
9,8,8,28,0.4108873908070767,-28.0
9,8,8,29,0.45142877846453444,-29.0
9,8,8,30,0.495317012695066,-30.0
9,10,10,31,0.5422332051000104,-31.0
9,10,10,32,0.5818888024166192,-32.0
9,10,10,33,0.6151083203765102,-33.0
9,10,10,34,0.6425484443692824,-34.0
9,10,10,35,0.66475996617013,-35.0
9,10,10,36,0.6822432750436178,-36.0
9,10,10,37,0.6955150434165636,-37.0
9,10,10,38,0.7052136105842771,-38.0
9,10,10,39,0.7122670331005736,-39.0
9,10,10,40,0.7179436957187193,-40.0
9,10,10,41,0.7232513514547796,-41.0
9,10,10,42,0.7284862560571993,-42.0
9,10,10,43,0.7336797493115195,-43.0
9,10,10,44,0.7388357357825943,-44.0
9,10,10,45,0.7439564429836268,-45.0
9,10,10,46,0.74904386797951,-46.0
9,10,10,47,0.7540998561178819,-47.0
9,10,10,48,0.7626963298442034,-48.0
9,10,10,49,0.7736534326019843,-49.0
9,10,10,50,0.7864574072716995,-50.0
9,10,10,51,0.8007911195423687,-51.0
9,10,10,52,0.8164291446960139,-52.0
9,10,10,53,0.8331984415825429,-53.0
9,10,10,54,0.8509597342532486,-54.0
9,10,10,55,0.8695973588213594,-55.0
9,10,10,56,0.8890131600177555,-56.0
9,10,10,57,0.9091225457520637,-57.0
9,10,10,58,0.9298517869401892,-58.0
9,10,10,59,0.9511360818302832,-59.0
9,10,10,60,0.9729181138587171,-60.0
9,10,10,61,0.9951469418324274,-61.0
10,10,10,0,0.0,0
10,10,10,1,0.012838094456955607,-1.0
10,10,10,2,0.027406337813432116,-2.0
10,10,10,3,0.042612459034284386,-3.0
10,10,10,4,0.05789587228415883,-4.0
10,10,10,5,0.0729345067898375,-5.0
10,10,10,6,0.0875395659257147,-6.0
10,10,10,7,0.10160538907457915,-7.0
10,10,10,8,0.11508139600590521,-8.0
10,10,10,9,0.1279545477913471,-9.0
10,10,10,10,0.14023740791912723,-10.0
10,10,10,11,0.15195946752249667,-11.0
10,10,10,12,0.16316057112132626,-12.0
10,10,10,13,0.1738858657147106,-13.0
10,10,10,14,0.18418198970566396,-14.0
10,10,10,15,0.19409434262306252,-15.0
10,10,10,16,0.20366530231698807,-16.0
10,10,10,17,0.2129332364502738,-17.0
10,10,10,18,0.22193213014915664,-18.0
10,10,10,19,0.23069164497470585,-19.0
