episode,action,ghost_action,step,total_reward
17,8,8,22,-22.0
17,8,8,23,-23.0
17,8,8,24,-24.0
17,8,8,25,-25.0
17,8,8,26,-26.0
17,8,8,27,-27.0
17,8,8,28,-28.0
17,8,8,29,-29.0
17,8,8,30,-30.0
17,10,10,31,-31.0
17,10,10,32,-32.0
17,10,10,33,-33.0
17,10,10,34,-34.0
17,10,10,35,-35.0
17,10,10,36,-36.0
17,10,10,37,-37.0
17,10,10,38,-38.0
17,10,10,39,-39.0
17,10,10,40,-40.0
17,10,10,41,-41.0
17,10,10,42,-42.0
17,10,10,43,-43.0
17,10,10,44,-44.0
17,10,10,45,-45.0
17,10,10,46,-46.0
17,10,10,47,-47.0
17,10,10,48,-48.0
17,10,10,49,-49.0
17,10,10,50,-50.0
17,10,10,51,-51.0
17,10,10,52,-52.0
17,10,10,53,-53.0
17,10,10,54,-54.0
17,10,10,55,-55.0
17,10,10,56,-56.0
17,10,10,57,-57.0
17,10,10,58,-58.0
17,10,10,59,-59.0
17,10,10,60,-60.0
17,10,10,61,-61.0
18,10,10,0,0
18,10,10,1,-1.0
18,10,10,2,-2.0
18,10,10,3,-3.0
18,10,10,4,-4.0
18,10,10,5,-5.0
18,10,10,6,-6.0
18,10,10,7,-7.0
18,10,10,8,-8.0
18,10,10,9,-9.0
18,10,10,10,-10.0
18,10,10,11,-11.0
18,10,10,12,-12.0
18,10,10,13,-13.0
18,10,10,14,-14.0
18,10,10,15,-15.0
18,10,10,16,-16.0
18,10,10,17,-17.0
18,10,10,18,-18.0
18,10,10,19,-19.0
18,10,10,20,-20.0
18,10,10,21,-21.0
18,8,8,22,-22.0
18,8,8,23,-23.0
18,8,8,24,-24.0
18,8,8,25,-25.0
18,8,8,26,-26.0
18,8,8,27,-27.0
18,8,8,28,-28.0
18,8,8,29,-29.0
18,8,8,30,-30.0
18,10,10,31,-31.0
18,10,10,32,-32.0
18,10,10,33,-33.0
18,10,10,34,-34.0
18,10,10,35,-35.0
18,10,10,36,-36.0
18,10,10,37,-37.0
18,10,10,38,-38.0
18,10,10,39,-39.0
18,10,10,40,-40.0
18,10,10,41,-41.0
18,10,10,42,-42.0
18,10,10,43,-43.0
18,10,10,44,-44.0
18,10,10,45,-45.0
18,10,10,46,-46.0
18,10,10,47,-47.0
18,10,10,48,-48.0
18,10,10,49,-49.0
18,10,10,50,-50.0
18,10,10,51,-51.0
18,10,10,52,-52.0
18,10,10,53,-53.0
18,10,10,54,-54.0
18,10,10,55,-55.0
18,10,10,56,-56.0
18,10,10,57,-57.0
18,10,10,58,-58.0
18,10,10,59,-59.0
18,10,10,60,-60.0
18,10,10,61,-61.0
19,10,10,0,0
19,10,10,1,-1.0
19,10,10,2,-2.0
19,10,10,3,-3.0
19,10,10,4,-4.0
19,10,10,5,-5.0
19,10,10,6,-6.0
19,10,10,7,-7.0
19,10,10,8,-8.0
19,10,10,9,-9.0
19,10,10,10,-10.0
19,10,10,11,-11.0
19,10,10,12,-12.0
19,10,10,13,-13.0
19,10,10,14,-14.0
19,10,10,15,-15.0
19,10,10,16,-16.0
19,10,10,17,-17.0
19,10,10,18,-18.0
19,10,10,19,-19.0
19,10,10,20,-20.0
19,10,10,21,-21.0
19,8,8,22,-22.0
19,8,8,23,-23.0
19,8,8,24,-24.0
19,8,8,25,-25.0
19,8,8,26,-26.0
19,8,8,27,-27.0
19,8,8,28,-28.0
19,8,8,29,-29.0
19,8,8,30,-30.0
19,10,10,31,-31.0
19,10,10,32,-32.0
19,10,10,33,-33.0
19,10,10,34,-34.0
19,10,10,35,-35.0
19,10,10,36,-36.0
19,10,10,37,-37.0
19,10,10,38,-38.0
19,10,10,39,-39.0
19,10,10,40,-40.0
19,10,10,41,-41.0
19,10,10,42,-42.0
19,10,10,43,-43.0
19,10,10,44,-44.0
19,10,10,45,-45.0
19,10,10,46,-46.0
19,10,10,47,-47.0
19,10,10,48,-48.0
19,10,10,49,-49.0
19,10,10,50,-50.0
19,10,10,51,-51.0
19,10,10,52,-52.0
19,10,10,53,-53.0
19,10,10,54,-54.0
19,10,10,55,-55.0
19,10,10,56,-56.0
19,10,10,57,-57.0
19,10,10,58,-58.0
19,10,10,59,-59.0
19,10,10,60,-60.0
19,10,10,61,-61.0
20,10,10,0,0
20,10,10,1,-1.0
20,10,10,2,-2.0
20,10,10,3,-3.0
20,10,10,4,-4.0
20,10,10,5,-5.0
20,10,10,6,-6.0
20,10,10,7,-7.0
20,10,10,8,-8.0
20,10,10,9,-9.0
20,10,10,10,-10.0
20,10,10,11,-11.0
20,10,10,12,-12.0
20,10,10,13,-13.0
20,10,10,14,-14.0
